alpha,beta,gamma,delta,epsilon
26.8556,34.4301,43.6919,53.9042,84.5074
22.0107,41.2259,45.829,58.4858,84.2521
21.596,36.2521,48.5586,61.1735,62.9313
31.7089,33.6317,55.7043,58.2674,74.1932
23.3655,33.942,46.8484,54.7402,87.9274
32.4604,34.4365,52.365,58.5587,75.2493
27.1404,40.0248,46.5066,74.0861,72.2449
33.143,36.6075,57.1642,53.3843,72.6508
38.5088,35.4378,54.088,86.0711,76.2915
44.727,41.5527,54.9515,50.4653,69.1084
20.5531,36.3621,64.013,85.4219,69.3331
24.5164,52.1924,54.4709,57.2146,63.1498
24.6875,37.3064,55.3575,65.8796,67.748
27.2887,52.2193,60.8214,58.8478,66.0403
28.1832,48.3134,60.8218,79.8361,79.3511
25.5977,39.466,46.588,73.5695,67.4551
21.7608,33.6053,40.7161,58.4043,69.4122
33.3957,44.6037,68.1597,55.048,90.9278
21.3091,31.3944,44.4193,56.96,96.391
30.3658,50.4035,69.017,51.9517,61.5487
38.1764,30.7882,45.4443,68.939,69.5307
31.8421,31.758,40.2697,57.7556,60.1747
34.1319,46.6721,43.2795,56.1088,72.2278
36.3798,57.4267,44.9198,52.8818,62.7892
37.4078,56.5105,52.6909,53.5521,74.869
21.7123,34.6111,42.3538,71.4008,72.1963
20.6156,37.4072,40.4404,92.2055,67.4624
22.5741,56.0064,41.4029,57.5181,94.6056
34.6525,41.9992,47.618,61.1445,80.7598
22.2845,36.9009,56.6384,56.9225,65.218
21.0487,42.2027,53.6057,87.6238,76.0023
27.9217,34.2927,73.1378,69.6467,74.2971
29.6643,43.8762,50.9179,71.0101,70.4141
26.4702,30.4876,40.7044,63.6269,62.6672
34.5501,47.318,48.4845,57.4865,60.8134
36.8812,45.3566,56.9155,51.414,74.9006
27.9554,51.0083,42.2322,62.5303,82.924
35.7669,33.7595,53.4467,71.1076,66.0823
20.1434,31.2431,55.9056,69.6502,77.2035
32.6653,33.4533,63.0548,68.8513,71.3006
23.2258,46.0081,56.1076,50.9775,94.6679
25.0112,42.7664,47.0618,60.3026,79.5404
33.8266,37.1872,41.1192,61.9303,95.7433
24.9809,49.6142,63.6882,55.6064,62.649
21.0177,55.6835,50.8314,64.8893,86.6893
31.8515,32.1389,48.1636,55.3464,86.5595
31.5252,34.9225,49.3259,72.4502,77.3502
25.667,30.9146,49.4682,57.7086,61.7771
34.1124,43.5086,45.0471,51.5204,67.7216
24.8403,43.5795,63.6878,65.6834,71.4242
36.1302,47.0577,56.937,54.2488,74.1897
23.3393,33.2584,54.2542,69.351,98.9644
30.6138,33.9003,43.9247,57.6018,68.9109
20.3062,36.302,62.4495,50.3055,79.6315
35.743,36.7181,44.0219,57.0047,72.3922
29.8952,30.4723,52.8731,66.5983,72.0462
20.7814,33.7035,45.2946,56.052,76.7859
29.9066,31.7731,41.8735,54.9685,84.9173
24.9522,53.4355,41.7752,69.5568,74.8619
30.3912,35.7335,42.7834,60.4278,66.5079
24.5577,58.6103,50.1715,61.5817,93.127
22.2346,36.5113,42.7878,55.706,66.357
45.1226,32.1317,50.3511,59.3684,77.712
36.4563,53.6206,40.4275,55.8738,77.0831
22.7227,32.8335,49.3851,54.7425,89.5941
23.6431,32.7441,41.5531,57.7627,94.8697
28.3221,47.2509,40.2488,59.858,79.953
22.922,37.4955,54.1818,68.4805,72.9659
30.0588,38.1534,60.7865,53.7018,73.6779
28.9128,48.6696,51.3965,51.5272,80.1756
38.5415,31.0931,40.7509,57.4862,73.8631
23.8878,36.8475,58.8432,59.9184,82.7104
39.6879,35.8185,48.609,54.9737,63.7686
21.8372,46.4278,57.3122,50.5941,84.853
23.3036,31.896,40.8976,78.7265,65.2043
25.5765,49.2456,53.452,86.8415,60.4544
23.5865,32.0876,42.4446,55.3478,64.1452
25.0987,49.2225,60.1176,67.0446,67.3449
21.8627,32.907,65.6397,60.8405,75.7843
42.6395,34.4656,44.8281,56.2969,79.1485
22.1538,35.161,51.987,61.4013,61.7258
35.7991,43.005,44.5832,55.6076,77.6102
20.9805,71.2244,45.8226,59.2048,66.9544
34.7782,43.0129,48.2888,52.063,71.7879
28.6471,44.6111,64.7145,68.1315,77.9954
29.7424,33.8032,46.831,58.7594,66.5188
31.8474,38.2089,45.0575,50.9021,85.4921
23.8296,38.07,42.7213,59.9741,66.4615
37.8783,45.8741,60.7107,53.988,68.1399
22.7944,43.6758,59.0536,69.8597,67.8187
20.0387,60.1303,47.0602,51.4081,61.5278
32.1962,45.6421,41.2807,50.6245,83.4574
29.3745,44.7858,59.0968,66.9525,79.4848
20.339,48.4316,45.6813,71.1211,78.1176
26.8088,50.8353,56.0936,65.4733,82.5658
37.1172,36.6352,64.5832,66.5309,61.2903
23.1132,53.6105,44.7492,58.4209,65.5481
30.0294,39.7809,41.8212,61.2553,66.7998
22.3054,40.5459,56.8237,69.2011,61.5005
26.571,47.6819,62.0576,53.3789,76.0265
22.9148,41.7043,48.4218,56.3177,81.0938
34.3728,34.7236,44.6551,53.5443,72.2392
29.2675,42.474,58.4699,62.933,61.9808
28.9602,36.9828,56.4781,66.7029,88.6681
22.3958,31.7006,60.53,54.3209,68.6689
30.5136,31.3247,42.0492,52.0913,88.1588
22.3788,33.9329,42.714,53.9969,78.2257
24.1732,32.886,46.5156,58.2792,74.4441
27.9331,44.7115,46.0767,52.9801,86.7255
37.5763,34.2811,54.0111,73.0539,90.8813
22.9739,37.9362,47.4666,50.0911,75.0956
20.7471,45.1995,55.2763,65.461,79.7113
29.0545,40.6557,45.0975,71.92,115.057
20.7072,34.8745,43.0878,60.3446,61.0247
27.3313,32.1984,63.6279,57.2384,63.0372
29.0594,33.884,53.61,65.3519,67.2607
24.4401,40.9606,54.0854,73.9999,69.8422
28.3899,34.9873,47.6561,53.1018,65.2588
25.0694,39.1783,60.1089,63.6136,72.6579
25.4671,33.8574,49.0238,56.6565,74.3331
28.7184,47.1611,56.5304,74.4632,60.4676
20.1706,33.1015,40.7578,63.4592,70.7756
26.8211,51.1075,40.6352,75.3881,80.9514
22.6774,31.7422,47.8518,90.0458,87.3709
32.668,38.786,47.7876,72.6256,70.2738
26.562,31.2494,66.6496,63.1477,60.3321
23.5249,43.5238,40.0123,69.7639,71.2803
31.2152,36.9044,43.9627,53.3375,74.3249
30.7644,34.746,53.4073,63.1655,78.1808
28.6118,67.4187,53.2738,51.833,76.0054
22.9172,54.6714,58.2787,50.4754,60.6481
30.1983,81.0592,54.5236,61.7494,65.7345
29.1232,30.2178,58.0202,55.3492,65.4993
42.2808,31.7135,47.4805,65.3149,68.9618
27.6426,39.6223,57.5022,64.2401,69.657
20.5014,39.9879,41.7355,62.8548,73.4721
20.2526,46.1168,58.7238,66.2136,66.8186
34.9904,36.5386,53.8419,52.7698,77.7225
37.1465,32.4978,49.5566,66.0094,101.4159
26.1306,48.2156,53.0579,71.5906,76.4619
23.3504,40.5096,41.57,58.8349,93.154
21.6547,30.1362,64.3284,64.9591,87.4096
25.6602,31.3188,44.9634,58.4291,92.2509
22.7856,38.1092,54.8732,58.8785,67.3618
25.0543,37.8679,49.5924,77.6527,62.8989
20.055,48.186,50.2888,56.0085,77.1741
38.3611,43.2665,55.1681,60.074,64.7471
25.9233,36.3729,44.112,50.5191,81.275
26.7361,52.9488,57.5595,56.8826,72.8741
28.786,38.7366,40.472,56.0616,60.3843
25.0229,49.1736,43.3158,63.5937,71.0018
30.4936,32.8701,60.1868,53.1266,73.7538
28.2098,36.4422,75.295,77.3685,84.4809
24.1207,46.0572,47.1783,60.3117,67.6994
23.5227,37.7619,54.9879,58.1694,63.7729
28.3956,58.7675,44.1005,51.8657,61.1274
23.1609,47.2818,50.0304,70.9985,87.8932
20.1726,34.6539,45.8348,54.2821,81.6943
36.0108,35.1101,53.107,76.261,61.388
27.3895,40.6497,42.3039,50.1519,90.2676
21.1326,45.9038,50.1076,51.0636,73.1428
38.4107,31.397,52.3514,65.5264,74.9198
36.058,36.6434,50.6013,53.1276,61.9666
21.4384,33.5738,42.542,55.2658,93.3506
24.7201,31.5863,55.6083,83.1287,109.3066
21.024,40.9849,46.7434,52.1477,79.1196
31.9134,38.1745,52.9095,65.5017,72.411
21.8081,38.0415,49.546,72.7148,70.2627
22.1289,33.1732,43.9462,58.3811,63.6034
33.0649,41.1608,42.4963,73.3319,79.6027
20.0953,39.2788,40.9903,74.8261,74.058
27.7702,40.1066,44.7514,57.3394,64.3061
26.028,61.9166,49.1235,63.1942,67.5702
36.3098,39.1145,41.3174,61.5789,70.3848
34.0707,37.1635,41.6871,71.7463,69.8815
25.8356,36.1479,57.9412,79.4364,62.796
26.9381,35.6501,62.9157,54.6366,65.6136
28.5329,37.5441,50.6341,68.7828,65.2619
34.0946,35.7396,44.2852,72.9292,60.4298
22.696,35.1986,45.9057,64.0967,67.878
35.164,31.2108,49.1805,68.8081,112.9432
30.865,32.1226,58.5787,65.7532,80.358
34.5765,37.5436,59.5141,52.3819,71.1511
21.6693,51.4622,65.741,50.5993,68.9942
31.7126,33.7832,60.2192,59.5138,65.6592
28.292,30.6286,47.4975,63.4594,86.968
34.2839,32.1308,49.4951,63.9175,88.6111
22.294,35.8508,63.1503,64.5402,65.9877
22.2861,31.3386,41.6492,57.265,76.716
21.9651,44.123,49.0965,54.9305,71.9743
28.4877,38.0406,50.7387,53.4036,67.9683
20.5198,38.757,52.448,67.0644,71.3755
20.2139,39.1547,48.2298,69.9846,84.6159
38.9163,48.474,40.5971,65.2124,63.2074
36.0965,36.8377,58.4841,55.9383,78.3127
30.1682,43.6814,40.6531,86.1641,67.9555
22.4342,38.3531,53.3794,59.577,75.5836
23.5937,32.7685,45.3076,69.8092,92.9426
35.2914,40.1942,44.3272,67.46,66.191
26.7848,37.7687,52.0585,53.1692,81.8316
27.6057,32.6845,47.1982,58.8653,67.1752
22.7983,45.1272,47.6015,71.7928,62.7951
22.8634,38.4292,41.5077,55.9357,81.7038
39.9943,51.5445,51.3119,51.1286,60.5623
25.9426,33.1203,48.5583,53.2866,62.0784
26.4818,48.6936,48.5776,52.0176,60.7078
28.721,32.9883,52.452,66.2044,75.9601
32.9871,33.1157,46.4252,60.8942,66.3098
25.5645,44.3653,50.5552,77.7658,73.5216
32.6352,41.4376,49.0964,72.0748,70.4552
27.1084,48.9614,57.1007,57.419,69.8351
38.592,36.3902,55.8931,56.4204,90.812
32.9455,46.2781,40.3897,72.2436,71.3851
33.9539,41.6236,50.3857,54.714,71.3597
26.8612,35.3933,61.2013,63.4731,66.6903
31.0343,30.6752,60.1672,58.2413,66.9792
30.4014,46.8117,46.6769,59.8968,69.3757
28.5302,35.8227,50.9577,51.8957,67.9166
25.2221,43.649,46.1852,71.0471,74.5454
24.8603,32.1358,45.5173,58.2211,67.8999
20.1103,45.6816,47.1572,54.549,72.1016
24.3415,47.7358,49.7224,72.7189,93.6771
24.771,31.0593,40.7292,67.2288,95.7965
21.0259,44.6736,46.611,64.0918,61.7439
37.2776,31.5353,44.4188,71.5756,80.9143
28.2739,37.0103,47.4464,53.6161,97.0506
27.5569,31.4748,68.1145,73.9274,61.0112
23.8112,39.9081,50.862,51.9507,76.5742
24.3702,35.315,62.452,67.3411,73.6888
27.3857,52.3115,79.5827,69.31,70.8824
30.7351,40.5469,47.5221,58.3204,75.6242
31.8571,32.9995,49.1641,62.7964,65.794
29.6711,42.517,56.3411,72.5088,60.6276
23.8434,33.6969,45.782,63.682,71.1178
29.5598,30.9773,63.149,57.4738,69.9759
29.0894,38.7739,61.3654,59.5636,68.9728
25.8847,31.3049,51.8681,61.3427,60.5031
20.6057,34.5646,49.0121,74.35,64.3618
29.4016,50.7795,44.1737,58.2022,67.3419
30.0302,35.6672,45.3103,61.466,75.5673
22.686,45.695,45.6394,78.8074,62.3446
29.2958,31.7401,42.8217,56.3821,63.0416
35.2584,36.557,51.0177,59.1544,70.7472
27.1861,40.6346,49.8016,54.5507,68.7354
32.8266,44.5198,41.412,51.7419,65.592
23.1639,48.8251,48.5592,67.8064,94.6605
32.3473,43.8802,64.4771,62.8573,60.2384
39.4569,34.483,42.0754,50.3166,67.3542
30.4552,35.1147,46.3316,84.7486,92.6512
26.5169,37.2424,51.3042,70.9093,129.2108
37.3591,35.2478,59.7162,61.8473,81.351
29.1423,37.2682,42.7738,58.7425,74.4426
29.1165,49.6192,51.4108,60.5819,79.5948
27.1315,49.7383,59.9982,61.2458,83.4624
39.9076,42.8121,43.8309,51.0092,61.2647
22.0183,35.047,55.1137,70.3795,105.0341
23.9597,46.2466,53.8633,75.8867,83.1857
32.381,36.8577,69.6009,66.2876,72.7802
28.7239,54.7459,52.6465,50.3421,63.864
29.2242,31.2297,46.5287,59.6531,89.6283
21.3477,41.134,48.7648,63.936,66.1996
24.0553,51.1228,43.0648,86.911,72.9858
42.4167,30.7472,44.4683,53.3091,78.067
24.4083,41.2393,46.0544,50.88,69.2108
39.3228,57.3998,72.3482,77.5404,61.9118
25.3475,38.131,42.2367,52.825,86.3644
31.1073,34.0861,49.9105,52.6749,61.5779
23.5284,35.1856,52.065,52.5467,61.6518
23.593,30.2572,52.5023,71.8214,63.7695
39.7902,37.6606,41.8006,57.8033,80.956
23.1422,30.5591,40.1541,50.0138,87.5097
25.0554,37.2635,41.4866,65.9475,72.2836
22.6424,37.672,57.5884,58.1831,107.838
40.9542,41.9019,40.7139,57.8267,95.6496
32.3541,52.7129,57.6783,51.1746,96.8896
36.2188,40.6881,40.5117,52.6877,79.2006
33.9544,39.0,41.7363,51.0235,89.7533
28.5401,34.0907,58.928,72.6371,71.7942
24.6217,34.1829,55.6223,70.0745,85.4709
31.8582,55.1589,45.4738,56.3852,71.2489
25.462,37.8434,47.7182,56.5473,63.1104
36.5007,36.0044,58.2459,55.8024,60.7981
30.709,32.7299,47.8946,83.7252,87.9359
43.0511,33.4163,51.0938,65.2681,72.9683
22.2672,35.4876,67.6725,50.8187,72.9687
35.1656,33.9035,58.4108,86.0911,61.5357
21.8951,40.0225,49.9168,54.9858,72.0806
31.2212,39.5149,59.6009,67.7508,70.4168
25.3077,54.2253,56.7021,89.6631,65.8008
39.8877,42.3639,44.2594,58.2891,68.5273
21.9202,43.5557,55.4606,62.5754,83.1186
26.8386,45.335,40.8462,55.4123,68.4121
20.2711,42.9111,47.115,62.182,61.4903
29.3928,30.1914,42.6154,55.3936,73.5882
34.8995,33.2615,59.4955,84.9014,81.3108
21.9382,51.1273,64.7571,54.6525,76.9426
25.2024,36.7995,51.8719,55.9493,85.2225
27.7779,40.273,44.6108,55.1944,61.5742
31.2032,50.8796,59.6931,66.8241,63.3044
23.5982,32.2836,44.9638,81.2607,90.495
21.691,46.4862,48.9175,72.0944,66.6808
28.2927,33.2917,41.5309,50.0012,89.9893
25.9829,38.1499,53.3948,57.5335,78.3697
28.8532,36.9051,47.0339,60.2024,79.5472
32.8421,35.9579,49.6515,71.932,61.8845
20.4411,38.5791,40.5703,62.2874,85.1585
27.6862,34.9016,51.0905,70.347,79.9925
29.4216,47.5982,65.2111,56.1434,66.038
20.347,39.6937,52.281,59.9498,65.5041
22.3979,46.4745,59.0268,74.0623,86.5046
30.6201,36.2203,46.924,69.3021,64.6679
29.5035,33.9298,48.3563,56.5253,86.2484
22.0848,36.459,42.8415,64.0727,88.8752
22.2301,38.5418,43.0959,67.8449,62.9666
28.1439,55.9542,49.1626,59.9658,67.6589
28.975,36.8133,40.8807,61.2315,74.1968
21.2355,31.2686,57.7935,64.1194,72.7161
22.1141,38.7457,40.8691,69.3909,69.1094
26.0572,39.5781,41.3274,70.4395,65.9158
24.1221,48.8641,46.577,58.0915,72.9712
35.2325,31.0395,58.6011,87.9766,62.1145
30.1733,41.3077,66.4075,62.8605,66.4003
20.6026,39.7888,49.1802,73.0621,81.9219
33.0929,39.2863,58.4128,63.9374,87.0332
29.3415,42.5676,50.2571,52.506,74.2046
26.8414,63.3044,59.2447,61.5688,87.3242
21.5324,34.7435,62.1185,63.7293,98.9377
34.9208,44.4368,47.6138,52.9837,64.0424
25.9085,52.79,40.4279,73.2712,70.4017
22.5553,38.1131,47.5855,64.39,96.0743
25.0288,49.1799,48.8399,58.6459,73.3336
22.4311,33.068,45.1128,62.5861,89.2169
49.2985,46.5076,61.9057,61.2357,74.4098
29.0695,44.4823,62.2459,57.2534,73.6993
23.2577,30.4474,55.4022,54.915,82.3493
25.343,37.8102,48.0239,57.816,92.0222
20.8629,51.1081,54.2774,73.2187,89.9933
20.1277,41.0856,57.985,57.3606,61.0852
32.1896,33.7025,54.0604,83.619,83.638
37.09,32.598,42.1076,82.4322,80.8961
20.5602,34.3431,48.503,62.3511,75.8408
26.0178,32.194,46.151,66.6311,71.8992
27.8668,30.9944,69.2624,57.936,72.1124
25.8882,46.4315,46.9665,63.4561,83.3206
34.575,49.545,40.0859,72.2742,62.6623
30.0035,31.774,58.1092,61.3674,70.5114
24.9322,45.0631,70.0339,60.9346,66.0909
34.0952,48.7071,42.4078,55.3092,92.6765
25.4635,33.2342,46.1037,60.2491,62.942
45.2621,30.44,43.0405,55.4476,63.9131
27.3649,45.8619,41.2846,78.1236,70.9488
30.2389,35.6767,43.6464,63.2192,68.3692
25.8103,34.5932,48.3042,51.1264,66.1797
33.583,43.0783,49.7892,65.5757,61.2463
30.1271,30.285,41.2411,53.7245,76.9521
31.2073,59.3661,60.9846,58.6161,82.621
22.6088,37.2005,46.3504,56.8686,83.1154
31.5517,31.4859,44.8346,75.218,66.0979
20.2119,49.4112,43.5874,66.2906,79.1571
20.1925,42.9309,51.9192,76.9398,61.2487
28.1415,31.2663,56.3745,62.6825,60.6272
23.6727,37.672,56.619,76.8061,83.7307
32.7731,31.4365,40.0346,54.0167,85.7807
23.3871,30.736,71.3661,69.727,88.6688
21.4122,52.0208,57.1801,67.9791,70.8705
26.7003,30.8267,52.5458,60.043,78.764
29.6405,43.8307,45.0855,83.0726,76.1929
23.7018,35.0808,55.3457,71.4736,64.5619
21.3235,37.0382,50.4725,51.8891,83.7904
38.4391,32.6354,47.0979,50.4431,81.2442
20.0393,50.1011,45.9919,66.3328,92.9488
37.0557,39.631,55.2787,62.855,68.0734
28.9262,31.6787,53.9356,60.9077,63.1095
24.3099,42.4955,62.2169,79.1914,74.4255
23.214,37.2066,58.5059,65.3481,64.0506
40.1973,41.4258,45.1151,56.4048,62.0981
23.8686,33.2586,40.2816,54.2327,81.9593
23.6456,36.2874,70.435,57.4889,69.8095
20.4879,30.7923,64.2161,59.0215,69.7954
33.3411,31.734,44.4567,53.8071,97.7915
31.1041,33.3618,72.6997,61.8024,61.245
30.3741,36.9032,45.4367,68.1531,60.131
23.8871,31.9663,71.4851,62.1827,68.5723
26.7246,43.3922,44.007,54.4042,63.7335
28.1028,37.2786,71.4009,75.5381,75.5103
26.4605,35.0859,41.421,63.3499,64.5372
24.3865,39.8169,47.9641,59.243,98.7997
33.7688,37.085,55.6724,56.901,72.1387
24.2063,46.7341,49.9205,53.0156,66.4328
24.6758,37.5908,54.1607,75.9511,80.228
31.1026,34.6272,48.1567,71.4674,64.626
21.9123,33.6411,51.8898,80.4662,77.9022
36.4359,39.0645,46.5943,53.6455,84.5491
29.3837,31.354,41.3161,60.0653,81.3702
34.5987,32.222,66.1016,68.4567,84.6451
33.6681,43.8749,40.4047,54.8079,82.321
26.5182,42.3598,52.7187,73.3564,77.6094
28.7378,37.1854,81.7002,58.043,76.3871
23.4594,32.2981,49.8418,65.3757,87.9364
26.9365,37.4267,49.899,77.3598,65.4078
30.6871,41.4718,74.3091,91.358,75.1191
23.8988,36.5422,44.4544,55.979,87.9654
33.65,42.5807,49.5343,53.0283,74.5063
28.9021,45.0357,47.7022,52.4615,66.1834
21.7976,51.1522,45.5469,57.73,66.3067
28.2804,39.3077,42.3683,51.6286,94.2624
24.2321,49.402,41.1221,54.8534,78.44
21.156,31.8938,46.4517,62.0769,73.4366
44.3714,39.5756,41.1756,55.4737,63.6037
40.5002,40.3681,47.6358,58.8225,79.7126
35.3434,36.2379,72.5245,71.0873,60.2671
42.8402,45.926,40.6883,72.2974,61.6127
