alpha,beta,gamma,delta,epsilon
98.7395,43.3806,57.0285,71.0781,74.4461
33.3913,29.0547,55.331,86.2823,71.0987
74.7543,94.2503,74.8139,82.7803,107.3359
36.2766,22.9908,44.7993,38.6452,53.978
90.1351,100.6742,100.6486,71.1896,105.2981
10.1149,61.9906,62.9368,72.4683,61.9631
67.7179,21.0962,94.2072,99.7366,73.0251
52.4367,89.1402,38.7958,50.3362,93.4247
8.4465,43.9489,27.5249,64.9959,100.4308
61.4181,15.6331,103.6064,100.1136,85.4627
20.078,100.6529,22.1423,87.5888,107.4204
32.7713,37.6664,84.4211,61.6252,60.6702
12.753,91.1825,101.7035,73.0121,106.8347
88.5793,83.6616,47.711,50.5266,62.3343
72.3325,10.8829,40.8553,97.9784,107.3722
60.8,71.7508,53.7938,40.1639,86.4001
28.0306,64.4094,64.8729,74.9584,42.387
53.9861,47.7361,85.3971,56.2889,71.0669
60.8211,65.6183,94.1646,34.9226,45.9029
61.5534,53.2518,43.7428,33.0659,66.4057
74.918,98.4861,34.7913,50.2489,100.7263
90.0515,97.9603,66.5445,70.957,107.4674
87.0052,51.0662,28.8915,55.1719,56.4341
72.9606,18.0803,56.6995,65.9451,64.6744
73.209,33.39,79.9414,78.9576,92.1733
31.4867,12.254,58.722,36.3414,58.6638
77.3017,52.7543,101.0426,57.5122,104.6447
63.0447,61.7938,77.5786,87.4043,107.277
82.0644,65.3856,55.5989,76.7018,62.9853
65.6902,48.1958,51.5568,69.5836,49.3595
6.2914,74.7684,58.3767,104.5339,90.775
53.9201,43.7678,39.8396,44.8438,94.0817
92.5497,80.1953,93.6096,48.181,48.2533
47.9727,75.6048,102.1156,50.7374,66.9787
16.222,20.1718,27.4493,99.053,92.4701
58.4842,87.1577,39.6096,75.2833,55.3954
49.5628,88.424,91.0665,42.5094,102.0515
55.5646,85.3803,39.9242,71.4931,78.7057
15.3098,60.0291,86.1449,82.5537,87.4373
57.9581,14.5136,61.4172,94.0953,89.1088
73.3379,90.0238,30.9432,46.4067,79.3187
61.7704,26.3201,36.0895,30.7015,77.1818
12.1782,64.4803,81.8888,72.8639,88.7318
50.6556,41.6661,78.0092,57.9924,42.0954
27.7147,82.8231,52.8989,68.8947,75.3692
78.7366,88.8172,51.7845,46.8616,47.0031
37.3496,55.517,27.6685,35.2265,90.4029
21.7903,73.7567,40.9783,52.452,60.0119
65.3698,100.8454,46.4142,55.5659,63.5464
62.4459,31.01,45.7568,35.8045,106.7361
1.7882,66.3068,92.543,102.1469,107.3292
82.8487,38.5868,67.3593,45.9045,97.77
80.8028,53.2516,99.5289,48.0275,65.5404
83.7151,84.2987,32.8037,89.8981,42.2162
59.1066,21.3133,64.708,56.6677,77.515
78.2939,53.2582,90.4385,69.3033,47.5404
94.0186,30.7477,99.1827,61.6831,57.0957
56.5062,24.877,94.8987,37.9995,89.3449
62.9757,42.3784,40.1137,102.8807,66.6909
34.453,76.8834,65.878,32.118,61.6595
45.2869,58.9058,37.4492,42.0569,46.046
29.9318,44.4415,47.2055,44.5075,73.6939
65.981,38.1424,56.1787,62.2956,100.4081
6.4957,53.9575,69.0848,63.3809,57.479
81.855,66.0262,77.5715,75.0529,43.2646
36.0501,91.8208,55.0552,78.3663,79.8386
62.5971,92.3768,28.1891,86.1495,97.0699
58.1512,52.7586,68.7463,62.1916,56.2619
47.8524,42.0006,49.3082,100.4003,46.9337
72.1518,18.6332,55.4802,76.6331,95.5698
61.7362,22.63,55.9919,91.1089,77.8019
0.0675,39.7638,47.4116,44.0609,55.0645
81.1649,30.425,84.7509,77.9428,80.45
91.3837,37.5417,79.6847,66.0585,63.6341
62.3469,29.5985,95.2188,91.1588,88.3834
70.6214,10.7713,71.8704,30.1289,75.3692
53.9363,95.2895,91.2286,81.7151,62.8016
63.6524,67.625,94.4955,100.7643,84.6574
37.7561,94.2207,74.7142,96.5555,63.1417
65.396,14.3539,99.6963,61.1502,40.0391
16.4534,43.2876,34.0036,43.3812,45.2734
87.3021,82.5018,94.7174,41.7126,65.2896
64.4319,79.7555,73.9681,63.808,67.7691
86.7298,20.9516,62.4519,78.9448,104.4279
23.9788,83.3798,81.9919,52.6698,103.3569
83.3083,58.9521,75.4203,41.9462,54.3898
85.7483,75.5483,92.8655,92.2933,89.4981
18.8982,60.9573,88.9702,38.6316,94.5275
66.0632,90.296,29.4427,48.2227,92.1077
36.901,19.596,53.5612,38.9803,103.235
14.9778,58.8757,34.9579,91.0748,52.513
5.2688,39.7623,60.0935,71.1359,98.052
45.9458,93.213,88.2326,84.6257,41.5373
95.7472,91.1244,95.8646,67.2581,103.8753
72.2225,15.3447,75.2933,34.2119,65.4791
74.724,29.0491,53.1532,34.3558,63.8062
61.8032,19.0766,30.754,94.6949,94.2924
17.3134,67.9137,99.1272,44.7174,91.3055
56.6223,63.1256,20.6136,52.6816,87.7516
64.6561,48.1214,39.6603,50.9019,87.0718
77.3575,90.9089,36.9063,41.4321,92.9135
73.7465,69.7325,47.7169,51.5985,104.5598
69.5004,27.4222,38.622,99.573,88.1873
16.4662,19.2276,93.9056,90.9814,106.52
79.0144,85.7936,87.694,86.8794,68.1465
91.1769,30.7373,98.779,30.8771,50.0192
97.6474,81.2338,87.9411,58.1324,106.1195
1.1876,21.4628,58.6475,98.507,88.6389
50.8633,47.2254,84.9989,32.6711,85.3799
20.1681,81.0853,97.5483,69.1925,40.0213
79.1923,71.647,63.9826,96.8104,92.3018
8.1846,77.5843,60.3835,70.5464,88.6811
15.625,60.5497,57.4786,101.7346,42.4905
93.7957,65.1902,53.4828,63.1372,81.1187
91.9233,53.2833,84.9767,40.8705,60.6962
97.182,52.6676,86.6004,63.9208,89.489
86.9819,70.3056,102.8149,77.9504,79.8157
74.58,53.6202,64.0141,39.9279,107.2987
36.2278,96.2557,82.1928,86.1466,82.6851
57.6135,36.7507,77.3613,105.4346,90.6713
41.9308,24.9015,103.2976,56.7009,80.556
99.3158,77.1118,88.8287,97.7187,101.8768
52.8769,45.6377,57.4783,49.1696,59.2717
50.5799,84.9163,42.2686,80.7675,101.4384
36.741,83.508,80.1752,102.0988,91.0018
1.2701,22.8519,22.9447,63.7891,41.2995
7.5618,20.8151,75.2181,37.7585,53.1887
77.1486,86.5435,44.3919,52.4261,88.7809
14.4104,96.6019,39.7213,97.3796,70.2125
95.1355,53.9188,42.8551,97.9395,48.9859
88.4412,46.7894,59.0578,43.8055,67.6272
51.9859,94.4585,36.3416,88.2356,71.025
66.8933,56.5992,94.0457,62.0376,75.6162
79.0851,61.6143,45.804,60.538,51.4656
66.3989,16.2385,75.758,83.1604,50.0442
27.8937,74.4886,64.012,71.1963,75.209
26.5202,68.0834,75.5295,48.5363,98.2549
1.3131,26.55,64.272,47.3445,98.3613
73.3904,12.8383,99.4854,79.0959,102.1619
9.3405,93.5479,81.8725,32.6933,60.6054
13.3875,85.8305,86.4818,33.0335,79.6888
38.7124,73.0208,49.3152,92.3258,77.3357
65.9804,58.09,54.3827,82.5531,79.7452
77.8993,97.9269,68.2252,33.536,105.9962
74.9136,17.3691,81.0481,78.3803,43.8137
4.158,22.3786,101.2099,50.7728,59.3691
2.1521,87.0373,103.2182,54.5952,60.6816
96.9957,68.4043,92.7722,41.3736,100.12
75.6659,13.5945,49.7067,55.1693,74.9938
27.3547,20.5431,54.1848,33.9616,88.5973
97.7555,56.3684,49.5095,104.1,69.0463
43.4424,78.3332,26.0198,42.71,87.7676
61.7932,52.4413,54.748,31.0312,47.0347
89.1508,84.7202,62.0309,78.5863,89.3909
31.8646,21.3583,52.0237,52.3735,100.1631
76.8049,49.9615,41.36,76.7672,56.0332
33.1458,18.6269,90.609,73.9924,68.1423
26.7829,92.2028,67.3992,73.3994,91.2472
76.199,89.523,59.2136,82.9801,42.0039
52.251,45.2825,26.1224,101.8181,103.2717
48.2282,13.8373,41.2999,84.5625,104.5622
13.787,96.0497,101.2211,98.7053,49.592
26.3474,37.9777,36.7678,78.5839,85.2874
84.5855,54.8331,58.5841,42.6536,73.3052
92.6548,24.2305,76.675,37.9332,85.1817
94.1769,69.9831,72.0327,83.8959,73.9036
49.2912,64.5243,32.9638,60.2961,98.5024
95.2816,44.8595,82.4164,67.437,106.9059
89.1228,37.6787,63.6693,64.0117,48.5983
26.0005,85.3382,37.3293,39.9764,42.9143
42.119,28.442,68.2894,82.562,67.049
57.7085,88.0082,50.2139,65.6302,83.5041
77.396,44.1847,76.0555,86.4268,51.7687
5.1019,58.5281,64.8273,103.7868,107.038
83.1364,14.06,35.0586,33.4776,64.5685
28.9637,14.5681,76.3968,69.8849,59.4891
72.376,52.8241,83.8887,65.9733,97.3682
0.9206,18.1695,47.4717,62.0863,72.7044
97.7505,78.875,33.5632,87.8638,92.4874
86.8209,63.2231,24.3873,36.6043,64.4638
78.5306,101.3906,26.3676,83.3712,61.4406
17.958,75.0462,47.4053,36.2968,103.428
15.2832,33.384,100.7307,31.0156,70.9531
86.3205,87.5676,98.4424,32.7378,91.4392
62.2391,32.1063,55.0164,84.1706,82.9783
19.4753,39.637,64.7405,42.2813,92.3032
36.6572,83.9603,84.9019,55.6693,95.8299
74.7521,100.3311,58.7243,36.8965,59.3113
70.6734,96.8724,102.3028,44.4814,59.5913
22.5861,52.8576,22.1326,41.2072,92.0742
87.7143,63.1735,73.3921,59.2192,68.0168
57.9538,60.0334,94.4087,80.0767,62.7419
49.3859,63.7706,87.334,59.3021,60.2624
12.8645,82.7676,101.5394,51.351,40.1868
28.1488,21.9393,61.3837,53.9533,40.8709
89.9831,80.2971,66.8916,52.7026,73.9016
36.0747,12.7797,79.7398,59.3732,55.394
42.5653,54.282,99.4499,88.0882,49.6587
18.3937,58.0121,50.6845,38.4727,41.6758
93.0388,22.7218,46.5943,51.6384,100.0262
25.5,12.0109,80.5857,45.7089,98.0648
96.6277,34.6106,58.9155,52.3734,51.1123
98.3622,92.3786,58.2756,84.9913,51.5524
58.6873,64.9064,31.4656,43.1585,65.4633
38.6894,32.7045,43.5556,81.228,59.4494
60.7915,93.1793,24.7547,90.4572,83.1449
66.4745,14.3579,102.4693,45.8344,55.5921
2.578,53.9612,68.0368,63.0169,101.7971
88.2527,79.6963,58.683,92.4195,75.9882
96.6696,15.044,64.6295,60.6772,92.1631
23.6041,97.4079,64.9837,70.3549,106.7829
80.8989,60.7788,64.1067,61.651,43.185
24.4926,50.0035,63.32,54.9372,66.6783
18.7359,33.9012,25.8818,57.9483,71.6935
57.0479,55.3717,83.5328,38.9166,94.0889
39.8022,70.6739,80.12,77.2558,85.5543
31.6853,97.353,34.8257,64.3251,67.9653
73.5417,71.5633,56.689,74.2184,46.7459
21.5755,53.2842,84.5734,83.0282,97.289
91.2,70.3858,64.617,81.6039,51.0451
63.7994,26.5592,88.7716,73.128,44.1889
32.0465,95.6095,60.2891,94.2162,58.6299
55.4126,22.3539,75.1246,44.425,81.8792
10.2389,39.7936,84.2621,81.5669,103.1269
27.4309,39.9928,93.7953,70.1837,100.8538
60.05,38.6174,63.2143,54.8683,98.7125
17.4598,14.4242,39.2023,81.5287,73.0433
30.2734,62.2611,25.3915,62.1654,96.4155
49.6635,33.1917,36.2262,34.0514,91.5418
46.6898,14.4959,94.1782,92.8683,53.3432
47.8453,39.5184,44.8492,73.3878,103.2756
35.2995,63.3894,28.0897,31.7775,95.245
89.5157,72.2353,102.323,41.5902,107.5076
6.9283,64.4614,22.5424,101.4153,87.986
63.0168,72.5959,41.6997,98.2121,42.9385
74.4465,92.7712,87.9946,64.5031,42.6787
73.7307,101.0566,32.1927,50.5103,46.8038
81.9514,53.6019,51.0919,91.4754,71.6903
59.0857,21.3632,33.9003,105.5685,40.0376
30.261,20.908,103.1881,89.8552,106.3508
76.7616,22.967,77.8771,49.2945,67.4925
6.8825,37.7493,92.3069,47.5499,63.0917
61.8753,97.4032,54.9101,95.2282,54.9885
48.4935,54.1131,54.0715,70.2166,105.4027
81.3054,79.9784,82.0373,51.0317,48.7843
84.8426,93.657,78.656,48.7698,102.5846
51.1759,75.8023,33.5562,88.6592,68.4076
85.4707,14.5214,59.2425,77.0352,79.1245
62.8497,49.6711,23.9301,41.3835,55.4117
70.3502,56.6233,84.4512,101.6573,96.4452
17.4927,84.5472,81.4473,49.5918,61.2519
24.6885,43.4534,70.6124,81.3706,42.1573
29.689,76.8286,30.2806,64.7231,64.4129
95.938,39.3943,52.2701,92.356,70.036
6.7954,87.1922,88.4994,74.1973,93.217
37.4398,16.1949,100.3997,80.6599,47.9127
98.4529,58.7253,25.3602,67.9561,50.3409
90.4751,79.3007,57.091,42.1344,71.2888
41.3693,88.4474,39.6617,101.7903,80.5612
2.3002,57.5329,77.2186,58.1668,61.4599
10.9497,40.3606,71.3761,74.1604,70.0299
96.8415,68.0383,55.8921,41.4148,105.4248
70.1619,64.6948,61.431,87.8996,65.8404
99.3974,88.8229,101.1797,64.5958,97.072
95.3839,19.1937,33.3593,77.6537,40.9936
22.498,91.943,82.8474,90.3424,74.1383
80.553,67.3721,101.8101,63.6423,44.2168
63.1359,37.4225,22.5919,70.277,58.3714
91.1708,91.4732,23.1666,47.9308,54.2292
21.9395,13.1684,27.0877,100.8516,40.6928
87.6492,69.634,90.3045,55.2957,98.3839
18.0333,40.3126,82.5287,88.9395,90.4253
84.6156,23.4539,79.7151,100.9019,101.2985
62.7465,79.38,42.666,60.7695,106.0182
5.072,18.8779,41.3128,88.0907,100.9822
34.4625,68.6899,36.3454,79.609,85.2342
57.3773,28.0525,26.718,67.3518,70.6479
63.3994,88.9277,44.36,67.1348,63.8733
53.9884,76.4392,43.7401,62.9461,65.0409
34.4803,66.7609,97.6707,34.9682,51.9613
36.2243,26.3892,69.4062,77.3654,90.5526
13.1239,33.4601,88.9646,104.6258,45.0127
35.8128,44.2646,42.0299,75.1844,77.4235
19.2266,31.5237,98.9588,74.2025,41.9504
10.9901,26.46,52.9343,59.8993,93.9897
22.3058,77.7699,41.8487,101.2929,97.3661
38.1928,85.5398,89.6881,43.0105,104.7939
3.0609,64.8587,86.7194,37.765,107.4261
92.2571,81.0366,81.3412,40.6789,100.963
81.8945,51.7258,68.9957,36.1609,92.7559
58.1375,68.8658,30.8241,35.648,60.0069
20.3535,80.5662,95.6749,35.1744,41.4204
10.9222,84.7816,65.1027,68.3944,61.3076
62.7907,93.8265,95.0852,66.4424,101.4631
49.8324,41.6947,102.6574,91.9145,46.2365
82.7471,80.3627,48.1872,61.7295,77.2346
72.1696,64.7372,44.6171,83.1554,40.0747
41.4967,23.733,34.4198,42.9702,95.0719
61.4488,95.9725,88.4968,43.9052,50.5195
60.6104,32.9708,51.4526,72.5877,49.663
75.6757,87.0168,34.2276,30.0794,41.2241
91.0241,81.762,102.6521,68.2885,89.1841
68.6954,59.434,96.77,57.6052,68.1652
26.4543,56.4116,60.1961,101.5671,82.5931
68.6718,34.7618,92.4674,97.9868,70.4247
24.1281,34.9648,99.4784,67.3644,102.4261
43.8486,74.663,43.2387,39.6267,86.1987
37.8509,101.8184,78.8189,91.5516,43.427
16.9126,58.5178,69.3569,45.1116,51.3717
5.8695,82.1759,74.0575,32.8287,89.7925
60.7279,89.7297,33.8142,82.6707,41.9769
30.7147,38.6966,41.0955,100.2406,47.207
95.174,96.6866,81.4226,101.7122,40.2552
63.9547,77.123,82.7964,89.0099,62.3137
53.96,49.1716,36.0186,71.9112,97.5775
40.6588,88.2333,32.903,99.1068,45.5146
77.1493,31.7324,67.3719,32.0543,83.8015
1.4879,46.2499,79.8565,103.2143,68.4359
74.4836,41.7486,51.4901,74.4997,59.2144
86.3937,11.1464,34.4359,47.4924,65.3738
77.3579,29.5697,30.3116,59.552,93.1234
47.5954,60.8323,55.8225,81.8037,98.1902
83.7688,47.0303,39.1593,103.6412,51.5193
95.0741,83.604,53.6442,94.5842,53.135
58.4185,72.7221,52.5386,63.93,50.9202
85.7825,14.9711,75.3556,44.6468,57.4507
10.9861,24.5928,26.7742,85.0762,74.9575
0.436,43.4527,33.8103,86.2832,74.6708
75.2823,20.1853,77.3422,78.0278,47.9793
35.9836,72.7032,91.6693,34.0597,87.621
41.3594,99.7233,53.2531,103.1349,59.3028
69.217,47.7257,91.4181,45.4338,63.234
48.8262,91.4224,84.9701,49.1171,82.9011
59.8615,34.5385,84.9216,58.4304,72.572
23.5489,81.595,33.0224,32.8433,97.0917
34.5464,94.9608,67.4163,64.6372,89.0145
89.0807,20.6661,53.9432,104.5769,55.0524
70.4773,69.4158,57.3563,47.7223,80.2493
87.6352,96.9172,38.7391,71.7519,67.4277
42.2992,17.9676,27.388,79.6815,55.327
83.4271,81.9683,94.0434,37.1526,73.2706
58.7492,49.825,49.8918,104.2842,93.8845
24.1763,85.9272,55.059,77.0039,49.1593
39.993,90.7648,44.3282,37.5854,55.7103
19.4368,87.4643,75.4909,51.1301,105.2409
86.7976,53.7851,61.65,42.4655,75.5885
41.6041,82.9237,26.0569,77.7783,84.4313
3.0461,94.4518,73.3381,101.4979,43.9434
6.2723,83.1174,92.1396,86.1049,103.5883
5.5062,55.0184,77.0338,74.272,59.9175
94.8384,90.9241,42.1803,30.4551,106.547
75.8626,96.9434,57.8957,72.9781,71.5022
11.4146,68.6352,55.0509,36.4806,50.9832
63.373,98.9384,20.5291,81.0647,71.1855
44.1669,24.5563,94.3734,95.6488,40.5923
58.8365,90.1757,21.7471,53.9075,50.5983
76.9756,88.5902,46.9328,86.0858,71.8684
30.1484,85.2082,42.8842,41.3112,44.3863
29.4232,87.4091,22.4676,87.5627,95.6938
88.3911,51.4004,98.7246,39.2913,74.6348
62.8275,31.9529,103.2986,30.9201,92.0294
24.978,92.7927,78.3433,43.767,40.8309
21.6981,24.0798,36.6016,70.4636,94.6114
27.0715,85.2075,81.6572,97.4423,52.4679
23.0194,66.7193,23.1098,93.1466,65.4825
26.2874,33.7453,28.3425,51.6357,76.5335
84.7077,99.3756,38.8889,97.038,103.644
61.8375,99.4219,77.8343,77.0355,93.2238
81.901,27.2555,98.2781,31.9596,40.4128
73.2347,38.9114,39.978,35.4862,88.4271
93.362,92.8747,99.4762,86.9246,82.1686
14.458,54.567,84.5557,88.8255,65.9403
80.7449,66.4241,23.2167,50.0355,63.8083
47.1177,69.1904,64.8966,66.7055,89.0201
49.6029,69.1699,42.8957,87.28,87.735
24.1975,29.8725,78.0747,99.5799,56.8132
52.0393,48.4069,50.4069,69.2334,103.4399
3.2944,26.1262,85.5598,73.4617,70.4574
51.8808,13.1284,65.7804,66.1632,89.5778
14.3472,71.2104,98.4717,64.8037,52.3496
61.002,76.1119,41.085,43.8755,81.365
73.8071,32.4139,67.362,100.5286,64.77
85.1794,65.8725,93.5712,65.6916,78.6675
0.2729,92.2882,100.3375,105.0028,45.0881
7.3772,41.6536,55.6051,73.0652,92.4943
27.0904,58.7167,38.0097,48.322,53.1991
88.4531,36.7174,57.5237,102.4948,72.861
85.1164,89.8937,43.5983,51.6063,84.7148
74.6312,54.2897,32.1449,79.5832,51.1599
72.9455,65.4782,30.8002,30.6303,42.9596
73.7818,71.4165,81.4651,65.2334,76.3247
77.6708,76.1491,101.6324,91.2962,50.7284
16.3972,84.7396,72.0072,97.4261,54.4672
22.3693,96.084,30.5332,73.751,63.4985
10.3979,39.8889,68.691,87.5715,49.1501
93.4349,52.7803,42.7735,103.6721,94.888
60.3586,37.6337,90.056,53.9025,101.4343
89.8237,96.8401,76.4959,105.2018,81.4621
29.995,37.5106,38.7404,49.9835,75.1542
52.774,53.1611,48.2712,78.0448,56.016
79.6242,18.9337,57.7869,87.9779,104.9467
74.203,44.8075,57.7623,98.802,99.6906
81.916,15.7476,95.5491,52.4842,82.7989
87.0243,75.3125,94.6918,48.5449,97.7943
46.5719,67.5034,61.5149,56.4608,45.2154
41.232,35.4869,103.9851,44.1773,107.3691
14.6336,64.0661,27.3903,39.6285,87.2162
90.3838,78.3174,50.6688,77.3928,54.2799
48.5163,26.5642,48.9024,72.7938,63.1801
6.8642,50.2218,57.5502,50.221,88.5037
52.2302,56.7295,46.3838,82.4157,53.9635
5.8695,67.256,20.9376,39.3117,62.2208
79.4416,10.3774,26.9371,52.8689,87.7581
57.681,50.8297,58.7109,49.832,87.1298
32.9875,40.378,98.1172,82.0802,56.794
6.1381,18.7656,28.7368,35.9776,83.9896
29.2014,61.2257,95.5702,43.3696,96.5757
95.8097,101.7117,55.1078,81.4198,67.1286
77.8842,43.4586,52.7637,32.7422,96.6227
35.4816,60.4503,57.4646,78.9268,75.3965
26.4494,61.3446,36.4548,93.594,98.5718
77.8557,56.8566,59.8372,61.7817,57.1417
71.5726,45.4771,54.9584,72.3778,69.4621
90.6716,45.7415,70.98,70.7444,77.1397
64.2738,25.2843,95.6832,91.4058,105.0289
55.8017,42.3839,72.1826,88.8222,107.7262
99.4346,20.8636,99.2221,88.5837,49.215
4.4577,21.0066,20.8391,37.8986,70.0124
98.4903,100.5597,57.3854,45.7498,53.2664
23.7852,76.8597,55.7341,53.7168,56.28
17.9301,67.3863,95.5935,31.6286,94.6526
10.0882,86.2944,49.6009,94.2785,98.1326
0.8029,71.3071,85.8753,99.736,57.1386
67.0509,76.4586,34.5898,47.057,83.2107
96.6144,76.7294,70.3458,89.5196,84.6521
51.5254,29.2384,92.4804,37.1127,47.3002
74.4952,44.648,59.593,38.8497,46.1527
87.6292,17.3393,66.5854,95.8495,79.1695
80.8581,82.0145,74.8618,72.7812,67.8464
23.6243,72.2147,87.4266,96.7061,94.4153
4.7104,30.1,103.1643,97.6982,90.4094
14.1532,74.7236,80.6525,70.1871,40.6955
95.3569,84.3507,42.8951,96.5602,75.8198
67.6482,56.1896,25.6136,51.1486,54.8983
21.2153,95.0811,43.6767,105.5736,73.2113
72.4327,61.7722,35.6669,81.0412,83.7045
85.698,43.1188,73.9552,75.2396,42.8841
98.3097,79.4602,102.7953,73.3694,98.3875
78.6274,67.482,63.6936,31.5489,97.2262
3.6324,71.3831,91.4032,47.7247,101.7334
50.5543,89.7115,45.309,83.0422,103.201
69.4308,75.4416,88.8641,84.7158,40.0082
97.8258,31.5208,54.812,51.448,87.7816
84.2384,79.7479,81.2742,45.5972,76.3352
65.7681,10.8171,64.6983,85.2769,77.8063
88.2357,11.9409,62.9017,85.3364,102.9634
90.2854,99.3742,62.399,55.2271,54.8477
69.4356,81.3014,52.2617,94.0929,83.9418
97.9108,31.8995,38.7124,101.4013,63.9092
