alpha,beta,gamma,delta,epsilon
120.4733,80.8372,92.5104,89.9626,185.129
82.8325,120.3196,89.2733,138.5666,224.1413
89.9521,170.2441,93.6738,144.889,145.7754
117.8681,119.75,137.356,59.4956,148.7211
82.7818,115.4841,127.702,119.4249,137.9859
83.884,99.1364,109.7516,133.7574,218.3261
79.0062,82.0453,111.7213,95.7754,240.5826
159.0125,126.1411,169.8955,156.0697,95.6679
101.7635,54.0034,127.0455,125.6697,79.258
116.5039,128.6488,139.9558,95.4904,153.8166
115.4128,61.8188,93.1886,108.6761,173.7167
57.3085,95.7142,225.9247,123.9215,174.468
157.1184,127.0949,110.3111,71.4353,160.0071
119.3773,72.608,142.6902,183.086,93.1051
88.0547,58.8888,96.1642,113.3341,111.2576
29.932,106.3227,173.2495,135.9378,104.3888
84.2456,191.0678,94.6182,156.1588,156.0922
9.5488,69.1762,148.0745,196.5757,109.7721
112.7362,114.1538,149.2513,144.7938,176.7747
104.0667,83.0396,114.1863,112.6863,135.1967
115.3565,140.0908,155.3453,96.3439,112.3478
118.4822,180.4695,168.4841,121.8956,145.7949
36.5934,133.1606,162.0617,144.6046,154.497
123.8614,90.0912,106.209,162.7826,130.7668
118.9481,116.5974,115.3716,145.866,170.7789
132.4583,65.7137,163.6181,93.7043,138.1344
102.5423,99.3617,154.0185,116.3171,76.3511
117.2511,129.0479,170.7525,141.6805,184.7605
127.9887,86.8651,90.4326,76.4849,130.489
111.887,172.8906,151.1693,170.7256,177.9633
124.0397,92.3765,169.213,57.6565,164.4756
177.2682,91.8538,96.5712,116.7253,171.311
81.0306,94.0997,104.9044,142.484,135.8357
113.05,110.3995,87.5756,107.9048,171.752
129.4081,79.8517,144.999,142.4341,128.5442
50.7257,126.513,137.3335,104.5393,113.4394
85.9497,108.93,136.2896,117.0846,129.943
101.79,92.9009,136.5893,156.5083,149.1732
97.3802,144.731,182.9235,157.9234,131.2629
98.3711,93.0044,113.2185,134.0405,113.1705
43.932,129.465,134.2185,172.1014,213.3084
52.2863,75.7061,194.9535,69.3527,185.4527
120.7463,120.1256,163.445,135.4031,44.7586
134.2533,89.9325,123.5225,92.8294,155.5055
166.1983,98.7059,155.3741,145.5382,212.3417
111.6537,74.9872,113.4804,129.6592,121.5798
116.2865,123.409,91.0693,153.5184,71.8781
172.2089,82.1332,111.9943,169.0127,105.8872
101.5255,129.0351,147.3815,111.3352,65.1519
74.9569,121.4986,123.5403,141.1077,170.8981
149.0465,90.224,136.2129,100.3323,103.4543
132.6533,106.0155,78.9606,179.4706,143.5126
132.36,95.5254,124.1336,149.313,175.8653
63.7691,110.5609,130.4589,148.7324,96.1581
119.5321,97.2362,169.0653,173.2567,101.8612
28.1139,64.7892,224.5501,126.352,82.3082
125.5268,118.5,169.0922,152.0068,184.7456
85.5893,129.6664,105.7785,155.1435,79.8019
76.8063,94.3169,95.944,161.862,96.0242
106.0353,63.3216,36.9966,123.5702,148.3955
66.2881,140.2402,113.3127,142.491,130.2191
111.3271,127.0018,50.4675,100.5793,122.8986
89.4579,111.641,129.7148,114.1217,95.1345
50.6622,140.96,72.5252,140.2297,98.0923
111.0983,99.274,112.1487,125.5646,57.8028
44.028,66.3106,81.8626,160.0963,76.6804
29.0135,93.2096,108.9087,113.4812,126.3037
140.6732,100.8832,120.53,50.6937,196.6965
123.8307,93.6451,139.8955,187.5022,94.1292
138.8529,117.8603,120.1736,108.4646,211.8175
78.04,92.7408,61.057,115.4614,150.6606
114.142,105.3678,82.1676,158.3686,209.5265
97.8157,163.7286,149.6527,112.4236,114.7589
118.87,114.1423,114.0514,110.2144,146.6768
99.9499,74.5552,154.0894,121.7668,124.5845
102.3568,74.0266,117.3973,161.5016,136.3188
103.0683,77.8057,149.3192,103.9183,87.0657
63.8274,128.1216,178.4817,91.3611,161.6894
102.1334,111.3853,42.5431,120.2031,161.5538
104.7088,107.337,145.813,112.4725,65.4529
67.3446,116.5686,91.2662,157.88,105.1692
138.5574,105.7285,143.5132,143.2778,141.1182
98.4961,91.6833,163.8014,160.0759,97.0649
94.0615,84.947,95.7942,165.1525,105.8997
85.9384,111.4103,95.168,120.7876,209.3952
72.1726,85.675,124.7736,84.0188,97.7405
156.3482,139.6802,80.9927,145.4742,189.6538
160.0363,152.5191,147.1088,127.515,157.2457
82.0929,120.3983,153.2746,137.0242,153.9503
136.3672,153.6685,153.2711,78.2534,98.3543
112.4676,91.5396,153.2553,65.7104,116.6177
107.0543,65.681,19.4168,182.5357,144.0139
91.5986,107.8947,116.423,132.9993,112.6124
141.203,124.5552,161.3676,129.9502,157.1951
123.9257,86.9473,96.7968,164.063,118.2809
115.0231,17.3337,161.8317,108.108,97.6302
75.1633,80.2933,156.8633,164.642,97.2249
138.7843,112.4634,109.1778,198.2065,182.9931
110.8529,95.6647,180.3367,84.2398,136.4519
67.0773,76.5426,195.9024,140.9988,200.5658
112.5255,34.5718,122.9768,214.3245,189.5235
158.828,62.9617,96.7285,106.7177,155.8179
131.0627,125.9679,178.8301,150.3472,188.8004
104.8787,139.7732,164.9949,181.2658,142.521
84.0768,107.4275,87.0851,117.5164,156.5856
85.8831,142.1846,150.7324,153.477,163.5494
116.9585,94.8543,73.0716,59.1623,145.3254
48.7447,145.8977,117.3942,141.4785,169.8461
110.1073,96.6965,116.1956,208.1066,132.3974
53.5852,65.6087,120.4311,139.8393,86.4529
124.4336,125.7236,164.681,112.2516,118.9799
120.4639,135.5578,104.2868,149.1009,153.0329
93.4289,126.638,98.6502,188.5285,137.0997
100.5077,173.2479,99.0936,187.3139,104.749
44.6519,107.6033,109.9331,184.497,137.4746
86.9312,94.3523,105.7892,186.5468,167.586
87.2085,132.6843,68.9859,151.6128,182.2531
65.927,92.4121,153.0782,114.5199,126.3416
72.8015,123.2282,166.7326,176.7301,93.8025
103.4675,149.4634,92.2972,98.9124,146.042
93.4113,110.633,178.4121,128.6053,136.817
77.058,65.4752,105.3488,139.7531,124.5503
127.334,58.9329,122.7598,100.3412,139.9562
50.3667,116.3532,71.2596,80.6141,165.5322
58.9593,90.1427,166.0196,102.7575,136.1385
56.7176,137.1604,102.3536,126.2448,151.3357
101.1368,159.9208,110.2246,58.9338,150.8905
85.6786,87.5991,196.7864,113.2781,142.855
134.4451,61.6104,152.358,74.2606,120.2473
72.5072,84.5056,108.9516,131.1794,81.4901
109.682,101.661,111.8433,166.4632,157.0987
54.853,102.19,112.312,87.5924,189.4546
105.4324,60.4703,124.473,139.1129,124.3265
98.7456,101.8581,178.1149,170.0191,174.6266
88.8305,99.6758,139.4354,138.1633,184.0839
95.017,107.6988,121.2615,120.455,129.1651
115.2237,120.441,84.7031,143.8787,170.9941
89.2729,108.8593,68.7511,126.5385,181.0019
64.028,160.2207,117.6137,113.301,103.3082
132.8643,143.9191,173.1697,93.0139,98.3407
87.8664,137.6771,162.3535,165.0336,86.3202
99.425,115.7641,131.0493,71.6676,87.3765
97.5449,87.7377,119.7866,137.5618,79.3143
118.965,117.4413,173.93,128.5043,144.3289
146.1022,140.1315,174.5148,148.9727,145.3375
148.8363,90.001,112.317,109.1315,153.7882
121.4,152.8585,144.6994,88.245,156.0609
106.124,116.2761,155.7207,92.0078,199.5338
64.7536,84.4217,133.04,110.6829,101.2321
55.1601,109.6964,53.0935,153.9701,162.1007
69.4115,60.881,86.1323,129.8395,135.8879
87.5511,150.0979,83.1044,119.9763,157.1812
87.5122,97.4364,151.8664,93.9684,126.0922
177.3347,94.2317,159.5691,205.559,173.1545
38.6925,127.346,100.6914,112.2483,181.9503
123.6873,132.5523,118.1978,165.3691,155.0517
112.6118,96.5749,139.1612,183.3208,113.4254
132.7919,140.1788,46.7559,93.288,68.279
122.6846,58.3722,114.6718,116.1529,131.3407
66.3509,77.2526,185.2632,129.9135,106.6533
95.5131,156.9209,52.7375,131.2559,176.7795
129.9557,150.6081,116.0988,165.7237,147.4924
85.9179,120.3437,93.8003,149.9362,144.7826
116.9855,85.9891,65.5757,138.898,123.2316
102.7544,125.1219,105.938,137.7088,174.8446
87.3221,105.0768,145.1051,94.2376,148.045
67.9929,35.2223,122.9603,212.5707,79.5006
113.6445,131.8596,142.4282,88.4299,126.279
130.0621,110.9941,133.181,132.4045,128.028
132.5435,83.2588,144.2394,139.9566,166.1658
114.8802,141.7296,82.508,82.1578,116.9523
141.2018,91.0787,131.9573,124.7674,114.2071
37.045,98.4854,166.6993,83.6481,129.75
168.5907,120.3781,151.4548,148.3016,160.3857
67.8277,136.6856,148.0332,151.8734,70.574
97.7751,67.9717,131.7163,111.7719,110.8721
90.4845,135.0292,141.2462,234.6559,77.6653
56.7728,98.2548,114.5526,208.4636,226.1243
149.3947,86.4345,105.2637,140.19,131.3466
54.5015,127.0136,56.0079,146.1927,171.4996
108.1845,87.4065,142.704,86.1405,108.3787
127.4598,68.1568,100.1947,155.6579,161.4809
52.918,132.6351,111.0674,108.1724,152.2245
112.5635,111.0555,91.0502,79.8704,91.723
63.5478,74.5864,165.0165,114.4024,150.9224
74.5242,125.9862,71.0716,115.5596,166.486
110.956,127.1887,126.7892,91.5153,191.3698
157.1898,121.8703,112.5411,148.6436,188.3318
95.206,99.7241,158.4275,139.0188,161.5006
90.3264,134.8937,170.16,27.9466,79.3927
89.0101,147.8829,96.2799,131.5452,191.734
91.234,107.6227,42.8796,159.0243,131.3198
140.6883,136.4711,112.0091,128.4912,132.8293
70.0661,54.839,167.4328,71.7234,158.9159
151.8999,143.0658,48.6451,123.907,102.6061
125.6182,148.3306,189.6983,190.1304,33.1385
124.609,131.4554,191.5889,125.8486,148.4907
69.1001,152.1803,117.5261,137.0814,123.832
110.9671,58.6683,141.0246,134.3797,77.5352
87.7891,145.4289,88.5831,76.023,119.9582
86.5965,85.6327,124.9806,116.4506,158.9924
39.4155,130.2121,141.302,87.4259,127.5283
69.2254,137.3003,122.6192,115.3325,198.5633
74.2472,129.4803,125.0485,128.9421,140.0142
95.872,116.9517,147.951,141.3473,125.4736
133.8067,54.2757,134.1896,107.5891,94.0005
153.706,115.0547,122.05,127.7788,138.273
25.6919,109.6821,161.2825,112.7574,144.9462
8.5712,102.0767,111.7048,107.5811,137.5124
113.4938,76.7488,49.499,119.6771,179.5133
99.3027,105.1623,115.5859,68.6668,82.9695
132.2573,97.6201,77.3949,159.7562,151.71
95.4079,79.8921,175.7496,142.951,237.5945
85.8007,145.3914,151.8187,134.3197,218.9336
109.0928,52.0378,110.6038,101.8701,91.73
86.2462,127.5553,96.0345,112.7336,106.7945
106.3089,120.6004,139.4713,86.4781,205.0284
98.9422,130.3879,122.1511,145.9486,136.6204
59.7601,109.2335,138.1892,98.3006,153.9027
98.2818,54.0816,165.6761,138.1671,191.8698
63.4044,153.2379,114.1802,103.4519,146.2241
81.1733,92.6706,100.6247,87.4498,112.6103
53.4628,84.6729,122.7405,126.2998,201.6061
112.9661,99.0548,118.4842,45.2692,223.3722
136.5117,63.9665,82.3107,102.5366,189.4863
105.1842,107.4823,116.6337,105.8788,166.4861
89.5287,54.7539,112.1618,165.819,116.805
122.2217,163.9498,157.4804,150.2179,160.6068
125.2445,150.1174,83.8463,178.5077,146.0189
85.9925,131.5487,129.5619,135.2021,128.6847
146.4072,93.8417,126.6705,84.1028,128.3168
104.1721,143.5211,140.7735,169.6178,199.4161
96.9848,98.5679,149.3886,63.3144,191.4615
102.0452,127.3644,118.7905,126.705,165.2764
115.8375,107.0877,124.2912,130.3343,136.2004
106.0963,128.8742,133.5806,146.5923,169.1841
46.2123,115.9446,167.2187,125.8405,114.0219
150.4953,115.0086,97.4269,120.6544,90.8451
128.3117,158.2398,96.2999,79.5081,145.2499
178.4401,105.4905,106.0571,172.2734,152.3781
112.5063,120.9477,100.9127,110.8499,100.8409
150.6701,119.7875,93.9381,167.8236,107.0045
109.5777,139.285,76.4132,123.071,108.4762
156.8064,83.5203,78.1773,179.1973,161.4275
88.6281,71.3013,37.1232,105.6187,173.8621
76.4926,68.2292,88.9224,142.0978,222.1415
81.7276,69.391,114.2132,141.764,133.9537
113.0025,164.982,156.693,126.8259,106.8464
101.6683,154.2432,106.2271,178.008,114.7507
87.8549,137.9288,108.0663,81.9417,188.1071
88.8545,61.4508,86.1888,118.0912,142.1814
84.4292,154.7417,87.1476,99.0618,160.0895
56.672,98.608,70.2481,99.8241,124.722
119.5337,101.4497,47.4191,148.0642,97.9039
78.2461,70.5248,204.3787,158.1056,134.138
72.8773,114.4518,155.0319,125.7504,116.8579
116.8405,68.8959,117.9438,115.6299,190.6166
59.8056,83.7697,121.8175,101.0364,102.0385
106.1348,67.1429,241.4055,131.7903,164.1169
129.0723,140.5742,91.3518,138.3767,150.1979
72.4587,146.6338,119.12,76.0185,139.6502
103.887,114.9153,94.1017,156.3647,55.8431
98.2048,110.0193,112.6629,142.9442,151.4572
94.7958,61.5071,83.3568,137.1667,126.4395
94.4678,85.8635,82.0472,122.0849,124.8593
172.7223,67.6605,119.7576,155.7096,172.1076
112.2743,137.2808,155.751,135.6899,191.6951
87.177,162.3777,128.9039,151.1743,105.8859
93.9267,122.5115,120.8862,150.6433,194.5571
96.4352,108.9032,169.8219,88.546,217.3515
93.1692,85.5162,134.8352,172.3886,106.6825
86.5745,79.3458,118.766,177.714,182.6104
117.7626,94.2627,108.3709,186.6631,129.9431
105.7937,79.1048,59.0699,110.0554,182.4351
41.3134,89.2298,146.5508,137.0673,166.6341
113.7854,133.9458,115.6382,123.3191,112.7309
72.1166,106.8545,79.1983,194.2567,121.3499
66.1108,152.6602,165.1771,107.5923,81.9858
107.9185,131.7444,46.0226,99.067,107.1915
94.729,57.8581,41.0665,152.243,117.9191
57.3645,111.9051,121.4264,141.6289,150.7677
142.0091,123.3939,103.1403,124.1763,183.9638
3.9471,124.9241,79.5287,147.0451,149.1905
100.8521,131.8709,132.6456,179.928,126.9037
106.8741,65.1559,71.8628,115.6601,139.1525
74.1176,64.2931,80.7382,96.3781,147.8032
141.4468,112.7331,182.8125,110.2373,95.7175
127.5519,104.4924,138.5869,183.0167,151.3595
89.865,86.4493,189.3317,98.2137,162.6018
33.6407,94.9773,94.4473,157.47,215.722
97.1477,168.186,156.6304,138.7668,139.6567
133.9233,134.1332,92.4805,99.5308,168.2112
78.594,87.4618,127.2073,178.5143,70.9276
95.6973,76.7971,62.7292,106.3877,125.3783
97.1043,94.538,108.0088,152.6901,260.9226
50.8206,96.033,157.2386,123.6298,150.5024
118.4545,47.8059,120.2365,116.3649,144.0414
80.1921,137.4755,138.3475,125.1065,154.8507
100.0281,156.201,142.8607,68.1597,112.4054
123.8165,127.5489,138.1274,174.3337,159.3331
71.0621,103.4229,135.7841,60.2072,103.6903
19.9009,113.7928,105.4308,72.6314,103.2701
96.025,136.708,84.2162,177.5998,118.0137
128.8131,138.3337,112.5852,119.329,147.4588
164.0957,90.65,115.3535,117.5136,158.6022
105.7572,93.9583,114.1273,88.6497,187.7843
51.2764,147.9134,143.5936,66.2842,169.3615
65.2913,-3.6404,161.7666,182.9445,125.4589
94.2572,88.0538,84.4231,117.6353,153.5626
105.5615,91.0727,103.4989,153.0157,119.9835
132.7782,112.1316,121.4978,77.5104,140.8145
65.536,116.6985,185.0389,134.2226,117.9374
80.8129,109.6234,183.8688,144.7099,33.3178
114.6786,153.6951,118.233,127.6879,85.6002
59.3471,143.7794,136.8451,134.2541,132.9564
176.5167,114.8272,107.8469,139.6359,147.0768
90.329,162.3566,115.582,109.9341,117.2901
51.1488,170.573,122.8449,83.4328,140.5638
83.8977,85.7413,171.4599,146.2302,109.6139
51.1666,108.2576,107.5671,212.0368,176.2299
130.0935,53.9603,158.7325,155.7256,110.5364
41.3093,89.6836,110.6993,146.4924,121.0411
94.2993,133.8091,149.9211,150.3806,180.0386
98.9302,125.7235,104.2702,173.3283,165.7832
98.7057,122.6876,145.201,78.2834,142.3893
122.1335,121.8905,158.817,99.4186,159.3186
132.6148,157.9452,35.5936,153.9046,160.5812
128.2912,90.8687,130.4083,82.8486,188.6821
112.3332,94.0494,117.8972,89.0185,153.7393
75.0982,112.6038,169.4698,97.8319,172.5339
114.7582,111.769,84.7276,121.0236,112.3245
130.5484,187.0502,89.3047,112.9979,148.1619
89.2053,131.0927,179.2623,113.7609,231.6226
79.178,139.2748,174.2247,139.3649,176.0793
96.7976,119.0665,108.3903,153.2586,156.2139
127.0432,93.4457,96.3035,69.156,132.2034
106.9651,89.5744,151.1101,113.0537,137.9016
76.9399,73.5143,187.973,110.0947,171.0273
108.8057,64.7869,140.4545,130.3594,114.6907
92.2247,99.5563,173.4639,54.8878,132.5276
124.0992,127.454,103.19,92.5686,138.6891
39.7208,98.8988,95.3678,96.0199,176.6128
62.5618,132.4833,79.0644,102.3304,191.8746
46.128,127.2874,138.4663,167.1763,133.9833
117.9957,114.3312,132.2972,70.5386,90.6147
53.9444,111.003,92.2932,178.3123,114.2672
74.3285,66.0468,67.9855,118.8615,131.2332
55.4386,76.3575,119.2083,156.0764,143.1725
82.5647,149.4164,117.1781,136.4121,168.2974
79.0929,68.417,117.8792,160.4582,124.4127
51.0887,84.0635,95.1067,125.8325,181.9624
124.6348,65.0899,136.0212,169.2234,215.1119
104.2026,76.8441,119.9619,141.1618,103.6437
64.3523,117.0574,68.4343,111.5031,187.3148
79.7892,96.9421,104.2989,65.838,145.1328
42.7539,98.2497,100.1574,127.4286,107.5784
94.1022,80.1192,166.2004,181.855,144.086
13.6415,88.8033,92.0397,109.4556,145.9816
72.7467,95.8238,169.8086,105.5325,180.1182
102.7874,98.1003,98.5218,118.5943,140.0227
158.5951,115.7737,131.2184,87.888,94.8499
86.4055,115.077,128.0108,89.652,159.5469
92.1836,130.223,145.9538,103.9077,118.101
83.2292,107.5083,146.4922,119.7452,59.5881
111.1634,88.2689,121.4928,106.718,142.2342
75.6369,90.4949,127.4715,124.0621,146.2146
132.342,67.6177,120.9445,116.9901,168.2772
114.4603,97.9933,126.8074,126.9665,177.9535
118.7566,127.3474,84.8912,73.0272,169.7668
100.0267,112.5948,148.4427,121.494,152.0008
122.5023,89.6444,90.0824,145.1016,142.1454
57.8585,59.1159,65.2664,138.2152,79.8274
79.0565,139.5462,149.1691,89.8947,195.2351
94.6634,79.0571,133.0376,171.2049,144.4931
110.6984,54.0636,71.2576,86.0116,107.9375
119.4469,178.4829,149.7372,99.4032,180.4659
127.4985,94.2673,95.6471,158.4224,131.1199
102.6723,52.2392,143.3129,99.361,144.0478
96.3818,149.9727,117.9254,160.4549,115.9111
70.5491,128.417,173.6949,79.6322,195.2421
48.3235,106.8077,113.089,122.1252,90.0424
133.9902,94.9512,116.5297,122.1965,117.2115
68.8484,30.7848,119.7441,170.7941,131.9502
88.8581,156.4692,130.5832,184.4279,155.9256
84.8208,99.9198,138.5995,144.3056,128.2094
92.2682,92.142,151.5314,159.1807,101.8285
107.2339,139.1984,79.6453,116.6683,231.9203
116.827,106.2912,132.8423,125.3267,166.1835
76.6615,136.2332,75.0749,186.751,163.3048
