alpha,beta,gamma,delta,epsilon
130.0098,174.1491,135.3524,165.6818,121.3692
71.4355,142.457,109.5646,92.1718,174.6284
110.1963,117.7904,60.2028,61.1317,114.9312
63.2277,107.6967,147.5696,134.6788,150.6559
70.9798,100.1674,116.8831,126.4172,153.1161
98.8331,92.8145,80.1222,23.0138,158.4052
73.2944,78.7224,114.3059,128.5609,154.7365
134.0883,99.9341,97.9885,203.075,159.7711
94.2911,54.5221,23.5273,119.1183,90.0777
97.0857,111.6246,91.3065,116.9362,75.2456
114.473,83.1328,88.7882,96.1907,114.9106
60.6397,101.9028,91.395,122.3807,172.9434
140.1092,155.7375,172.7585,104.0966,113.5573
154.4281,63.6626,157.6362,69.6923,98.3006
92.3376,-13.5968,165.0746,11.1323,165.2549
108.414,110.2504,72.7205,191.2515,208.327
92.3433,174.044,81.6827,104.8842,120.9049
95.177,81.9319,76.5717,242.8396,93.848
114.1376,90.9788,110.3229,137.0514,-19.7783
-49.9185,180.9395,117.4452,181.8215,166.0574
156.2657,132.7377,127.9951,113.0284,137.4624
80.6117,111.8074,120.3131,134.975,165.3077
91.4664,87.284,115.821,163.4021,267.8398
116.2911,78.2414,95.8313,125.3496,179.3519
158.4332,153.3378,145.1727,110.097,135.0338
151.2507,116.0465,127.8818,105.3721,87.617
81.723,161.6034,96.1593,161.9144,168.2679
108.0898,56.4206,130.8911,161.7185,144.7142
127.7246,63.4532,112.375,162.4724,172.3233
116.2195,87.8318,115.2659,156.4766,131.9311
124.7302,76.3025,24.8073,92.171,119.5058
114.8981,95.1119,174.8363,118.1164,177.0909
103.7081,68.0209,89.2544,135.3256,141.3389
97.1945,188.0519,94.3874,135.2433,122.6775
69.8823,107.5964,76.6366,156.7915,124.0543
20.698,49.0923,178.7587,145.1561,135.9437
66.0822,128.5506,52.7991,119.9823,165.7477
55.6422,123.2301,184.2333,182.9677,109.8643
54.4809,142.1042,143.0265,90.4486,92.5495
107.44,79.9941,120.1324,148.0486,153.3786
75.4155,117.2479,109.446,182.0006,-39.6064
69.4542,80.0518,179.4952,115.5175,105.2825
97.5974,96.5531,123.0826,171.9127,154.3017
109.278,126.6043,82.5651,62.3795,119.1461
72.3044,97.8446,132.4653,121.0534,115.2144
95.0644,90.3467,128.6519,74.8258,96.4844
163.2546,85.6673,126.954,143.1502,115.9075
163.7505,99.6117,98.8458,90.6058,168.1723
103.8084,104.6663,137.0655,143.0615,138.4084
92.6565,69.8191,127.3795,114.001,203.3646
99.3032,122.4599,108.23,201.8593,174.3088
122.2624,111.3999,72.7593,163.1803,156.351
97.2115,110.4428,107.8412,132.4902,153.5575
127.2545,101.2659,161.8941,178.0828,147.8606
141.8078,156.8328,41.1584,168.4535,138.3194
125.259,96.6011,109.4669,148.2235,132.2126
75.9513,103.3783,114.5799,122.0492,77.4571
110.1447,63.4536,89.6181,104.7854,-107.9059
69.5115,137.6039,120.2576,147.5425,154.6067
112.7692,148.8143,161.9467,137.3131,204.8825
69.4513,64.1196,173.6919,98.0256,154.6895
113.1637,89.627,120.1573,148.8657,101.7485
114.1174,113.1589,100.2885,115.2284,147.8378
116.9952,43.5392,159.1411,162.4204,132.3652
78.3771,140.2611,169.9878,149.7602,146.0442
71.2379,84.6628,111.3462,89.2473,46.7951
74.2455,73.3686,167.7519,117.7162,131.4454
125.2598,188.6142,137.0608,181.4309,102.2832
100.9974,119.5877,117.8997,184.8672,66.2915
121.1829,109.8045,160.9437,191.3026,86.5212
108.7049,141.1781,168.3432,186.3402,186.6116
131.3636,86.8693,107.9226,105.0031,88.3419
97.9769,96.9293,136.1288,168.8254,147.9036
145.1659,111.9805,113.6788,162.8054,75.9066
87.3307,119.163,122.9612,131.0873,114.8167
131.9005,163.4935,70.0761,149.5801,100.3879
189.0991,124.176,100.909,151.8503,109.8025
74.2873,85.008,84.5026,138.59,127.5874
104.6711,163.8492,90.2236,125.2196,158.9018
112.2009,137.1999,133.7467,101.0245,153.1832
110.3964,161.2826,170.5882,83.482,206.1297
69.8468,133.8084,130.2232,118.8164,146.6455
91.5412,87.0231,52.4966,169.08,166.2621
55.4959,96.5129,175.3551,129.7888,155.2432
160.3496,119.6935,189.1229,181.3646,162.2088
133.7017,83.0347,114.7183,79.6314,180.8319
74.7085,106.9189,176.9426,114.5057,124.0972
107.4534,141.1827,109.0006,110.3349,143.6724
117.3403,107.6568,127.7482,194.8583,97.1613
148.7168,113.8753,141.3972,148.1897,194.1466
84.6082,130.9123,150.3683,136.7559,136.951
90.6594,130.6033,110.465,231.3881,168.1229
158.1029,93.9431,87.6938,163.0704,53.7043
89.1455,154.1671,45.0081,145.4603,130.2221
153.9973,86.2578,129.9321,159.6871,180.7999
104.7002,89.1431,142.2716,196.047,170.4007
67.0234,121.0203,152.6119,128.382,141.9684
140.3658,77.2651,137.9359,103.9469,154.9625
106.8539,89.2603,78.7788,126.1372,139.5474
86.4557,115.8416,132.5376,98.8276,182.217
65.7876,86.8326,107.9139,143.1919,163.7553
122.4496,86.5252,195.5381,62.6026,183.2296
117.4354,118.005,125.0425,122.3505,159.1912
93.1986,212.2825,156.7595,148.1029,149.4081
52.5567,89.0613,49.4616,35.5385,160.6696
101.0192,103.076,98.7315,138.6452,110.7217
150.6352,132.2609,89.5754,166.4307,184.0834
67.463,107.9213,162.3301,175.9991,188.5142
80.8988,48.2356,119.6628,185.6418,143.7925
101.5239,102.0572,16.9489,86.457,202.7991
154.757,68.1472,105.4149,182.1689,130.8681
105.8124,164.0001,119.6251,111.8473,119.8091
113.2541,140.8785,98.9861,111.4259,139.7248
112.9609,123.2783,132.9786,175.043,117.411
95.6292,98.4958,157.4616,155.3572,136.7983
109.5769,68.8556,108.4165,94.0438,77.6634
100.6816,121.4102,103.5249,134.0641,125.3182
92.9809,72.3876,154.6815,104.6877,126.9909
103.8288,133.7672,159.2777,96.5544,170.8709
117.6831,125.1101,140.3639,239.6003,143.8986
35.6545,151.2438,99.6879,224.1808,-76.6246
114.63,127.7787,112.4327,160.4149,125.7192
141.39,120.5884,119.6669,88.2396,121.1178
98.7431,81.9011,96.9759,113.8314,138.6363
67.7407,88.4386,118.9099,56.873,201.2654
128.0153,98.5714,158.0237,145.7355,230.4502
120.2908,116.5839,153.7228,142.275,198.0708
61.0485,99.9534,72.3784,73.5194,179.7195
100.7508,81.4012,94.6577,137.8362,166.5893
78.2517,150.9619,144.527,110.552,127.9037
66.2305,89.1538,103.8838,149.1832,196.0665
89.5177,118.6478,120.9523,182.9625,132.5291
101.0004,134.9929,121.2806,132.7072,66.7794
150.4775,136.1622,113.5502,158.1774,174.4176
134.6456,83.5042,291.4989,118.6866,149.9224
95.4924,124.6555,174.5848,112.8145,90.1371
138.0936,153.537,107.3371,105.0822,125.9553
136.0021,137.9955,91.025,188.5947,124.3305
65.5951,106.7121,122.8527,124.7312,18.4477
90.1925,147.6241,155.369,97.9379,201.6522
115.4782,169.2993,148.5904,111.1459,119.5012
101.3852,59.7771,94.897,254.6623,122.3429
104.3148,-83.4318,108.0431,179.7739,140.2422
111.1799,119.5132,81.8965,116.6848,97.7322
116.4744,57.2141,122.5518,161.8262,95.7475
86.959,161.9045,193.8649,105.4218,158.613
149.4344,81.1017,67.7928,65.8494,139.9661
147.1665,85.4645,140.8791,116.2451,161.9427
98.3229,103.9031,138.8241,118.8031,192.5883
115.6236,103.3075,67.9819,143.1366,139.0531
88.2154,120.6094,111.8373,146.7513,106.1794
91.0806,108.001,119.1218,117.298,143.7135
144.5975,89.5242,111.0334,152.5618,100.0796
73.2476,133.8898,141.2802,174.3874,221.3287
72.7871,114.0442,56.8596,135.2099,87.4586
75.7001,144.2423,158.9618,187.9623,137.5961
98.5388,147.1505,152.9536,107.3753,140.5941
125.454,113.4521,114.3614,77.6797,103.0965
126.8344,94.311,81.1656,225.7593,70.5315
133.4604,91.8489,140.684,134.6952,114.1656
96.7008,72.165,142.9164,127.7918,115.2363
112.9535,95.6354,44.697,92.5739,141.9659
95.1732,176.7312,187.9964,136.1008,107.3907
130.3428,165.1318,55.3161,76.7146,115.5674
116.6343,137.4827,152.784,151.9821,68.8588
102.5471,171.5216,195.2407,153.2878,110.3209
111.118,91.8123,160.0305,100.467,205.8147
91.9964,84.5552,65.2279,140.0896,177.7286
118.4956,108.5555,99.6664,120.6375,217.7435
122.7222,152.5658,59.4064,182.2676,126.2851
56.5378,90.3915,219.0845,180.9157,106.4974
115.8174,126.7881,-129.6113,112.7584,162.8304
96.0953,111.0445,99.6545,103.3674,152.619
39.4405,111.9701,149.9324,175.1057,156.2939
110.424,162.0223,109.8129,138.436,159.5999
107.4266,87.6611,115.7967,122.0292,78.7582
140.5707,92.0548,121.363,181.415,136.0174
137.2801,74.3358,131.9475,136.396,113.5387
177.945,144.7076,149.6169,122.2717,187.2459
124.4119,136.2122,144.9817,148.5151,122.3539
49.5769,44.7377,144.2702,175.1404,109.9595
129.1187,109.7404,184.4897,121.7957,201.9329
107.2903,86.7181,182.7692,191.3226,127.718
83.1925,64.1475,123.0658,74.4638,206.237
96.2493,50.3536,213.0594,123.6654,139.2182
74.5383,124.7904,90.2799,120.8588,129.6935
72.4079,42.5099,91.7288,120.0705,124.3073
62.6493,128.4214,173.4521,192.4815,191.0181
159.6125,121.2769,149.8382,54.9373,174.2081
133.6831,118.7231,119.7028,127.8855,131.764
105.9549,143.8831,127.7009,114.9804,94.3927
79.4783,114.3442,116.8929,107.7847,203.5507
101.0951,104.0124,159.5208,176.02,170.3738
80.2417,127.4478,97.1603,144.5377,208.9355
79.664,154.9747,118.656,129.5345,247.666
97.185,62.6634,102.5082,109.9288,158.4025
73.8878,125.7147,127.0381,157.7374,20.7847
139.8567,107.9928,95.4372,194.852,161.7106
71.7189,147.4818,168.2193,123.365,143.0391
76.0409,82.3401,104.2331,143.5843,114.5647
116.1374,80.2251,115.1664,212.2531,157.9491
49.2435,102.4846,97.0952,99.7871,167.7584
112.784,55.2249,86.5937,182.1548,149.3406
93.3738,93.5947,123.2696,98.4968,102.7331
131.9679,85.4409,176.4303,119.6965,196.1527
117.8497,126.1879,133.3219,-18.5212,118.8916
127.7785,130.8515,131.9535,19.5966,143.277
190.3848,142.5558,159.8269,99.5463,159.6691
97.5615,123.6825,126.3211,176.7681,118.7934
114.5767,81.8605,104.8711,152.3646,123.7707
118.1976,152.9589,129.3718,101.9742,132.6846
106.5784,111.0594,118.7344,168.0396,152.2415
89.237,148.9546,89.9029,71.8576,93.7772
81.5444,85.4067,141.7135,110.9111,96.4815
123.8026,162.4542,55.6067,81.1853,63.0171
118.6639,93.182,145.9177,72.4187,57.068
139.789,124.0538,163.3158,125.2712,143.0799
66.8972,135.7684,111.1692,82.8587,142.1817
77.1767,104.2912,114.762,112.2122,161.8416
105.5572,89.1141,101.0836,90.147,112.1006
140.2926,92.5013,214.3543,142.709,119.7271
67.0848,-16.2015,173.1183,115.7505,130.8172
108.1025,86.0169,130.1021,116.1177,123.2401
79.722,75.7431,74.5005,165.1506,89.0839
50.2161,-63.1783,45.4236,165.4526,130.0224
90.0846,104.6393,126.2034,279.6558,192.6165
101.4028,107.8019,158.9124,72.381,122.0023
56.2294,112.1366,133.7837,115.7106,150.3893
99.4183,137.9817,44.6774,132.831,169.0809
101.6217,75.4342,160.5042,71.6514,159.5246
77.7929,46.5449,120.793,141.785,68.4203
204.8067,149.0509,137.7269,135.7629,203.4132
135.4738,126.8528,118.0781,21.4433,120.0029
103.5146,151.5414,134.6753,177.79,159.9838
95.8528,120.6474,114.6629,144.9575,110.806
75.074,102.4083,159.7922,184.4987,185.8995
57.2223,130.3837,99.8303,158.4885,128.1405
109.9049,162.5928,144.6598,112.2917,129.5644
157.2971,95.0586,129.5708,106.1281,104.9752
172.7801,80.6154,126.1425,120.6679,192.1891
108.3788,126.4016,181.1193,89.4472,116.6013
104.3871,99.1238,73.9466,102.079,158.31
102.1282,80.113,164.2029,175.1779,117.6073
108.7556,112.1412,77.4549,140.8908,102.2508
82.0575,94.0362,133.6659,152.6738,153.267
87.1917,102.4129,113.0331,168.1239,96.5691
92.6304,100.892,159.0338,110.7869,215.6077
74.6017,107.2195,82.1993,87.357,179.7528
98.1378,102.3412,109.3913,158.3194,151.0336
75.0226,44.2755,144.0295,151.0997,87.2532
93.446,87.7898,106.363,182.8508,109.6412
91.2188,92.4915,186.18,96.8089,183.5145
65.9019,192.5643,93.5672,161.6392,190.0103
126.3418,154.1709,192.242,92.2988,170.2786
117.8481,54.3611,125.446,146.6861,164.0292
20.8594,95.5464,162.7369,90.629,158.171
77.6127,-1.6758,337.7855,146.4405,134.3046
45.762,100.0356,105.6204,43.9536,130.4087
132.9961,88.8903,116.0943,167.2479,138.6459
93.4622,47.5563,61.4893,174.1601,116.219
131.275,107.9273,130.9689,149.4965,94.46
98.2497,151.2432,172.1306,212.5511,135.8726
120.451,96.9694,135.5252,120.0308,152.028
73.2333,156.6392,148.3506,196.9213,106.3883
73.3176,177.2677,112.6356,91.239,143.6235
75.1122,129.067,130.0663,62.6979,92.1088
82.4901,106.849,107.043,74.5393,177.7772
91.0372,125.7873,91.6171,190.4706,118.2376
77.2125,140.6242,80.3868,161.622,81.9501
67.3676,150.3874,156.4753,97.0716,116.9737
76.5363,118.7728,158.5893,122.13,122.6919
132.7792,119.6135,140.7285,131.5677,171.8073
120.6045,121.9878,156.5966,111.3292,120.8082
60.9913,76.0676,144.4665,141.291,90.095
50.4398,121.8021,187.3662,154.1625,81.298
116.9603,132.7549,80.6596,44.318,129.3571
34.7336,37.548,110.5562,121.6205,127.443
86.9641,104.2146,70.816,144.2571,123.3284
126.9007,114.7125,136.1009,132.21,158.5905
70.8566,129.2535,152.6726,172.1986,141.5736
74.8945,123.5343,117.4014,78.6594,116.0965
135.7834,120.636,113.6033,271.6562,162.4252
121.6894,86.1261,123.1504,165.1841,160.4457
61.4749,100.9778,139.2704,186.5465,181.1859
132.9262,-3.3337,163.7085,117.8833,152.2854
65.2189,107.6401,75.6183,188.6737,254.7081
130.8909,106.8569,99.4039,131.4682,163.9397
91.2212,119.556,93.7261,153.6185,83.6228
78.1965,122.0169,170.5213,168.5492,156.1803
105.595,109.0315,115.875,-143.7087,108.0889
83.6982,93.488,50.5092,268.2148,109.4392
135.7758,59.0646,122.0305,151.2591,81.269
106.3873,145.4003,102.047,140.2284,129.1613
114.6442,74.7501,158.5632,133.9242,172.1223
90.9924,95.2325,33.7738,163.0372,96.5534
93.4846,118.8791,126.3503,109.5038,157.2542
109.0892,88.0856,140.4546,149.2366,143.1922
133.1736,142.9214,110.2268,100.7761,168.639
107.6247,110.0017,145.3234,150.6231,14.0678
83.2392,78.5062,104.0528,189.2712,149.5233
83.2559,153.405,118.921,128.3959,186.2457
53.3571,39.2044,105.6599,183.7367,206.3225
137.4464,97.2556,74.0594,154.7651,157.7001
99.9224,96.8176,74.1134,97.3661,99.0881
125.0684,128.4036,142.5369,111.5941,161.9181
114.2258,130.1524,99.0015,149.0719,172.8815
129.3979,150.8314,109.0395,113.4667,130.8256
110.59,151.1796,94.8202,129.3732,187.1947
75.0099,-99.868,159.4399,168.2559,191.5563
89.1893,103.8793,145.5593,126.95,175.7993
134.7266,68.3307,142.1149,101.6737,110.83
63.1706,100.7514,100.6488,127.9186,198.5291
102.9466,115.0968,137.9195,126.0292,150.652
160.3393,103.918,62.7817,99.2346,142.565
119.7322,56.8472,-30.0214,80.592,157.7202
109.3791,86.7295,119.1764,144.832,89.0348
125.3303,83.5442,176.3116,185.7828,112.5894
163.7697,95.1788,121.2785,147.814,137.5454
92.9037,126.3488,181.9755,136.7784,154.5501
105.301,135.413,77.1992,94.3953,143.4263
87.616,139.853,131.5528,93.2632,119.3457
93.1442,147.8538,136.9574,160.4975,106.4597
77.4989,70.5004,89.9617,100.8331,199.1132
83.3007,142.581,200.2078,73.2909,115.939
145.4059,158.7272,302.3117,160.7681,89.0211
102.9054,144.391,204.8713,47.896,152.0394
126.2272,53.0026,119.3677,142.2205,103.6163
-78.5457,119.1762,87.6942,145.0936,161.1342
128.5715,320.9668,121.3567,92.3581,106.2375
94.559,114.2906,132.1431,164.6213,173.8789
126.8422,97.2063,177.5736,88.0319,127.3387
102.3626,152.9576,113.9772,107.2302,88.1766
89.6943,90.8579,92.8663,170.9974,125.327
83.476,119.0218,102.1649,132.912,184.6946
94.154,86.7665,154.566,122.8928,149.2325
82.9715,71.7262,101.3456,177.5874,199.124
56.5714,136.3294,117.3881,102.9256,153.583
95.3367,109.0765,131.1246,90.725,177.607
82.3394,112.9793,171.8217,81.955,161.947
71.2789,53.5613,105.924,103.9849,141.481
79.5238,42.2469,122.1203,95.6249,108.2841
96.457,143.3913,80.7738,48.9023,164.2405
84.7602,149.6729,129.4067,115.9426,119.2204
72.8066,45.9237,108.4449,288.1189,161.5876
98.5999,74.3878,70.8167,134.9945,130.1763
79.3965,76.8432,53.1723,110.9623,129.2267
111.5756,67.3986,133.1765,89.995,132.1863
123.7754,60.1369,76.1994,-4.2745,110.9076
108.5608,118.1881,99.3555,159.3415,109.5138
94.7807,124.8107,80.487,61.8566,141.9448
89.3974,119.9424,100.4777,186.117,138.4802
103.4297,109.2584,125.6916,159.1486,170.4636
113.3358,102.2489,98.551,105.818,172.6805
102.4484,148.1037,130.1905,171.3158,167.777
118.8861,100.0045,143.1723,181.5417,159.3122
141.731,128.8706,144.2031,111.7805,101.095
167.9949,72.8699,93.0338,166.3046,112.2994
98.6951,261.8082,158.3959,145.7888,177.5332
194.2544,98.731,52.9226,182.0732,168.9661
98.7921,78.5706,25.2977,77.3271,83.6768
83.1719,121.739,149.6802,168.5271,138.192
70.6138,137.8935,158.6326,92.5842,145.5689
82.3088,104.7514,113.5676,128.734,92.5383
97.0734,104.8673,64.976,63.9936,112.9175
68.7766,116.915,67.3378,107.4439,96.0039
252.3509,62.662,110.0817,73.4649,154.7143
149.8672,93.0748,135.9559,150.7587,125.1829
77.0351,115.0839,54.3297,120.8109,162.02
103.6936,82.3326,91.0416,157.1435,99.1658
91.0393,133.3662,157.3053,110.9143,117.7521
135.154,133.3819,135.8864,151.3208,142.848
142.3059,92.5315,174.01,89.6647,167.7572
97.2022,144.5259,123.7627,120.5543,133.0401
62.2385,184.786,159.8023,101.0107,154.6869
178.0638,150.6523,138.7729,141.2515,208.7412
119.3956,134.2617,140.5524,152.4738,140.1116
148.2059,104.7784,135.9732,128.9677,117.5157
114.0031,129.4934,149.949,157.4099,208.8871
118.8157,98.2513,96.244,100.1089,91.9273
123.2311,63.2142,161.2076,146.5904,129.9041
102.1935,137.5091,159.9757,73.1405,127.8546
239.7857,66.9257,73.4555,180.9737,107.34
78.252,137.9325,140.3381,120.7913,119.808
132.9941,142.1256,159.017,141.7493,143.4526
121.1828,45.3483,99.9507,143.4587,195.207
152.7154,56.7771,125.6952,111.6626,166.3
146.9081,136.8894,-7.2511,141.5864,135.93
33.6379,117.4231,105.2837,160.8921,173.5934
118.3028,128.7827,155.1765,132.2745,85.3563
134.201,102.1201,146.1969,92.9302,169.5871
42.2954,97.4037,178.6617,93.5369,146.7941
114.5134,43.5977,114.8147,155.1424,182.0194
91.7027,91.2471,74.7904,177.3372,175.9158
86.3514,86.6495,123.3751,48.2223,123.643
146.7783,82.0117,125.4496,198.3871,107.8305
102.1635,151.4274,143.1055,80.2138,151.5488
99.3121,150.896,99.7663,117.3374,176.0867
108.4913,107.9545,123.5596,143.4394,90.5081
99.8856,120.6568,111.4032,103.5766,133.9952
3.2881,112.6566,109.0201,110.1019,164.4473
136.1778,80.7767,139.6449,115.4512,201.4985
47.1666,101.3171,140.0889,139.2138,64.0459
163.3478,112.8651,104.1649,165.9518,159.0355
65.0257,181.9652,142.82,136.7986,75.6684
134.7942,150.2104,149.8025,155.5653,162.1731
101.5514,105.3491,103.0547,105.1137,141.6366
110.4551,118.554,46.9791,122.0444,136.0445
145.7,87.1673,160.0239,90.9874,128.3157
116.5876,151.9853,145.5457,178.8711,53.7176
108.7106,74.095,115.6999,88.3624,104.8173
94.1857,110.2856,134.8804,171.4788,89.6473
41.0145,139.5902,111.6349,125.2257,105.3167
97.7414,77.7608,95.5659,176.4006,131.3019
81.7052,114.189,132.3165,126.4484,126.6662
120.3453,63.0029,95.9489,62.7495,164.8013
73.4871,68.1062,135.6564,170.6311,190.2777
102.3782,111.1479,104.512,125.2296,118.665
114.8715,120.2759,99.6763,123.812,177.63
130.5788,36.6099,138.8064,141.4259,181.6998
20.5559,101.1657,106.4123,122.3002,103.7615
131.4277,133.5999,154.9694,110.1133,147.7876
110.2859,101.4741,136.0855,149.1299,152.8117
61.8729,103.8907,189.9594,175.3229,147.0246
162.3544,148.5177,166.0451,100.7341,185.567
116.6732,118.9203,122.6395,38.7644,104.6041
138.5077,132.3218,106.4127,79.0191,93.3957
85.504,149.964,135.1864,109.1716,120.3653
137.3959,39.1492,106.0631,152.8709,217.5287
79.4531,116.3722,143.0924,147.6336,94.4001
114.4901,82.8446,113.6683,21.6894,238.8453
76.9976,98.1648,79.1679,118.5587,162.9321
93.9655,91.9345,143.5709,109.3311,105.3958
97.9518,136.2292,112.2471,89.3462,81.6333
72.531,132.9302,116.7541,88.042,114.701
86.9801,55.7613,88.3505,106.4237,123.6203
107.1584,94.1706,95.1654,186.8738,160.9128
36.5069,152.1383,93.2337,174.266,116.9077
97.8789,182.0347,159.2547,173.2585,122.2748
48.8183,157.5832,101.1797,96.0455,103.6334
101.1787,82.1891,189.6102,106.8169,119.6976
97.3078,101.0581,135.6867,145.9121,122.9861
72.3437,141.3768,114.8883,84.1485,125.862
93.9722,154.4789,51.341,175.7649,150.1714
-67.2642,123.9463,240.8411,162.9279,229.318
79.7301,90.772,169.394,144.4035,109.838
58.1357,92.3568,150.9083,149.0673,100.2786
76.4771,127.9078,78.6,136.5482,131.5222
104.5362,84.8058,159.5466,113.7259,102.4227
94.0189,96.3268,97.0677,94.6864,106.7048
78.6433,192.2669,117.8001,183.3153,106.8087
77.233,127.8457,95.2679,100.6993,163.7315
62.0058,130.4289,110.0373,116.6276,190.5007
114.3805,141.888,196.9964,156.3895,201.036
112.9123,133.7576,88.4961,153.3711,132.0488
97.7838,156.5534,122.6352,169.059,88.1222
88.8797,83.575,102.2096,152.382,81.3686
109.8494,146.0679,127.4844,209.087,136.7308
83.5277,134.9995,105.8212,141.9564,185.6369
96.9144,85.1284,124.9076,130.0667,58.4918
143.026,115.5828,73.6467,113.8261,176.986
147.4011,94.18,126.4841,170.3294,176.6082
87.4386,124.3793,125.7866,107.5371,146.2636
99.4861,156.1928,110.176,152.4321,176.5926
134.208,123.1166,71.8947,159.1853,132.5928
140.6629,145.2987,123.7407,145.4903,70.1623
34.8403,144.7067,106.7271,151.1807,136.5259
97.0858,80.8653,79.6364,126.4629,174.8135
124.3778,113.7597,160.9103,153.266,134.1773
137.319,99.6491,95.7628,159.9881,161.6065
130.8948,94.1681,106.3043,187.9467,152.4651
96.2392,110.1741,97.5176,161.2722,140.4939
116.8951,76.2553,123.3437,167.9764,64.7891
149.979,99.2319,63.1563,117.0187,136.174
88.147,69.4251,125.8142,144.251,195.8327
105.497,64.9805,151.9122,121.5465,138.6312
122.4877,148.6094,81.6388,122.8379,123.8793
40.3731,137.7846,98.9407,125.0334,153.8796
97.3821,111.9461,72.0918,135.275,117.8836
74.8034,167.3467,164.6403,128.5512,149.1989
80.7247,98.8766,84.9927,120.7855,68.8299
129.615,110.1494,149.0907,113.7465,184.6756
90.4393,40.2709,136.8956,179.1525,105.0717
68.6108,65.84,168.517,162.5314,157.8486
94.8478,145.352,104.5843,64.3729,170.5586
106.9565,107.0088,185.1119,143.2859,114.1421
107.0358,144.0481,92.534,141.7071,69.8571
-17.2418,136.873,173.6704,164.065,178.9271
76.7941,127.9132,117.6478,141.1029,159.1784
50.1774,98.9978,181.7125,113.3515,106.6196
164.8854,126.1149,144.9748,125.3547,219.0376
80.4909,86.9325,114.0975,168.1799,183.3849
95.1496,94.7973,53.5028,151.8881,101.2054
136.1821,124.5359,157.7717,71.809,161.0653
243.9404,125.4328,156.4775,140.9632,109.6726
138.2727,143.8559,204.5486,171.3469,224.4599
83.4348,272.8717,99.1022,66.1583,153.1625
80.756,99.1863,59.0283,204.3754,157.2327
58.1084,41.9764,136.6004,218.8762,188.5561
106.2465,95.569,143.3031,125.454,89.4101
151.096,113.2704,148.5487,83.6436,-95.2623
150.7235,110.4618,113.6802,105.2106,155.5978
186.2796,106.372,92.7408,153.8697,209.4072
107.8597,117.8354,333.1186,164.6878,98.6125
32.3409,110.2007,23.7088,111.6494,151.6256
133.0599,84.1441,121.6637,83.86,138.9145
110.6886,129.9572,146.9302,52.4446,49.7063
117.0998,52.7586,131.5148,134.3673,99.249
72.5764,139.4709,83.1244,148.8368,62.1526
95.6233,137.6404,78.0084,158.016,124.3059
87.3088,50.5141,136.9565,123.6604,163.5899
100.1733,143.0295,151.2338,104.67,143.2055
84.5346,161.1252,121.1554,212.6512,193.0008
