alpha,beta,gamma,delta,epsilon
73.6676,72.6615,96.377,108.0323,97.6491
76.1643,76.6321,99.9379,106.7723,118.9413
70.9882,78.3682,78.6866,99.6477,76.4991
65.7263,78.8341,87.5472,100.9876,118.3143
74.0203,87.1868,79.8191,103.5886,110.1664
74.5882,69.2731,85.7639,77.3111,108.4441
69.1777,72.1915,94.1242,87.6488,119.7458
77.8746,70.5348,89.9463,74.1798,91.2112
68.7584,85.4806,80.1006,86.0343,101.2927
72.0385,87.2743,97.4128,60.9244,100.3632
55.1063,84.8492,81.692,89.9994,109.3073
68.708,82.0702,82.7962,109.4912,103.8172
72.6384,74.5307,81.1806,107.1518,102.9436
77.7967,89.6316,78.1078,101.5271,119.6554
74.2102,78.1683,95.8384,109.8995,97.9106
79.3726,70.9196,93.3822,96.6126,113.6989
77.9593,87.217,84.1908,107.4863,115.9351
74.2824,70.4437,85.4955,92.8239,103.7578
62.4856,78.5964,75.3801,100.0352,116.9198
56.7445,76.694,76.5758,99.0753,114.314
67.8432,85.2985,90.1098,103.9698,116.7732
60.1164,56.0743,91.5543,95.8449,112.1959
60.8714,75.098,79.4606,106.9876,111.9459
69.4908,79.3085,92.1925,100.4851,110.1388
73.1711,89.3853,97.0362,100.2579,106.5177
75.2261,79.3992,95.2756,97.985,91.8736
70.5647,79.5178,95.471,101.7668,110.3113
75.526,83.6724,85.4479,84.1335,96.4651
79.9731,79.5293,95.4472,109.6311,117.3589
72.4588,89.1523,87.6151,96.1405,119.9357
72.5826,80.0317,96.8372,88.1126,104.4295
76.6174,85.4288,99.5851,105.3693,119.8338
77.2707,89.005,91.3982,88.6229,115.9119
79.4253,55.8393,99.1996,104.232,118.8412
75.2787,84.3451,92.8964,109.1302,115.5697
77.7092,53.0138,89.0589,103.1893,100.2224
68.7642,82.8101,89.4751,92.6574,115.3445
74.1979,78.0913,56.4709,92.624,103.8291
65.6503,75.3634,97.5392,108.8352,92.016
72.0665,79.3091,90.5941,81.3281,113.8365
66.6089,87.0156,76.4708,108.1432,103.8259
75.1202,53.9962,92.6219,96.084,117.9331
66.0122,84.9656,56.3799,100.555,71.0914
76.3373,83.1527,95.9114,105.3329,113.6524
79.4818,77.3294,92.1186,87.3221,93.927
64.6275,76.4832,96.6907,109.9792,116.6562
73.0645,89.9854,80.1759,105.3915,105.3058
58.0862,72.7775,96.4088,101.6448,111.624
70.2001,65.6638,85.1664,100.4785,107.3584
61.5429,64.9674,93.8636,100.6969,84.4729
78.097,58.2218,96.1601,109.5497,99.3552
58.3341,87.0788,87.6996,76.1122,85.4577
72.8911,84.3615,88.4422,104.169,107.1785
74.5867,81.362,98.9618,109.739,97.9214
79.3436,76.2656,90.9192,106.6746,103.0081
74.7042,88.3751,93.4537,109.902,115.7473
71.6289,82.9511,86.8167,80.5954,115.8865
59.5026,82.869,98.2661,93.9007,93.5728
61.3704,86.5966,97.3798,98.5514,117.9683
69.9136,88.1069,83.0382,106.7331,105.6017
61.7875,84.7505,89.1938,103.2487,111.046
76.0228,87.9402,88.3106,87.2442,115.8927
66.7975,75.8456,89.3542,107.306,94.4158
72.5168,81.1006,89.4693,103.8945,103.9119
72.7586,89.4636,67.4942,81.9332,118.0171
64.1333,88.1951,97.1764,107.705,100.0861
79.9569,77.6709,90.8977,107.5085,115.4073
65.3576,74.5748,96.2456,101.912,104.0353
69.8443,86.4911,86.5549,103.9138,82.8999
77.8742,76.3123,73.7641,105.1269,116.9141
78.1512,83.545,78.5243,92.7662,113.8787
40.0866,85.4705,92.6972,100.3892,112.7357
78.2027,76.5829,97.1694,81.4644,95.944
79.8168,89.8184,92.9364,109.1624,88.2976
69.0077,85.1439,99.0017,81.0953,112.423
62.5427,83.0732,76.0673,108.1995,103.2482
70.8378,71.7898,83.2486,109.993,96.8142
72.0944,70.3901,96.9546,88.6427,88.6947
75.476,75.996,79.1884,88.2434,90.6416
77.9695,74.5429,89.1573,103.1966,107.7369
68.7804,88.5156,93.1999,109.4766,94.7963
64.2506,75.2337,98.2332,102.3029,76.0369
76.8415,72.5844,89.119,105.6243,106.6232
78.4405,88.3652,82.573,103.6646,101.7445
78.5452,81.1051,80.523,87.1832,112.7655
73.0944,75.646,69.3818,107.3573,95.55
77.0572,84.0579,83.1399,88.1517,104.1023
77.6883,73.5337,85.9925,103.3288,104.7443
75.261,76.3489,90.235,104.7322,108.1232
68.7273,81.1469,69.8246,52.0378,117.7917
70.2912,83.4258,97.1211,97.8605,117.7575
55.031,68.5032,98.6033,100.1901,113.5656
60.8906,74.8594,90.9414,104.5339,113.702
79.9631,78.827,96.8559,70.1361,118.5559
70.1675,86.299,93.0209,82.1093,95.8357
67.5572,88.5796,82.403,109.3685,89.8695
76.3568,85.8408,96.3479,87.669,103.6456
68.1133,81.8025,89.0069,103.3041,80.8099
77.2641,86.9902,96.4471,101.9345,110.1387
77.7563,81.6042,92.4533,108.6572,93.7894
71.7947,70.2596,93.9704,93.1236,119.7791
72.2648,74.6523,95.3873,88.96,102.0137
68.5419,75.4062,82.8966,109.4222,114.1383
74.4346,68.3569,89.4496,88.1198,109.496
49.9575,87.0745,99.7837,99.9184,110.0445
69.3666,73.4074,75.1538,88.1173,109.4791
78.184,89.9604,90.7349,91.2863,107.1374
69.3043,77.7781,92.819,90.5228,95.0616
71.6925,68.6058,91.5663,84.9296,92.9687
77.2318,86.2079,78.2103,104.233,109.1237
70.0434,74.6513,98.3929,102.8424,101.5258
62.4095,83.0461,92.1471,106.242,108.5184
79.8351,86.5878,83.8667,96.0672,100.8204
62.0138,70.3841,92.8561,91.4789,108.4477
69.3325,81.4789,92.2233,77.8874,111.2483
78.7522,87.0223,95.5427,91.1662,109.5717
70.1002,75.7645,86.8509,90.0826,101.2104
77.5625,89.7971,92.1165,91.8298,116.3222
75.3888,88.3832,89.5087,96.7524,119.258
62.0047,83.3217,95.5757,100.1879,115.7228
70.1594,89.2044,91.6462,100.3268,86.3148
67.9209,81.6546,95.86,106.2607,108.1606
76.2836,77.3424,88.0656,98.0872,113.3933
76.7509,79.5265,86.4669,100.1337,119.214
75.4856,83.7841,82.8393,95.8854,109.1612
70.9138,70.9092,68.8758,79.2505,119.0866
73.2196,69.1638,81.5273,82.5584,115.9389
76.7422,69.6021,95.1262,105.9158,91.0146
70.807,80.4273,77.1001,69.9287,87.7583
77.2338,81.5052,88.1454,98.7766,98.3353
76.9767,80.6484,94.2572,108.4962,112.0886
72.193,68.3783,81.7669,79.6989,115.6383
76.8125,85.8938,80.0106,77.3377,111.9397
77.3911,86.5221,88.2773,105.5154,103.4806
57.5687,89.7871,89.8056,98.4848,88.881
75.4798,77.5682,94.0106,106.6808,112.3857
77.2373,75.255,84.2205,97.0094,118.2153
67.9103,81.9692,82.2454,91.4356,115.9837
71.7719,76.1789,93.415,107.3722,114.1818
67.475,78.4133,83.1437,99.227,114.9422
78.5069,77.5602,76.3597,108.8593,81.24
56.5475,84.9147,80.7004,109.3245,112.5597
79.3881,85.8053,82.8067,84.745,117.8894
62.4364,59.3928,84.9756,108.2234,103.8938
70.879,73.0073,80.1295,105.3527,93.6138
65.3675,88.6925,80.4468,104.5787,108.8079
69.7857,69.567,84.519,107.5011,106.0005
77.3131,73.6123,80.5617,100.4146,113.4622
58.7659,88.1914,87.5351,92.1695,113.7341
78.1162,80.2407,98.9375,97.2247,113.7504
79.8865,89.0883,99.4228,105.4063,97.2401
71.3392,85.3526,94.3935,97.2562,97.6334
60.425,83.9905,80.8095,107.9623,94.3257
79.4279,80.3144,83.6042,92.9446,90.2956
76.9444,77.7182,89.5594,105.4202,103.8694
74.3209,78.4365,97.2589,95.5286,106.5085
78.7028,84.8062,80.0917,107.9574,93.3873
79.0946,89.5637,92.09,101.2184,93.4326
74.4012,82.571,94.2521,97.2299,111.0628
55.5318,78.2424,91.8412,94.1931,91.6435
76.5859,87.3199,94.967,87.1023,106.8886
66.8806,86.4682,96.8547,107.1798,98.5765
72.5452,77.8238,87.9356,107.007,118.2132
68.9018,88.8789,99.7522,104.7788,109.6577
79.1213,81.2415,97.0446,84.2352,110.79
79.8708,79.8454,78.0778,100.7016,102.9952
75.0674,88.9089,95.9954,87.2453,105.3355
79.6278,74.7483,77.5681,102.0887,107.4002
68.6267,82.071,95.9519,77.1459,107.4137
76.1336,86.8678,99.2028,100.6612,114.7705
74.4879,89.9403,85.4563,91.6313,115.1199
69.9928,65.7343,93.1253,94.6007,90.6846
77.5821,83.0458,80.2809,93.1747,91.2758
59.2337,89.7275,91.9998,95.8115,88.0882
72.7202,89.4134,89.0191,98.4793,90.2445
61.155,88.78,97.0303,82.1555,119.7325
78.9713,88.0207,81.1743,92.1086,117.1825
77.45,71.2837,98.4884,92.7422,110.052
62.7581,89.432,76.0377,95.2257,115.4992
77.7553,82.1467,85.0116,102.5889,110.1146
67.2358,84.2832,95.6864,82.4688,108.704
72.9117,86.9748,84.5626,101.7325,108.7543
74.7871,75.3627,88.0612,103.4184,97.9142
79.5704,70.7821,88.4999,105.5395,97.132
67.0576,82.3754,82.1117,84.6309,113.1829
73.7847,84.4612,91.5323,109.1603,76.2554
64.5576,87.0341,96.9816,102.9046,86.2326
72.011,61.3592,70.9496,87.7949,69.4237
65.8691,85.8906,89.1683,107.5203,116.9718
69.6247,80.7275,95.7111,67.0384,115.2559
74.0841,84.7518,86.1987,108.8361,115.7141
75.757,88.5721,98.7953,92.7896,116.6948
72.6188,82.5372,72.2131,99.6143,103.6096
78.6464,84.1226,74.8291,62.7471,114.8721
66.9067,87.8988,93.4355,95.0278,109.68
78.399,84.8387,86.2947,93.7899,103.4059
63.9666,66.1559,81.7369,107.7607,102.6218
77.945,86.7764,69.0895,100.5388,106.5756
63.5694,86.8349,86.616,100.8662,89.0824
68.9325,85.971,93.5169,69.6134,113.5523
73.9732,72.2936,99.0739,108.9769,112.6041
74.6188,78.663,90.88,100.2105,80.8349
67.3716,81.5583,97.7174,106.6775,88.9085
61.5249,84.9078,92.6707,96.8961,112.0174
79.0207,85.5866,97.2742,100.3946,111.1812
72.935,83.6233,87.9813,93.8099,117.5137
76.3408,73.5971,80.1149,80.7263,108.7831
67.2027,78.455,77.1456,100.1437,84.1589
70.7546,87.2448,94.8639,108.4779,115.0003
73.1962,88.2497,94.8516,95.35,103.1425
74.9789,88.3954,94.1386,98.1008,101.2794
66.2642,80.306,50.5338,107.3307,108.7621
67.8507,85.7,92.624,102.5415,108.894
79.2515,89.3375,71.6961,108.3527,96.7485
74.1394,85.8009,97.2699,109.9318,108.4767
79.8864,67.5824,85.9461,96.5459,108.4859
77.3734,53.0096,97.0218,88.7074,113.9881
77.9229,83.2278,97.823,102.1125,108.2764
73.6881,79.2655,80.716,83.5557,103.5932
78.4389,86.9451,83.7722,98.5477,111.1295
71.7806,77.5334,91.7413,107.6333,117.2263
76.7929,89.571,83.0154,70.8759,114.5852
71.3095,83.8785,98.1596,108.0335,104.8234
66.5732,82.864,95.7291,83.865,111.3403
77.1259,88.3159,93.8599,95.6866,110.3578
65.7202,71.8529,92.2796,97.7746,117.0742
67.354,84.3759,75.6492,108.512,95.0831
63.9676,82.9444,96.5905,109.2994,114.7475
78.9955,71.9736,88.8073,102.1563,112.9565
69.9339,74.4925,73.1136,103.7961,99.0932
78.634,86.4345,78.2442,109.2388,114.1757
74.7952,87.5848,98.488,101.579,104.2028
74.3539,60.7251,92.352,94.8957,105.3527
79.0499,87.6672,96.9904,97.0534,105.6707
68.7047,75.1554,96.1878,80.0054,106.5277
79.5167,87.2528,80.5891,97.5663,95.1239
70.5237,82.377,93.8304,90.4179,101.3147
76.4193,85.119,98.9412,104.7382,117.0658
77.9229,86.9458,74.4,88.4047,115.9397
75.7116,83.3167,94.9727,105.2133,98.8249
75.7726,69.8965,82.0551,100.4087,113.7224
66.8639,72.0095,92.9866,95.5861,106.8206
77.55,81.5857,97.7781,109.4885,115.2304
66.0022,80.9428,88.0614,74.9374,113.7776
76.0712,86.715,91.1053,89.1633,107.313
68.5911,85.6834,66.8751,95.9766,110.4187
78.2247,84.3899,88.0107,95.9466,97.5208
74.2043,85.7135,70.7558,89.3165,100.1262
73.617,88.0234,78.5573,96.2673,116.5382
73.9124,88.7321,99.1394,105.4971,99.3321
69.5182,86.1081,94.0016,95.8936,117.2139
76.0545,81.1546,92.8193,89.513,117.7851
67.5761,77.6095,85.6664,104.3301,88.8387
69.9392,83.5626,91.3689,99.4956,99.3554
66.0918,69.0097,99.3223,93.3355,105.4078
79.1408,84.6543,98.87,94.546,119.1193
78.4259,83.1095,64.856,76.8979,93.6283
76.7931,82.639,98.8051,93.6021,108.3828
74.3851,88.2296,79.9391,106.6007,111.1823
61.3094,80.0218,85.7436,71.3838,108.1073
76.8243,78.241,92.9923,106.2538,115.8677
66.2891,82.1299,98.2403,108.8531,111.0622
79.0682,85.2313,98.8338,108.7246,109.5047
65.6347,74.6702,97.4032,98.6173,86.7302
75.084,80.9331,95.455,109.4926,118.9055
63.4795,86.9015,82.2407,106.9659,93.2089
74.259,86.3301,99.3377,99.8897,114.434
70.1337,82.5404,89.2211,86.5015,104.1918
79.4115,84.5852,97.7033,100.8477,115.0279
79.5101,74.9614,86.979,94.24,114.126
73.5255,85.819,90.9791,109.2515,112.3153
59.0197,79.5228,89.5939,105.8547,104.2232
68.2371,87.0343,91.7,104.3286,111.1955
77.191,83.6364,91.8651,59.3667,98.3823
78.033,82.446,67.6194,104.1391,104.1031
72.7517,65.1431,90.4927,91.2104,116.7159
76.0507,70.5539,84.932,97.9999,100.8783
72.8336,84.0518,97.1954,100.4063,106.1875
74.3614,80.7902,93.9867,104.12,119.6692
72.7219,89.3341,87.8481,101.0064,114.573
74.0392,80.3979,90.5848,87.9448,91.3275
74.8776,77.9028,72.4395,92.8792,109.1262
79.2313,66.9375,98.0961,103.1225,72.1865
71.4699,88.1526,79.9906,91.5364,102.918
72.7207,88.8017,92.2626,101.9085,103.7318
63.6735,85.2251,94.5614,106.9622,118.2036
67.8722,88.678,95.093,88.8116,103.6727
77.0312,82.0059,76.4713,109.508,113.1006
76.8615,77.3876,86.0768,92.4917,112.2632
71.5292,56.7653,94.745,87.3846,116.1471
72.5415,73.6874,77.212,88.9861,114.7759
79.0616,74.757,87.5043,85.0789,111.8273
68.3868,84.2934,82.1667,101.2246,111.1389
75.3531,75.6199,93.7516,95.1222,97.653
65.7855,86.4715,83.1263,80.1134,119.3866
70.8367,83.5258,98.6137,107.3471,113.6906
69.1062,85.8118,81.9955,66.75,116.2116
66.8901,81.9766,94.6367,92.6896,115.6747
72.0071,79.7957,88.2745,98.4842,118.7848
78.9198,79.6388,88.5898,92.4879,114.9102
64.3073,83.4332,76.8248,97.2125,96.5966
63.4812,57.4099,59.8464,109.8411,116.3488
72.1752,61.4541,90.3944,83.1773,112.2731
72.2495,66.4106,93.7663,104.5934,101.0246
64.8379,65.2718,78.0336,80.3117,116.056
66.7395,89.8786,95.9809,100.4658,98.0109
67.9964,84.4303,85.3191,95.0149,115.5683
78.4872,77.7496,86.1351,106.0233,92.547
66.0762,72.392,99.5393,93.9602,115.0097
75.906,73.9116,90.8674,81.1178,101.6532
67.6529,76.9608,91.4837,85.7818,103.7288
61.1735,78.9169,97.0798,108.0167,113.1239
64.2301,56.1031,84.3154,106.3976,89.5063
76.9366,89.789,87.8574,101.4128,119.593
68.4276,77.5024,85.8815,93.4382,111.6537
66.1169,77.9428,77.0532,108.1004,107.6564
65.0353,82.8527,94.1191,95.4162,101.8378
61.9718,78.4262,72.4122,94.7524,103.6417
69.3063,82.0424,98.7402,108.0848,112.8427
66.8298,86.8386,88.0071,98.149,95.3827
73.6731,89.0223,81.7075,90.6308,98.2141
72.2599,78.8504,93.4762,96.7813,100.4848
75.5821,74.0727,99.0238,106.7051,94.9456
74.887,84.5738,93.3161,88.639,97.1699
75.1616,89.9744,85.4062,99.5716,92.5348
60.9067,87.0012,96.901,91.8464,119.1424
66.4626,78.0804,95.4139,94.9629,98.7081
77.0238,69.3029,92.8103,106.755,99.54
68.1669,82.9004,84.4201,105.9411,103.9867
68.7988,65.9312,65.218,97.3106,105.2441
68.4687,83.7298,80.8915,95.2527,96.3579
64.9769,80.8727,97.125,88.5068,116.8454
77.2721,82.8085,98.9482,94.5534,110.2178
74.6357,85.1035,81.6673,102.8842,112.5455
72.0049,82.8253,89.9921,103.1788,96.6887
72.2993,83.6099,78.218,89.4846,104.3369
62.7701,83.4709,89.0205,96.5173,110.5622
79.5705,84.5001,90.8883,109.0994,111.5822
73.1912,78.7123,75.1119,99.6255,111.6275
67.0454,88.02,86.4998,92.6384,119.5751
60.3022,77.327,98.3572,100.628,83.0713
71.4596,78.3801,80.6615,102.5785,117.0114
64.9667,78.0359,88.1917,99.4666,114.4511
78.9355,79.1355,97.5828,107.7987,110.2804
79.3451,78.5683,85.3328,100.2192,98.866
67.992,80.4166,97.0906,98.1252,97.0704
79.7771,72.6403,88.4241,105.5857,96.7789
79.1539,62.4056,87.259,98.8474,92.5393
72.7877,77.4712,98.5576,87.5573,102.6219
76.7592,77.9757,98.2265,89.0575,101.2449
73.135,85.0697,91.0564,82.253,117.254
75.0688,56.1689,97.0118,92.4658,115.6436
77.373,80.0583,94.1452,109.9689,119.6761
71.064,87.9415,91.2127,106.045,116.2593
71.9095,87.6719,88.9773,101.6655,109.0783
75.4455,88.7998,96.1582,105.8734,111.8842
67.0326,82.7652,76.8239,95.4547,117.8692
70.465,85.541,97.0385,99.2782,103.3482
73.9395,77.111,98.3073,90.6954,117.001
74.2867,76.6391,83.2014,101.6231,119.9623
71.0084,88.6487,86.7732,91.089,118.4133
74.336,82.9957,81.8807,91.1871,85.4228
73.8318,74.5489,89.517,80.1747,118.9034
61.1414,72.9991,96.7965,108.2029,109.651
74.2097,76.3827,96.921,90.2188,100.4676
76.633,67.6087,79.0141,93.7514,112.9358
72.4308,74.1205,97.8237,103.5141,113.7063
75.2683,74.016,84.4359,105.2151,117.8311
75.2087,61.2028,91.9393,103.9138,107.3282
68.5245,85.0195,88.5549,108.568,90.5185
74.7379,78.3881,95.3163,107.808,119.4531
74.6772,82.0997,96.4911,108.0738,89.8383
76.8952,76.6139,95.101,83.7718,116.4809
71.3609,76.3683,99.7217,104.967,103.4251
70.4888,70.581,99.9183,79.7841,104.3413
76.8325,73.5437,95.8445,76.9034,83.3616
74.3368,82.7257,77.1587,91.6042,118.5382
39.2594,71.4021,97.0754,97.5889,86.1936
76.3137,86.6362,82.4739,106.583,113.8886
76.7008,78.4631,91.0299,80.5434,109.102
78.7128,81.0723,89.5058,103.8349,81.6848
78.624,86.3643,86.7361,91.869,109.8668
65.8963,88.7297,92.599,107.9474,87.9223
74.0805,75.6013,98.7097,101.7726,111.8389
60.5876,85.3875,91.195,104.0573,104.6633
77.8577,79.1014,83.9375,102.4924,107.2715
70.8653,85.7695,62.4933,106.8022,109.4309
77.8998,77.3013,96.8059,101.0019,109.9669
79.2,85.2523,87.8614,84.3478,100.5214
73.9671,71.3379,99.0469,106.5764,113.1363
76.1027,75.9316,81.3162,91.758,109.9373
77.2362,66.2333,90.6424,107.7507,116.7526
63.4281,84.4906,82.2926,101.3755,119.9894
71.1485,88.7641,94.1667,94.2257,107.0229
78.9672,88.7617,75.6908,105.0673,107.2617
69.8778,81.9641,92.6729,94.574,109.1121
74.4008,86.2177,98.9886,108.2571,116.7202
69.1943,82.5883,83.4128,100.3453,110.7077
79.3499,86.8252,93.2502,75.6996,115.3593
65.9816,79.2486,97.5119,107.6051,113.4144
69.1325,76.8764,71.5952,108.034,119.909
71.284,83.5549,78.7479,78.408,81.9855
69.7076,73.8572,67.5509,101.8265,118.312
63.0717,75.8653,84.2502,109.9109,118.0127
69.6888,75.0123,82.1366,89.362,105.0941
75.962,83.4525,75.6364,109.4766,113.2227
69.4258,88.6738,90.129,102.2322,107.1142
78.6199,68.5197,92.9359,109.395,119.3851
58.8509,85.8954,94.1937,89.3761,111.6536
70.3212,81.622,79.3827,100.3993,119.4395
65.6307,87.3163,97.3391,106.1064,106.5319
71.7855,75.5437,64.7576,92.2591,116.5314
68.903,72.249,96.275,100.0768,85.5097
66.0535,85.1525,91.7388,102.8311,81.879
78.9491,71.1152,92.3442,97.8616,115.8166
68.8554,89.2612,99.6588,103.9254,110.603
78.0043,82.9707,83.0745,109.3396,98.0013
74.0838,88.2492,81.7586,108.973,107.557
79.721,86.5119,94.1905,100.9914,103.3435
71.5114,77.5454,92.6824,108.9117,115.4061
73.8235,70.1691,93.4634,99.4978,101.8004
71.0494,83.7688,98.2371,99.1222,114.486
72.1107,76.736,87.0315,108.3186,103.1067
73.9701,83.0217,89.3517,100.9493,112.4596
70.7916,83.7168,78.8551,75.8075,100.2521
70.8316,82.3036,91.2378,108.8197,93.0118
65.3074,77.574,95.8663,100.9008,93.4919
72.3045,77.283,73.5217,106.8692,114.8667
75.6042,86.6982,61.6546,96.8583,101.012
78.3348,78.0211,89.156,98.2525,116.2274
72.7226,89.9939,87.0155,102.6515,70.9617
66.5894,71.757,78.9062,94.8678,112.27
76.8127,78.8098,83.2333,79.4926,95.5582
76.4335,83.755,98.6032,85.8798,74.4994
73.8778,89.3026,70.924,80.4446,119.275
79.4314,85.6424,84.5947,89.4705,100.7766
67.6893,89.2907,82.9776,105.7669,107.3662
57.7783,79.7688,99.9299,106.089,113.9036
70.9643,71.8795,91.8674,80.648,102.9127
61.0865,89.2828,75.21,108.6927,114.3385
68.559,89.3327,83.4063,91.4768,77.5016
