alpha,beta,gamma,delta,epsilon
15.1315,27.4881,31.8793,50.6948,53.4526
13.0246,21.7893,45.344,55.1829,54.838
13.1066,28.2762,32.5521,41.093,74.4418
10.251,26.7885,34.0035,48.676,66.9807
15.1366,24.9118,38.4466,42.1102,58.0536
12.1358,23.6049,41.816,48.8974,54.4315
11.1969,24.2678,34.4664,41.8434,57.7096
12.7279,21.8095,40.0174,40.987,51.0302
11.9686,23.319,46.2231,48.9501,59.9063
13.1383,25.5325,33.4425,56.0623,57.2476
15.4418,27.8054,38.9657,41.2963,53.7112
10.4282,32.2164,38.7401,41.5332,61.599
10.9505,27.3184,34.7249,53.0461,59.7054
14.1358,22.9788,33.2536,62.4629,57.5727
15.2747,26.1446,37.6438,43.0771,64.9199
10.4019,33.6701,31.0734,51.423,80.5397
11.627,22.539,47.8092,48.0621,54.0542
14.7817,23.12,31.0741,51.1246,64.9144
11.7063,26.1718,38.6333,49.1597,50.1231
12.356,21.6888,39.4206,50.6214,66.6025
10.2837,35.7353,50.2376,41.8279,50.3408
21.2069,28.3253,34.2965,47.4651,61.7577
12.5617,34.0953,35.4482,50.1873,51.6942
11.2778,23.4561,37.393,51.3102,56.8454
11.17,27.8176,36.0791,43.6787,71.0035
13.1315,23.1005,33.0234,51.9235,89.4217
14.5317,23.6545,34.5961,46.5929,79.927
13.5653,28.7465,44.1953,61.6375,69.1134
13.3336,20.3875,33.5811,42.543,52.8567
15.0819,30.6303,36.9932,43.0937,70.7107
19.6195,41.0259,38.3008,40.2069,61.8835
10.0958,24.5561,53.0413,42.6074,57.8858
14.2078,34.1694,41.848,43.0309,71.2057
14.3533,27.4206,42.6582,56.0719,69.4348
11.3812,30.6889,39.5653,52.9817,58.8501
10.938,23.6983,48.3961,44.4758,80.5457
16.2556,24.8903,45.5149,45.7179,54.0897
15.32,24.4824,31.8047,45.3963,60.9952
17.3786,29.5404,47.0751,61.434,55.2001
12.3606,29.3843,37.715,50.6021,57.6424
14.6659,25.3073,38.734,54.4834,58.3848
16.6476,27.6173,33.4334,44.2231,63.6833
12.6368,23.6237,36.6067,42.1575,56.4049
10.866,31.1297,33.1883,40.4909,58.6817
13.9264,22.3622,31.5248,41.56,61.5937
10.1832,26.4658,40.6173,48.6084,53.1473
11.8753,21.0321,41.3775,49.3402,54.6503
17.7772,24.7855,34.4014,50.9372,52.1918
19.4849,28.7851,39.0882,40.2072,59.1603
10.891,23.3472,36.538,47.7387,58.9416
15.8873,24.8037,44.1681,42.9831,50.328
12.5104,21.1479,48.5015,56.8203,55.1472
12.3284,23.0465,34.8255,53.0863,54.1837
14.958,22.6625,45.67,49.7246,53.7639
12.349,21.2353,30.8575,43.431,68.9283
13.5409,25.267,38.9455,41.9278,65.3647
11.9092,22.6288,31.8557,40.1634,74.1305
15.4049,33.4472,30.5724,49.4728,70.1312
18.0853,21.7924,37.1524,51.0445,69.3905
12.8726,23.2637,30.9737,46.4253,62.0952
19.3307,23.6878,31.9273,48.0047,53.0372
12.3956,21.8476,47.0914,47.7983,52.1381
13.9227,26.0533,31.1587,57.2038,54.9955
10.9544,22.3316,33.3874,50.9261,60.9196
17.5728,31.9768,32.157,48.7831,54.5967
10.6234,24.6237,36.268,44.8331,57.1971
10.1249,30.6229,41.1279,46.3836,65.5974
20.7323,28.6912,33.5744,40.6719,51.0643
17.5286,27.802,35.3899,50.0897,53.104
21.9174,20.2237,50.5932,47.8792,57.2923
10.7454,30.7473,38.6367,47.7587,54.4554
10.7538,22.9147,32.7423,52.6732,50.2057
11.3147,28.415,41.7534,51.1376,86.6739
18.9271,29.5691,40.1129,50.3429,56.2988
11.8357,21.1243,45.6833,50.6145,79.1217
10.3463,23.3707,33.8109,45.8337,60.7446
13.8542,20.2653,36.9537,52.0325,73.5766
11.5018,30.7577,42.3603,55.1206,56.9787
11.0981,23.2211,41.6068,48.3495,60.2274
11.0548,20.1404,38.8471,46.8836,61.7676
12.9429,28.4808,36.4344,55.9833,54.0913
15.0997,20.9747,43.6052,56.3913,64.0086
13.6107,22.9662,35.3117,47.7177,82.9007
12.6,25.9595,40.0248,44.7794,50.4004
21.014,20.6445,35.7205,75.0724,73.4113
11.4453,33.7803,34.7559,56.2318,52.1718
16.0743,21.8136,30.1473,50.1013,55.2444
11.6697,28.1414,37.9884,49.0851,58.1759
13.5262,25.3591,33.9789,60.2596,53.0769
10.0499,29.2212,38.752,44.9725,65.5457
18.7903,21.0144,36.5783,40.2556,59.7856
14.31,25.306,35.5341,42.3834,50.1814
10.793,31.8511,46.8948,41.8866,53.0963
17.1126,23.0791,40.7793,48.7806,54.1297
17.9306,24.2508,31.8626,44.5308,65.028
12.3392,31.5333,40.3041,53.3884,54.9591
19.8024,20.8285,40.5741,46.939,76.3901
14.0517,20.1178,38.2609,45.5378,75.5467
13.8181,22.8632,36.8395,56.6748,56.7538
13.8828,20.1254,31.7339,44.6418,60.0924
11.1891,28.1421,34.6874,45.3075,74.9927
15.0303,33.0618,38.7961,54.5145,56.1321
11.4307,24.5527,32.5287,64.0927,57.7652
13.1186,26.2677,38.3215,43.5775,55.8394
11.9492,28.2804,38.256,54.9751,69.0984
10.7182,33.1369,35.0818,55.778,54.7094
14.4772,23.9258,39.1351,48.0969,51.7297
11.5044,34.5042,49.7127,53.4337,50.6145
13.279,22.103,37.9537,50.7751,57.5349
16.8824,23.6485,44.9509,52.4297,52.7801
11.0878,25.5674,36.0012,46.7597,54.0087
20.3549,25.0943,31.6948,63.2745,51.3069
14.0005,25.9058,38.7554,52.1663,74.8404
18.3412,29.4992,31.6113,50.4561,65.204
15.524,32.029,30.0304,45.1896,58.8712
11.7005,27.4604,34.7254,53.8798,50.3873
17.3396,30.8037,32.8277,42.9729,55.515
10.7413,29.2563,35.3588,43.4438,51.123
12.496,20.931,34.0246,49.9108,50.1759
15.07,24.1544,36.1663,52.419,78.2985
11.765,23.4136,33.9251,42.7014,59.1489
14.8929,20.07,49.3638,53.2999,69.3087
11.9583,24.3191,33.6318,52.6565,67.1998
26.1017,25.6118,35.8909,42.3086,54.2471
10.792,22.3554,32.9283,49.7355,55.5216
16.7901,20.2042,37.9697,43.6691,64.5334
13.5845,23.7984,33.4932,52.2129,62.1747
10.9962,21.6007,46.5889,54.0702,79.4819
14.3163,24.803,36.4814,57.2015,53.9458
14.303,24.776,36.8255,55.6765,52.5596
16.9357,21.7697,32.3116,49.5537,56.7293
11.3844,28.2801,31.3891,58.0939,56.6628
11.391,28.1829,33.6986,40.2981,53.9496
13.8314,23.3879,46.647,42.0548,54.7664
10.7966,21.8347,39.5292,50.8048,62.9471
12.0943,23.4729,33.566,49.4554,70.6799
16.9366,21.7562,43.0915,40.8471,58.7867
22.4414,21.092,35.5786,42.8234,75.5729
13.6305,24.8159,30.468,46.0354,59.4713
10.7467,24.8619,30.2209,57.2637,62.7676
17.3528,21.2011,30.6469,42.6871,54.8693
12.6884,29.2532,31.6593,68.596,82.719
12.2134,22.9843,42.6094,41.8095,55.7291
17.947,37.8071,33.9403,48.0075,65.9105
19.9127,21.5445,40.8478,48.5755,50.3534
12.29,23.192,37.5085,46.4532,51.8829
12.2968,26.3436,38.959,48.0195,60.3191
12.5466,25.5451,40.7402,45.98,50.61
16.9341,25.892,43.1514,63.3162,65.3254
11.9931,36.8231,33.3548,61.3315,63.8453
12.1593,22.5976,31.013,52.5216,65.6562
10.9652,23.7465,46.7933,49.8593,58.5104
18.1601,22.0615,49.2669,40.9395,50.0113
17.1285,22.3572,39.7336,56.5458,51.1004
10.3786,20.4027,47.8057,44.9621,62.3599
14.7337,20.0221,32.7897,53.1037,56.1972
17.2618,20.5246,41.5052,46.8047,60.4682
11.2455,23.6123,42.6879,58.2686,51.972
11.6091,27.8742,34.1493,53.3117,56.2124
13.2259,22.3902,35.7357,43.7083,56.162
14.1924,23.2719,40.2302,43.8333,60.1341
10.0524,24.5025,35.3369,48.8032,69.2223
14.9914,23.577,49.7591,63.0011,66.1027
10.5167,29.6406,42.9418,48.5676,63.9135
13.6099,26.2964,51.2546,42.2107,62.1875
11.9677,23.1133,42.5606,49.1719,51.1146
17.0028,27.5382,32.0408,46.1462,58.3292
13.5396,24.4058,33.0268,41.3697,51.6
13.5335,30.8319,37.1995,57.447,53.8391
12.5602,26.3408,30.7671,46.5029,68.1482
15.6067,24.3609,34.6576,47.5164,56.4282
11.816,22.5394,37.065,58.9596,55.5348
11.1196,23.0031,30.4756,52.4675,67.7225
10.4924,21.0712,37.4826,41.2539,53.6169
12.4089,20.9002,33.6888,45.0975,50.2611
11.21,26.8649,54.8509,41.5755,53.8051
15.1583,22.7431,38.2777,40.5935,60.3286
11.2576,22.4362,56.8288,43.5815,62.4015
13.9844,33.1489,52.808,47.1228,57.2512
27.3582,26.0713,38.1592,51.4561,67.6837
12.3026,20.7435,35.7226,60.2354,51.7506
15.5012,28.4082,39.6503,46.7014,72.8707
11.6418,24.2913,36.0267,47.9498,56.2443
10.8323,23.4195,42.1016,41.285,58.9283
12.6775,24.3375,30.248,46.2673,65.7458
11.7671,23.8551,35.0564,47.6144,65.9195
21.5504,29.61,40.2486,52.948,51.1968
14.5175,24.4167,31.5505,49.0505,52.5868
10.2733,25.2312,41.0546,73.7371,65.7699
15.1626,20.9457,30.7321,46.1645,60.0869
10.7812,24.8191,37.9992,53.2608,55.9374
15.1664,31.4074,37.4025,44.7296,58.3245
10.6812,24.9741,45.6854,43.8811,51.8826
16.9523,26.7374,33.3545,50.7973,54.9781
19.5042,24.3029,30.1956,46.3074,59.4694
11.9367,21.1032,34.6454,46.59,64.2254
14.859,25.3495,31.1097,52.2031,75.7848
18.5492,27.9964,32.7717,53.1564,57.1329
14.6681,20.131,39.3685,46.8279,66.2357
13.2409,26.4845,33.0665,52.1779,76.5778
17.1477,29.3772,48.312,55.2786,62.5267
14.3225,26.4162,35.9237,41.0592,56.7525
16.9033,22.0096,38.5614,43.671,89.6663
14.0723,21.3872,37.398,42.1577,67.6823
11.2615,24.2487,43.9243,49.6217,64.8733
13.4902,20.2187,37.4334,46.0923,70.9562
19.9568,20.5168,31.7429,49.2878,51.6264
10.4996,21.8186,35.2811,43.9156,74.0003
16.2719,26.8351,48.4317,42.3461,52.7846
12.4605,31.9015,35.974,47.3667,74.3366
12.5715,25.6862,36.8924,40.2401,62.3252
13.8769,20.167,31.544,51.0625,75.5974
13.1381,32.775,51.3841,40.286,61.9264
15.1304,21.5803,30.8254,56.2277,68.8926
11.9527,20.699,36.0897,62.2495,52.2379
18.6726,24.7993,36.359,51.1552,53.0691
12.3389,25.3639,33.3822,49.7493,75.6858
10.516,20.0875,33.7165,54.7261,60.4357
11.6168,29.9044,38.2007,60.3887,66.172
15.5401,21.2145,31.2331,60.71,63.361
17.3531,23.1122,36.3708,44.9851,51.6574
10.0785,22.8884,54.7986,45.4166,57.0919
14.211,26.4236,45.8924,46.1259,54.9051
15.6965,26.0365,36.0247,49.353,55.4791
15.3286,21.4406,37.5651,47.8651,53.4139
16.7796,29.0279,38.27,48.6332,50.6685
10.3435,23.2071,36.4952,61.9381,59.2587
15.4377,22.0024,34.7887,46.2497,66.3183
13.7536,28.511,49.4203,41.1041,66.4815
11.0193,21.54,31.4263,54.8529,72.1913
10.8084,28.061,38.2699,49.3264,70.7942
13.0903,27.2605,49.2837,43.3355,55.352
11.9691,23.0269,37.3316,42.059,52.0358
12.7234,32.6771,35.7557,48.8047,59.0163
12.5433,24.0696,32.6434,53.8348,55.0187
12.779,27.5645,36.6682,40.1434,55.0797
14.2653,23.3749,46.1986,46.6009,62.0349
14.3601,25.9711,37.6903,42.1614,53.3753
14.3505,20.8902,30.5403,50.057,56.7313
13.0,20.3591,33.7555,41.7905,51.799
14.1171,23.2873,31.5757,55.4264,60.3522
11.8733,24.533,32.9294,45.5586,62.7041
21.2631,24.5491,31.0414,41.6586,60.8281
15.8292,21.5932,38.8533,47.8765,51.9246
11.3534,22.6938,31.1739,56.6068,67.3172
13.0088,21.733,44.923,42.4009,59.7822
10.3577,23.4636,35.4889,59.9498,68.7396
16.6278,26.7593,32.5025,62.979,53.4339
10.8179,23.7915,38.6185,56.5599,51.51
13.4513,35.3433,37.7769,42.0014,51.3423
16.6335,20.4286,35.2279,49.1944,62.7966
11.8614,29.8523,40.91,61.8072,53.908
18.4187,23.1905,46.858,40.0439,54.6969
11.8433,26.9413,33.7445,50.7994,57.6498
21.0122,28.9214,31.3582,42.8459,52.4762
15.7247,30.0542,30.9041,41.7365,56.6561
12.2844,28.5724,32.6889,54.8251,59.4555
18.122,20.7618,34.4116,46.4133,68.0809
10.2021,23.9521,38.0495,52.9717,54.9969
11.1033,28.453,35.0501,48.2745,55.7988
19.1161,27.276,32.5784,48.4471,63.0852
10.0158,24.6706,32.8044,51.5182,68.6976
21.8091,23.8011,54.7787,47.7703,51.3611
15.6253,24.8606,33.8196,54.6407,64.4522
13.8865,26.8324,37.59,48.8367,57.4876
10.5413,26.4763,36.5504,51.3738,53.565
11.8955,32.4807,36.355,51.569,61.2358
15.6993,20.3803,46.2978,46.3321,69.2839
11.0856,29.4998,40.5295,44.9674,58.1805
13.1559,23.6016,47.9902,60.3954,53.1114
12.0899,22.3786,31.784,45.6299,50.3184
18.3431,20.5144,31.0984,42.6763,55.894
10.0555,21.6402,37.9421,50.377,79.8698
12.8907,26.6991,32.44,51.6493,67.0209
10.8147,27.1583,49.4552,55.0412,51.952
12.1307,25.8338,35.9518,42.4841,54.9413
11.1697,25.7806,35.9286,58.0848,54.062
16.4952,37.8164,36.7277,52.9996,67.6801
19.2121,23.8311,35.6622,52.9131,60.2157
11.1511,20.0182,34.4985,45.4091,65.8732
10.9525,26.5685,35.728,53.3742,50.0013
11.5809,27.7688,36.2042,50.5937,50.0309
16.7837,25.6862,41.4646,52.9079,53.0238
11.3859,21.7207,36.5719,58.5948,53.0209
13.2273,23.1618,37.1271,53.2111,76.4039
13.3889,24.8103,46.2169,64.3116,62.5961
17.4909,20.4824,33.8516,49.6696,58.8385
12.9611,21.4105,36.1939,49.1311,57.4417
12.0582,30.0234,32.7875,58.4737,64.5417
15.2906,23.2036,42.7564,42.783,59.1747
10.7498,24.8327,30.092,49.9011,83.7556
18.15,29.6836,34.7619,61.3848,53.2194
16.7772,28.438,30.8293,45.0893,50.0363
11.7266,29.6401,36.1234,40.4763,71.8354
10.0514,22.7257,35.6358,52.315,59.4521
14.2213,24.1601,33.9089,48.151,52.6085
12.624,23.4283,50.6938,41.9632,51.9504
12.0841,22.0326,30.7092,49.4218,54.3271
15.0594,25.7217,30.5563,43.8736,63.553
12.1352,22.8778,43.7651,44.358,60.1717
15.4783,23.0976,32.174,41.5632,59.2839
11.4932,22.347,39.588,50.1101,59.1224
15.2012,25.2629,34.5897,53.8709,61.7869
14.0399,34.9859,37.2657,60.6689,64.6986
12.5951,21.3052,39.196,46.3129,56.3782
10.6111,22.1676,34.1702,41.0758,56.7976
16.0482,29.1828,34.0801,46.7588,68.2018
10.5831,24.0516,35.0155,44.1054,59.8624
11.6279,23.5385,43.1006,49.6757,60.3821
10.8731,23.1431,36.1214,62.6734,67.2403
13.4104,23.9826,36.5178,50.8803,55.0171
13.9335,25.8612,35.5758,49.7843,69.0458
14.3669,35.8146,37.2966,48.812,61.6302
13.3799,23.1735,32.8797,52.7425,50.554
10.0564,33.7778,34.0877,44.0874,50.2755
11.8667,31.9663,32.5095,49.9482,61.0545
10.8,23.9738,36.6272,53.1377,69.2205
15.3969,21.1327,41.5084,42.2549,52.3771
10.4113,27.7681,43.5387,49.4109,68.8942
14.2784,24.4649,41.115,47.6014,52.4427
12.3642,21.6497,50.6101,53.5992,67.6492
13.6766,20.3958,33.8126,49.2316,68.0506
11.0752,34.8572,42.7785,54.5026,58.6876
11.0262,27.8168,45.3193,53.1523,50.2743
11.6911,23.3513,32.0502,43.9801,54.8448
16.3449,24.3482,32.8624,51.5088,59.4173
10.7195,24.6423,32.5398,47.443,65.1207
13.909,24.062,31.1954,44.9018,86.268
12.1384,21.6419,34.3974,45.1528,51.7108
13.6989,25.8474,32.8678,62.6525,52.3287
10.0683,27.35,31.6831,43.3099,50.0438
10.5659,26.8168,34.6802,52.9357,62.6928
10.5354,23.4808,32.2986,52.0074,68.7046
13.3219,25.1155,39.3284,46.7437,59.9583
11.4221,22.0017,32.0294,52.6006,54.1911
10.5914,28.9399,34.6697,41.4934,58.4041
13.784,20.4092,34.9343,44.0053,64.2622
10.0293,25.3377,34.9653,42.6508,57.9194
12.408,22.0927,33.4065,48.5412,62.1717
11.8267,24.7035,37.4266,58.6791,72.3094
15.9656,24.9774,37.3346,46.0857,56.5576
11.2883,23.1893,40.696,40.7488,57.018
15.6309,26.536,30.4066,50.9398,60.6331
