alpha,beta,gamma,delta,epsilon
87.4998,96.0628,103.5732,94.5984,116.9777
87.2752,87.7222,95.3494,115.9212,110.8396
81.7513,91.1674,102.8732,112.7715,120.7916
79.5156,98.9575,107.4939,107.914,104.5979
82.5121,94.134,94.0555,105.3883,126.7702
87.6984,94.8858,91.3365,108.3352,113.2749
82.0523,96.7279,109.3438,108.4716,128.2521
76.5885,89.6448,93.3405,116.7093,110.8193
82.6021,98.9547,102.8312,114.878,128.2562
72.4127,86.7827,99.5078,108.0854,128.4723
84.2241,90.63,100.6833,117.4407,121.5914
86.8847,91.7104,108.6021,99.1066,104.0593
78.6989,98.5409,104.7927,111.996,103.5578
83.3011,95.4197,109.791,116.5757,118.2294
89.8513,93.238,105.4871,115.8897,129.4019
87.5102,95.8954,100.62,106.6106,121.2783
84.9392,94.3194,108.0584,113.5892,124.4996
88.2028,89.8713,107.5651,108.4948,128.3381
87.46,95.9926,102.6647,116.9079,112.7634
83.2011,98.3579,102.9591,111.9234,115.9112
85.5891,95.2305,97.078,105.4781,118.6821
85.5266,92.7622,103.5618,116.9929,123.2693
88.958,90.3927,96.2411,116.8632,125.1253
89.6374,95.2996,98.2893,118.3918,129.4062
82.7323,97.876,99.2124,116.4084,124.3251
88.6662,91.5797,95.476,110.4485,108.3885
82.7767,96.9376,103.3789,113.9891,106.8241
87.3695,95.521,105.3251,119.5986,122.8951
87.5319,92.6115,104.4803,111.9431,120.9385
87.482,93.1038,109.8943,115.6524,115.8702
89.9031,98.1455,97.94,118.859,113.0108
85.0411,98.4836,97.7069,119.7031,124.3244
88.4516,92.9328,106.3585,110.5756,129.7565
87.0128,95.6533,102.2995,106.9581,112.8082
89.9551,98.9417,97.0246,116.0803,120.0002
87.8534,96.6207,86.7809,95.8356,128.2666
83.188,94.3156,106.8718,103.8367,119.3857
82.6249,93.6651,99.6663,115.2881,116.8761
83.3154,92.6468,106.6397,107.5884,108.5037
86.9819,97.6273,103.4826,112.3049,112.9244
83.363,82.3795,105.2936,116.3372,126.003
89.9095,92.7899,105.6136,106.3962,125.6111
84.7206,98.8687,98.4095,105.7176,117.8891
86.5892,99.9966,100.5935,119.8664,124.6059
89.6393,95.5752,88.3431,117.8029,123.4477
88.1897,93.0067,102.5316,104.0683,129.5505
86.9183,97.0664,100.3039,112.9949,118.4184
85.3446,92.3599,98.7361,115.0237,125.4813
80.1985,87.4407,103.7203,104.2385,117.2547
86.0155,95.2319,105.6019,115.6883,111.2422
86.0396,91.781,99.7705,111.5823,128.3333
81.706,95.8603,107.2607,114.0611,119.3001
81.5649,97.0548,99.054,119.3932,99.6623
85.9207,94.2443,99.8477,112.3798,112.4687
83.2565,95.8423,109.096,100.5894,125.5555
88.5541,97.0852,90.645,84.838,124.1914
89.725,98.3136,103.0218,112.9908,108.6059
87.4322,96.9959,104.6404,109.7944,107.3467
87.9509,94.3149,109.6365,89.509,125.7213
85.0235,97.0719,106.1132,111.3449,126.744
88.3703,94.2011,103.1005,113.8791,112.6166
85.9693,97.9079,106.351,111.1611,126.8777
84.7261,97.1686,92.0375,105.8271,97.1494
85.674,99.2932,107.4991,119.1631,106.2034
89.3799,98.3462,97.8204,119.5907,113.0094
87.4898,94.4788,105.4708,110.0186,110.526
85.1352,99.6533,103.944,100.2401,112.5959
89.5722,99.4196,90.576,117.7591,124.1226
86.2903,93.0543,89.1985,114.8424,124.6215
88.7914,96.6329,107.6684,118.8165,119.7818
88.6783,94.3368,84.4777,116.0536,104.7745
86.7954,89.8563,94.5834,113.3693,117.8444
87.4729,89.7446,91.7857,112.5462,122.8931
89.2656,95.2934,103.7425,119.2656,111.503
88.9274,89.5009,109.4492,115.3286,121.3711
89.9664,95.6885,101.7034,117.2843,113.1155
80.3844,90.109,101.1526,99.3551,102.8258
86.3003,94.7615,103.0086,109.2393,129.4992
87.9106,96.203,97.513,117.6215,93.6572
81.849,91.8342,86.1287,119.0346,127.5522
89.6924,94.6547,96.9695,112.7075,118.2892
89.0804,95.591,103.1948,119.7923,120.4247
84.0681,93.777,102.4647,110.5365,105.303
83.9005,91.387,105.2108,106.3376,119.6831
89.249,97.9293,109.6048,113.9833,106.308
84.4551,90.8143,106.5566,110.1796,121.5309
89.1161,96.6229,99.0159,107.7004,123.6996
88.7192,93.6072,104.8068,104.0796,123.7626
84.2422,86.9942,108.0173,114.714,101.9388
88.8607,89.3506,104.3289,116.1246,111.8464
81.9549,87.9691,104.8702,106.8638,125.3495
88.3306,96.4492,103.7708,97.712,125.1049
83.6488,94.2485,106.0285,113.8496,128.8843
88.631,90.3424,98.9206,113.451,124.7173
83.5428,91.9012,102.7691,113.3967,118.3701
89.1712,95.5348,98.2201,112.2365,124.8744
86.517,95.1801,106.4245,105.9327,117.9399
84.0125,86.9815,98.2037,119.4669,125.0681
80.8019,95.216,102.8687,112.1717,129.4986
82.5433,91.8415,90.8163,117.729,117.9943
87.9295,98.3068,105.8358,115.4941,112.4974
89.5585,98.0757,107.2708,114.179,128.0575
89.5146,96.4786,104.2509,97.994,111.3005
89.3182,98.0897,101.6326,107.528,124.4031
89.7441,98.435,105.121,100.3048,112.2523
87.495,93.3028,106.4518,118.7857,119.8225
88.44,90.2728,100.0778,117.9242,126.9073
84.6006,99.789,102.5272,112.0963,123.0951
87.6659,91.1711,106.9672,99.0622,111.62
89.1854,97.4019,109.8835,109.6732,108.8501
88.4212,99.7491,94.4696,113.153,124.39
82.1694,99.0087,105.2262,116.5092,127.6005
88.7685,94.188,109.9532,100.5133,110.0019
86.9378,95.0354,93.4289,112.9725,118.3137
89.1679,94.8597,93.296,108.1985,127.7604
83.5458,96.913,99.5233,118.8823,128.1637
89.9437,88.9317,108.736,118.4683,105.318
89.4117,96.3344,100.1318,116.7097,127.5713
77.8192,94.2304,101.1283,103.1193,107.675
79.5226,97.9771,109.1858,109.8488,122.997
87.995,99.7749,106.4813,102.0573,117.1606
84.1904,91.8095,101.9692,106.907,116.3207
88.5807,97.5943,109.7602,114.291,127.0044
88.383,93.0857,101.3616,106.4887,121.8411
89.9985,99.2133,100.1988,119.3386,126.228
86.763,94.1476,108.5427,116.2026,120.7668
81.9312,97.21,103.632,118.6745,122.8693
83.2157,97.5075,105.7469,104.734,113.7162
88.7072,93.3159,108.3543,116.2903,97.4058
87.3091,83.3959,99.7777,115.4352,119.8167
81.9823,86.8542,109.0197,115.4686,109.6732
84.6176,97.6664,92.6265,113.1887,124.1166
88.4186,96.9464,101.8063,119.6275,125.8129
89.7068,96.9529,109.3901,116.202,123.118
85.1352,99.7555,97.9752,114.2288,127.4563
88.0502,94.8944,105.7036,102.8051,111.4698
84.6238,99.4289,101.2343,119.1062,117.7956
89.3923,89.9845,108.0888,110.3831,105.3785
82.9414,98.4522,109.8132,109.5532,119.5436
88.5229,89.6725,105.3705,117.3316,117.7201
81.1405,94.2725,105.1066,119.5175,115.9651
89.816,91.2925,102.4263,118.6008,125.2473
87.5053,87.3426,98.0011,111.3547,121.9649
89.3992,89.2609,108.9695,112.0527,118.9991
89.3815,96.4957,104.771,117.0906,116.549
87.9321,92.9605,104.9603,115.7952,115.1507
81.7839,92.2233,108.9544,115.9868,120.5255
85.6154,98.4115,108.7276,117.2541,129.8285
89.7387,97.9861,105.2726,100.5821,108.1872
89.9215,88.4154,99.2574,102.9208,125.2839
85.0745,89.042,101.9375,113.3994,110.454
87.8229,99.6551,95.5114,110.2705,109.6162
87.1415,88.8971,101.7062,119.9019,125.9554
81.7653,98.7823,102.984,110.5569,119.5358
88.134,93.5353,105.901,115.0365,124.434
84.5802,99.812,100.717,110.2143,126.8348
89.4983,99.1216,109.5065,102.7812,113.2363
88.3021,96.658,109.5343,105.88,113.4744
88.3837,97.6095,107.0013,119.8716,129.0616
83.1664,84.8345,96.7837,103.3297,116.7915
82.8822,99.8009,104.8572,116.5316,115.395
84.1341,96.2133,103.1176,112.9495,120.7878
81.9799,91.1461,103.6082,113.4835,120.526
86.9037,93.9892,106.4368,108.43,108.04
88.2498,95.258,107.694,116.9377,106.5746
82.6355,97.2085,105.3734,114.3345,125.779
88.7564,99.2494,107.2512,116.5915,128.5313
85.185,95.2539,105.6835,94.9768,127.4694
89.1002,97.6302,102.9899,117.7234,119.2845
87.2194,99.4602,109.8048,114.8531,119.4382
84.4521,96.2303,98.0058,113.2473,113.866
89.411,99.6384,103.5761,110.9407,107.9632
89.8774,95.0819,94.6319,117.1403,126.5829
87.9082,87.9117,104.6951,117.3428,112.6905
84.3458,99.5288,105.3128,112.6479,112.4839
86.1774,96.0426,109.1115,119.268,106.7447
88.2272,92.5316,108.9291,113.8576,118.8175
81.032,97.8126,109.9487,119.1843,118.8967
89.9363,95.6318,106.3979,113.31,114.5615
84.2621,99.9697,100.5614,108.635,129.166
89.6243,88.5994,87.1645,113.6786,123.9782
84.4719,96.5045,106.1441,114.2842,127.4807
86.6472,94.8088,106.3158,99.5166,124.2643
84.144,87.674,96.0592,115.9253,115.6031
79.5235,96.843,102.6569,111.6019,128.5297
79.1535,92.7897,108.7005,104.1402,122.9325
85.8443,97.2445,107.0602,118.7801,108.5731
