alpha,beta,gamma,delta,epsilon
74.1438,27.2758,32.8169,55.0062,55.9445
81.0854,32.9558,39.1557,85.4731,46.1476
83.3624,31.5477,85.4205,91.5075,85.5668
24.1036,38.7941,88.9614,42.3255,59.2335
76.3618,26.8063,41.4121,45.2647,83.7519
25.3238,74.8263,84.5233,49.0333,63.6306
76.7297,28.1377,83.9805,44.5557,82.9284
21.2015,80.0984,38.7526,84.051,81.5911
24.1957,31.1682,41.6085,53.1498,56.5922
20.3882,28.4681,88.4232,83.6074,68.2629
83.8322,31.6046,83.4202,57.6378,87.6574
82.5287,29.306,85.6651,87.7947,88.4887
16.569,33.6309,33.0613,86.4231,85.3232
84.4802,81.9071,82.9907,83.3495,92.305
19.1269,76.8946,91.3819,92.0933,79.012
16.7306,18.5622,35.8377,47.625,87.3208
25.1197,83.6577,82.985,52.9293,55.4793
75.12,86.1953,47.6503,52.3998,86.3141
78.9869,34.4815,37.6418,48.8284,53.2022
12.3582,78.1257,82.6783,58.0217,86.6581
20.8209,25.3846,35.5744,87.4307,94.1457
17.6428,35.5044,37.1424,91.2332,88.7043
13.095,73.9804,83.4094,80.656,61.6549
73.2527,86.4271,44.491,89.8962,87.8371
26.1391,74.4308,80.5304,93.8671,87.0442
71.7441,34.6098,37.0109,83.2641,57.4443
12.6632,31.0743,39.3744,83.3481,93.5364
18.3549,82.7203,76.2474,86.251,94.4898
79.2837,78.5982,85.5056,48.9697,92.1353
19.7574,38.4325,51.421,48.0464,58.6876
16.9377,28.3354,91.1543,50.8406,65.3814
25.6176,28.6443,41.3367,52.0086,61.7029
85.0534,87.3966,43.0565,46.7634,56.3358
74.4479,29.1946,82.2335,44.0713,56.5198
19.3557,89.2831,33.0608,83.8341,93.6343
82.3328,72.0291,41.2682,52.0028,60.6765
19.3463,26.1345,77.1306,90.212,90.1604
20.3863,73.3465,41.7314,89.3421,90.9978
86.085,77.4208,36.4256,50.5741,82.9126
25.7442,81.165,40.7427,84.4731,85.5052
18.8281,36.7402,33.3278,94.5629,90.1929
80.7997,82.9255,89.1897,89.0152,67.087
24.7601,84.1637,81.8407,89.3249,60.4416
26.5272,31.9636,44.3557,80.159,59.4471
71.4388,75.2098,36.6839,47.7452,86.3773
81.688,23.2119,46.8246,89.2961,64.3687
77.1735,82.0374,82.7374,45.5699,59.9433
81.5511,27.9917,82.3238,84.3403,61.1621
82.9777,24.5525,79.4079,90.5755,71.8274
16.5004,83.9392,83.7873,96.9987,65.8688
16.1882,84.5314,26.467,88.4441,56.0111
19.0855,71.2848,42.6896,49.4552,57.0336
31.8935,85.189,96.6122,51.8083,83.8184
79.3755,24.8747,41.3522,44.2577,87.7033
74.0525,87.493,36.2455,91.4008,58.9744
80.9065,77.7284,40.784,85.1872,68.3076
10.9444,23.9432,87.9103,50.7377,56.2291
14.0342,22.2364,46.2536,54.1924,61.4711
21.0084,88.1681,79.1163,50.4352,56.6868
15.2515,80.7873,46.931,84.3299,56.0141
79.9691,90.5998,42.1024,98.5096,85.1571
91.1779,72.6321,37.5408,54.8572,85.4382
82.9878,29.2175,79.3774,85.7324,98.3964
20.7514,27.8071,88.7036,57.5334,83.6463
13.2188,81.9381,38.2237,52.0482,88.9111
22.6748,21.9132,81.9329,44.0098,63.9221
13.5848,84.2396,83.1133,80.3963,67.9967
82.7904,81.0676,89.8898,92.2868,92.2883
82.9425,87.8211,34.4568,84.6607,91.6325
83.0398,35.5043,73.7258,58.4475,87.6081
20.8795,29.0847,89.7242,46.1141,60.149
16.5921,36.244,89.9073,56.6758,56.6755
75.9852,34.7296,85.6254,91.5709,88.3492
26.8692,22.6172,37.0524,89.3043,72.7531
23.3864,81.2287,44.4602,82.9768,63.4659
16.9299,86.3929,36.8801,84.0393,65.6994
85.1839,79.0991,87.4822,51.9348,87.4842
74.5905,19.8462,81.5838,82.9755,87.7924
15.5671,24.0751,40.275,54.018,58.4258
80.8595,92.2341,79.2852,51.8084,66.0724
20.781,33.3716,37.6271,83.9011,88.1425
15.5763,74.3055,33.7054,51.2814,60.069
87.6089,90.8215,38.044,86.7125,58.7594
78.5907,30.7433,38.3481,47.6092,60.6123
12.342,31.5764,87.9666,59.0225,93.8785
77.1983,86.5014,81.7146,39.1477,89.1371
77.5773,37.4389,87.9634,48.8299,60.8042
78.9354,30.8995,78.435,41.5752,62.649
19.0722,20.6391,37.1279,49.9942,60.1305
83.441,23.8606,80.2754,96.8268,59.1041
19.2213,40.9428,41.5378,85.3318,88.4371
76.6444,81.6577,82.5398,52.9422,59.324
82.7349,79.9506,40.3689,51.6191,66.1652
73.6876,32.9655,83.6817,48.7753,59.4845
83.8359,79.182,39.3511,75.9074,91.0835
83.8187,76.442,90.9847,97.4663,58.4257
81.502,81.0197,78.5118,55.8036,89.0056
84.8199,22.47,83.0501,42.1336,58.6558
19.6599,77.4628,35.0892,43.2882,53.2649
22.454,27.5378,82.7768,82.9514,60.674
15.005,31.3344,37.0885,88.7103,57.4413
77.9366,31.3848,44.7537,50.2415,62.907
78.4284,32.3982,92.6418,61.6244,51.7292
74.5877,85.1532,85.0117,52.1861,85.4011
16.2447,84.9864,86.8938,86.5899,59.8027
24.4552,31.2817,74.8961,85.9188,66.9428
20.0036,86.311,85.0796,88.5194,89.5881
22.3187,35.5326,37.4129,81.4497,62.0338
78.2851,79.9505,32.1142,83.0086,89.9778
73.914,85.1587,88.2816,53.1952,89.4284
22.7386,85.2971,79.951,87.5079,62.329
80.3351,39.8613,82.1014,39.4108,86.1274
21.1956,25.7311,87.0499,54.4221,93.2927
75.5066,30.7719,31.1138,88.1357,64.0053
23.5572,38.6423,40.873,90.6443,83.9795
72.92,29.1869,41.5223,51.8105,97.06
22.2084,30.6747,75.9933,81.6009,83.7456
24.1931,32.8449,35.9305,47.7417,83.6204
21.1699,75.9078,42.3851,83.7983,60.7051
15.218,85.6097,84.2001,56.61,64.3481
28.726,78.5908,74.9431,90.1264,58.3105
17.9132,82.899,40.8189,86.2035,82.4334
75.2667,83.4177,81.4038,88.139,88.6643
19.5583,36.3541,81.7813,44.8653,91.1748
19.2312,78.5381,84.3714,52.0933,60.1348
82.6038,80.3938,84.9321,45.4773,86.3114
22.3822,28.4946,93.7284,55.726,82.4479
24.3538,35.1559,36.5789,82.9709,88.8953
84.2375,19.9468,36.0864,86.0716,52.1456
83.7413,25.8105,84.4205,59.4409,51.7757
21.0885,76.4764,89.1109,54.836,60.9561
77.0407,79.4468,33.6742,89.0316,88.154
19.8639,24.6594,44.9517,55.3861,51.5981
26.0211,33.5125,40.6894,42.4064,48.9389
78.1703,28.0743,35.8335,85.8957,86.7802
23.1616,25.8846,41.6026,83.2486,58.6267
81.6613,81.8162,36.4471,91.7308,87.0649
83.3031,83.0194,46.4347,89.7657,64.1955
21.5159,36.7111,85.6435,87.0713,62.7323
9.6396,39.2493,35.7208,47.0277,81.2928
15.0978,31.1564,77.7733,86.3114,85.8299
82.6549,78.2143,33.5637,83.6424,87.4267
19.7186,25.9079,88.4,54.92,51.6813
24.0672,77.9165,89.115,85.6735,90.8872
83.7975,37.2105,82.3222,48.58,62.5247
16.0211,78.1898,39.5938,52.5112,68.7314
80.9772,73.0857,78.8615,55.8642,86.2565
75.5604,87.0226,44.3788,46.6955,65.3287
83.5916,76.5676,45.5378,56.2741,58.5048
20.0588,89.4674,90.8192,87.2456,60.8641
15.9918,28.5475,40.712,40.5116,89.1616
21.6184,30.7731,36.2549,56.185,64.4843
81.9664,80.2365,34.0665,93.6698,58.574
18.8783,72.3263,79.9166,86.814,53.7329
83.1716,79.2751,40.3484,53.6759,62.4529
20.873,78.5463,36.8517,57.0983,83.6282
22.3841,93.3641,35.5886,55.2267,93.4257
21.3661,25.164,39.2918,49.1243,65.9767
17.728,32.7238,36.2028,82.5071,68.5922
75.8607,29.4511,48.9484,54.4782,58.6744
16.7476,20.4044,76.1601,47.3997,65.9466
14.5712,78.4828,86.5854,100.2924,69.8647
26.579,78.6386,84.3318,51.4746,65.438
81.1333,27.2029,96.3177,91.46,84.135
84.9218,20.1609,46.0984,88.1872,59.049
10.3426,36.4986,86.3835,74.5362,93.2021
20.4295,79.434,41.0815,49.9922,88.1907
75.4302,71.635,38.6869,87.1605,66.7659
16.065,32.9724,82.8223,53.3321,56.7367
28.0737,31.4833,46.5103,96.2111,53.6841
84.9611,31.3776,84.9912,52.1181,84.3673
85.1481,83.7543,35.6324,82.2964,81.3688
12.1756,89.8224,41.4491,55.3147,88.7652
75.4215,30.3837,78.8015,52.2986,82.6522
13.8854,24.3775,36.6723,49.0961,93.3521
18.7337,18.4237,91.9564,84.128,66.0889
77.4511,83.499,90.8218,94.5259,84.3453
75.5128,31.5901,38.5073,58.177,81.7377
77.1171,96.246,33.9047,53.3564,96.2075
83.3733,83.7279,38.3921,45.7625,70.038
14.2135,34.8708,46.2034,90.4074,86.225
30.5259,84.4645,36.7645,45.3992,88.8812
19.9913,28.4626,78.3707,46.1481,62.1456
72.5125,80.2508,102.4469,44.7361,96.436
80.5996,86.0136,87.2131,54.1729,91.3993
9.1616,31.4636,78.2361,55.0331,88.7318
27.6106,20.9878,86.1207,53.9283,59.5962
27.9927,27.6855,78.674,90.9966,86.7223
19.9876,74.7244,44.1551,85.1184,85.7644
17.036,31.5208,34.9496,77.8247,59.7791
88.5009,84.9364,82.9247,55.73,89.3377
80.5587,34.6491,40.8989,82.9654,68.494
86.8318,32.2202,88.2338,53.4018,91.0258
77.8059,31.7278,77.3402,51.2312,58.6161
19.2915,71.1477,82.9141,50.8214,60.8775
18.1048,76.4097,36.5158,88.5489,61.3569
14.2482,30.0251,36.8387,85.5027,56.9285
75.4265,77.6377,42.4434,45.541,56.7833
80.3489,87.5707,26.9111,53.2296,64.5785
84.0546,33.1796,90.1172,49.6782,88.5833
76.7205,86.9004,92.0999,53.1598,65.2437
20.0036,83.132,82.6873,44.06,94.5574
22.1167,23.3919,41.8183,56.1064,94.2928
75.502,23.5498,41.1184,87.3448,93.1621
76.178,32.3715,77.4465,57.3553,57.9845
85.7913,30.5065,84.383,52.1984,90.284
89.9686,31.6111,41.6514,87.5668,87.4057
13.6225,85.9755,78.4048,77.4269,58.3026
21.4606,21.3439,80.5705,57.513,94.311
31.0362,86.5302,39.5402,47.1707,57.0389
14.2578,77.3175,79.3245,52.3818,88.558
27.4361,82.8678,45.7991,88.3317,77.5821
22.247,36.6213,39.3144,47.2413,85.9531
14.3128,31.8374,36.3673,94.5,59.5138
19.5289,33.9826,39.1561,92.8763,94.1012
78.6667,79.053,70.7928,91.6639,82.3502
17.27,82.8145,45.6349,46.8472,79.9942
87.1068,29.5488,39.7161,83.5026,58.5128
23.9791,82.0623,41.4022,95.1032,89.0571
24.2724,30.1598,85.2924,48.6019,90.8761
83.9066,37.1063,34.5092,99.4231,65.9477
84.6107,17.1758,41.0007,50.0881,63.1286
73.2433,79.1969,87.5179,45.3657,92.5649
74.6001,77.0627,48.8974,78.81,67.9545
13.2365,81.9539,78.025,91.9801,66.2013
19.4341,25.6913,37.2587,48.5138,95.7821
21.7597,73.8854,38.6676,88.0463,60.5663
15.999,29.0115,39.651,96.5402,54.3545
76.1081,83.1941,84.7214,50.0748,59.4213
17.2217,81.324,45.2174,52.0505,65.5406
25.9986,33.9602,43.2536,51.3129,91.035
19.2631,36.6051,81.0888,71.9901,92.2667
15.3582,33.3817,79.6459,82.7761,68.3758
12.6991,24.2962,48.9959,46.7242,51.8187
18.9852,27.8997,44.9235,101.5397,54.9726
83.1246,86.22,94.333,50.9116,94.485
11.347,37.168,29.4862,84.1528,61.4542
18.9672,35.8482,81.2998,50.4322,87.3334
79.7893,27.1584,44.4674,80.9622,61.4113
82.626,92.7522,40.8149,88.0807,89.3131
84.9573,79.0928,86.3469,90.8585,57.14
79.8763,83.0988,86.1953,41.588,54.7384
80.1218,29.6973,78.0644,45.1898,49.5329
21.1527,91.7562,93.9706,75.0089,51.9132
88.3944,33.5207,76.3631,52.7057,82.7108
89.0026,81.977,84.2693,94.0246,53.4874
83.1541,79.7206,22.7547,43.344,92.1319
82.95,30.0718,37.4631,87.0401,84.0419
83.6566,36.8625,36.5022,85.6343,63.5993
78.7143,26.729,90.1551,88.366,58.9544
83.1921,37.1669,44.751,54.7423,89.2669
83.2124,34.6411,81.8,49.3404,85.5003
75.9365,38.0538,81.3827,85.6319,63.3816
15.596,82.3321,77.2173,95.0981,87.9353
79.396,17.1542,36.8996,46.9904,61.8507
84.529,81.6987,89.1299,42.7028,91.291
19.9979,80.4503,91.9395,48.9069,87.1834
81.278,31.9672,39.9134,42.9372,93.8999
81.9698,69.5564,80.8632,85.1735,87.5263
22.3002,75.0275,42.3942,43.2634,89.4067
75.5599,26.7643,43.8194,56.966,92.037
26.256,78.3312,41.6211,47.1678,65.2206
22.894,81.4677,42.4678,58.2934,73.1846
20.0958,33.3551,79.8205,52.1952,85.1887
17.903,89.8231,31.2022,50.1959,94.0552
80.5143,34.6662,86.9262,88.333,67.9007
77.7157,28.8118,82.781,76.757,84.1771
16.8065,34.4053,85.7208,45.3549,91.3158
80.4182,79.1595,36.8534,43.0482,86.4206
82.5125,30.1213,93.9319,48.0062,87.6855
75.1595,26.5281,85.6537,43.8239,58.2356
79.3558,75.6389,81.142,46.8497,62.8529
27.2655,76.2555,40.6711,83.4897,88.1366
20.4563,88.3918,43.9223,92.5051,89.4076
9.2928,29.8281,45.0729,45.5079,89.2125
15.1003,73.4863,77.4721,50.4465,68.2816
19.321,31.5746,38.154,91.367,56.2498
85.3696,32.2521,37.5858,46.3484,86.2525
24.5746,84.5757,88.2934,89.6604,94.7741
82.0474,85.4543,37.6335,81.996,62.2548
81.8288,75.0641,40.7413,54.3521,86.3033
5.709,40.4836,40.3092,85.4375,61.008
30.0754,86.0498,94.2073,41.8832,91.6956
79.3306,36.0909,90.4176,50.0887,93.4515
21.6934,28.8681,27.4455,51.5885,68.1718
84.7583,84.5181,74.0558,85.1412,67.6525
86.4545,30.7289,43.2447,87.0652,85.1712
12.4899,84.4246,76.2837,45.065,86.3583
17.8783,42.2303,41.4458,57.9606,65.5421
74.7367,23.714,43.7979,45.7424,65.5891
85.1081,85.6079,85.2353,90.9178,52.6543
81.8384,79.2453,85.5844,80.5316,59.7451
20.0485,31.0665,37.4805,48.1874,90.1464
21.4361,23.5335,36.8318,50.4128,53.582
80.5825,25.8156,49.5902,84.281,69.2976
79.9616,87.4053,41.6181,79.5606,86.7498
82.7789,23.9419,82.6642,82.1438,64.0426
76.0936,80.9723,35.0165,84.9758,61.3861
19.6161,75.7319,84.1289,50.3741,87.6614
80.3666,34.6111,38.1111,78.45,88.6452
78.1395,75.657,41.8532,46.3306,58.7953
18.7886,37.5561,83.8261,53.0211,94.5703
79.7472,26.0522,79.8514,46.8506,58.7216
81.254,84.5688,36.7592,86.0051,83.5384
20.563,29.7041,88.8075,41.864,47.3408
80.3399,82.8105,45.7081,83.3749,88.2244
86.0606,84.7987,79.04,47.9443,61.4654
25.3117,28.6811,42.5075,49.4776,63.4274
14.561,82.2929,80.2911,78.9379,84.6745
25.8653,80.6749,93.4721,82.9799,85.9657
72.1416,39.2089,39.3637,93.7639,68.1602
18.6286,81.4554,83.7413,82.3793,53.7079
93.0234,79.5343,38.1824,51.899,58.1416
76.4884,32.8581,84.5783,91.7258,69.2054
83.8002,85.5924,41.761,45.6267,58.9449
24.7395,70.6884,87.0412,47.7019,91.8836
25.401,32.0645,83.1398,50.8577,57.2288
8.0326,34.5965,90.4279,84.0579,80.718
78.821,31.2079,40.47,82.046,93.44
85.8089,30.4082,79.3128,50.0822,85.6019
76.4048,87.6092,81.5025,87.1518,90.274
22.1967,86.6418,79.2393,82.2544,91.4965
81.3966,72.5711,38.18,47.4558,66.6235
22.532,85.3073,35.7883,89.1502,66.0769
75.95,39.1247,80.1849,83.9108,56.096
20.9629,86.9945,36.3683,52.1941,66.8053
74.6192,27.0443,48.4737,78.3288,61.7477
75.0256,23.2266,86.9268,46.6258,62.1595
85.1687,83.6345,44.8627,48.3452,60.9711
76.8065,31.3558,43.4723,82.8336,65.3075
79.453,27.1372,43.445,44.3152,52.4615
81.0084,36.2283,33.7999,83.7079,92.8413
27.887,24.6409,40.3969,47.327,88.7029
82.6243,80.444,45.0429,48.245,58.9551
18.8501,27.9346,77.3102,83.0168,95.3863
85.2952,26.5405,42.5108,85.4016,90.9019
84.3963,86.1012,78.5011,85.1058,85.1744
69.5739,31.6518,44.9674,56.9453,69.9751
83.6546,78.9187,45.264,89.7943,49.8359
22.7072,32.2883,94.0349,82.9211,62.7118
25.4988,76.9929,32.8484,77.6521,79.9134
75.6643,28.937,32.9562,86.2703,59.1819
69.5218,77.6909,92.4113,51.2481,59.3486
79.9194,80.715,81.6629,43.8399,81.1956
82.7013,88.4882,46.2632,53.4746,55.9747
80.314,69.2565,84.6095,89.6483,52.9413
11.0928,78.1625,36.445,84.519,62.3126
14.0673,92.087,88.2569,45.0753,84.9992
20.4941,92.9728,33.972,55.361,64.9596
24.7071,85.302,39.4009,85.134,53.3589
21.8507,81.0173,88.4463,43.0458,57.6174
24.7076,31.4137,82.5573,80.5351,59.8583
25.3866,26.4175,35.3444,51.2482,58.2283
19.9456,80.9972,83.5692,87.5994,82.5764
79.6144,22.9062,87.5479,85.5733,53.0894
18.0457,85.7636,85.6823,55.5577,63.7268
66.2247,37.8822,42.7716,79.0767,62.8826
24.721,25.7865,29.8713,89.0625,88.9647
71.8549,74.4634,33.4311,47.2677,85.5363
77.7947,79.335,38.9765,59.7268,56.5142
80.5147,87.1996,79.7051,92.9356,58.257
10.935,31.4189,31.1694,80.8743,89.4762
80.9182,82.1572,30.9365,56.4386,93.02
21.3849,92.9584,89.577,48.1869,86.7357
30.1091,32.6669,32.6302,87.9013,65.6812
13.3445,23.6688,87.141,49.8468,91.7546
9.3234,24.6621,38.5632,46.512,83.7213
26.2875,79.583,86.5997,42.1064,62.7655
77.4448,81.7764,81.5471,46.4854,82.0986
75.979,35.4782,41.2767,92.4903,84.6044
76.5132,30.3014,85.827,37.717,101.0555
74.5223,35.7581,89.8164,83.1376,60.2439
74.4651,80.8375,92.5301,45.8124,55.7204
21.8414,25.7299,42.1923,82.8111,65.7076
24.9538,22.5721,86.1814,86.4283,60.3775
22.0554,86.7153,80.9894,45.2304,93.2672
22.1002,25.1837,93.8272,77.9404,83.7217
84.3405,74.1823,45.9786,78.7721,84.7524
71.3154,32.147,81.2054,51.5139,58.6006
23.579,78.7919,82.6461,51.7013,62.2878
14.6743,34.8899,68.0345,79.2786,87.3751
22.6899,77.9329,39.9946,47.7244,82.9264
78.9185,91.0059,38.4883,55.6363,63.0084
28.0999,27.3408,36.4392,54.9726,92.9864
67.5337,81.8752,89.2682,55.4985,55.2762
79.9484,26.9341,88.4024,52.935,81.0144
26.6643,28.1438,30.6138,46.5841,60.3996
81.8395,28.0865,40.7149,49.0405,84.8862
79.1605,83.6276,86.3897,80.3635,87.2457
12.1388,82.524,79.8096,54.9183,56.8858
22.7835,81.4757,92.7928,45.8981,57.5991
81.096,34.1505,85.965,78.5653,54.3603
78.4424,81.9815,37.814,80.2017,59.1264
29.8734,37.6273,87.5069,56.7358,61.6054
83.005,82.2239,94.0484,56.7466,58.4949
15.6286,80.2899,81.952,42.6405,66.8177
21.9485,86.8552,89.5703,94.3337,63.9225
80.5253,36.9303,75.4857,52.5193,54.2265
87.3255,21.7794,39.8193,90.5259,86.5621
