alpha,beta,gamma,delta,epsilon
629.1426,499.1701,509.3313,492.0723,559.4634
286.937,389.1359,548.9437,492.4193,537.9568
573.6557,528.4353,362.8868,377.2047,686.6877
569.7112,549.7355,375.8046,533.9385,664.6506
557.1735,534.1939,511.7485,478.064,399.5765
690.0104,694.8691,433.9769,547.0678,532.3549
263.0911,508.7002,538.6264,651.4286,603.5406
552.5582,413.9151,502.2459,488.4175,636.7355
415.9198,532.1558,637.7338,543.7386,587.5382
337.4106,547.5263,520.7714,560.163,412.645
408.9611,537.0144,460.5067,485.1441,349.864
367.187,663.0598,481.8283,353.2341,631.5554
558.1025,487.7082,319.3517,499.0336,441.2066
707.4878,702.8493,551.9543,340.2472,507.6533
489.0654,591.8442,408.0713,602.6238,486.4428
555.152,478.3031,589.0325,614.7961,330.4213
272.5393,541.3604,311.4133,588.9695,579.2363
324.0248,435.7734,551.4488,504.8962,466.3998
526.7213,682.0681,512.0325,521.5065,624.4201
760.5191,391.4723,583.3464,599.6406,328.873
565.2557,642.6539,550.502,416.6248,279.1841
501.0308,424.764,612.0278,503.5122,493.5204
479.9766,456.2807,534.4644,383.7443,489.4308
583.0914,568.4181,645.8822,637.6496,386.0795
614.7536,504.2646,458.9846,562.9899,400.5996
541.431,402.9292,648.8649,439.842,661.1131
197.7529,662.6745,460.0697,599.7498,598.1482
356.2594,500.816,493.9752,470.9388,299.693
658.9888,621.5689,393.0819,501.2801,587.0951
433.5976,401.3842,469.6477,537.6942,562.3826
428.0645,381.4098,509.9491,555.0206,476.2672
503.5834,365.6403,440.1701,495.8694,468.4631
635.1764,557.2539,492.7817,491.6185,477.8741
471.1996,247.0957,517.4413,475.8652,582.0956
380.6774,351.4957,392.6847,626.9237,422.0568
409.7815,420.8704,475.6344,670.3424,469.3618
589.1001,620.304,433.2672,812.7796,656.244
511.4329,435.8735,791.4061,631.3056,484.6327
509.8472,600.4103,529.6838,649.393,444.7426
591.5817,655.0325,364.9951,655.4601,470.4883
357.5879,438.1193,551.2329,701.9488,494.1676
683.3476,435.8086,418.1857,354.7957,546.5486
486.8506,676.8865,456.4023,612.8662,420.7937
561.4802,507.3824,384.0596,403.4878,511.3413
301.8525,579.1973,660.8326,497.8893,574.0647
632.2157,561.8833,534.7674,525.1197,478.8769
633.7705,724.0556,587.0482,553.8858,715.5184
463.1979,404.5227,315.9259,717.2629,433.0758
539.6318,570.2981,417.8647,719.2211,558.2269
555.6882,486.9367,575.3081,580.2581,656.0863
629.5262,354.2008,514.6899,687.7621,616.4358
482.5714,432.4585,536.6675,682.3174,544.8491
565.4518,410.1049,451.0871,577.6981,598.2471
592.695,325.7108,413.3274,454.1747,590.0493
393.7101,578.2909,518.5157,559.8531,627.991
549.4653,517.9813,733.4331,468.5976,540.3854
531.6803,495.4155,401.3501,509.7125,494.7833
469.8474,483.8057,342.2871,568.7874,528.5587
574.6975,474.3533,506.8799,560.7303,573.8863
361.3284,493.6326,454.4622,466.7925,456.9349
376.6308,817.9153,683.2305,547.0745,406.862
512.256,577.2823,351.2872,504.5472,450.9897
618.6717,631.8536,416.0593,373.7704,465.4389
561.9474,352.3371,528.9696,404.9911,768.5013
466.5645,487.2788,518.6008,416.1646,651.0918
675.9787,454.9012,383.552,538.487,513.7883
395.482,426.5103,689.391,635.5748,463.5639
564.3986,601.8866,370.7139,516.1483,538.2433
537.0707,504.6506,418.1308,449.9649,632.8754
574.6733,446.5446,532.0502,710.7735,611.0501
338.0429,558.6753,497.6331,587.1668,589.3154
506.7339,411.9499,336.2662,568.1911,751.9998
482.4575,554.9566,474.7581,344.9135,473.2696
435.5467,557.5643,395.3875,542.729,396.9283
453.9799,442.3803,485.6941,533.1257,494.792
410.9106,304.859,531.5643,549.2423,632.704
470.0751,483.7593,519.0154,520.5397,571.4225
562.7444,508.0051,578.3949,803.0447,455.65
502.7782,453.769,497.7356,561.547,541.3011
513.7835,617.223,559.8919,556.062,436.4643
549.1798,520.6429,520.2915,605.8962,420.6457
443.5715,511.4821,442.5669,513.7586,565.1603
476.6535,547.192,501.9324,431.1238,382.9757
394.114,478.6346,391.0619,432.6206,492.8755
558.2823,341.9604,453.9933,495.8369,445.2927
320.6249,449.3824,369.0577,518.9337,441.9903
620.7667,516.1538,503.8183,567.0945,508.8281
426.5736,341.8267,798.3151,622.9741,520.5668
583.8523,449.8798,501.1036,362.7121,499.2494
391.865,465.7063,526.3753,483.9226,526.7222
332.5547,467.2375,488.4041,415.4996,535.6017
527.3238,415.8286,604.1106,500.3121,666.6389
401.3764,557.7574,636.87,540.3418,470.4912
540.8642,572.2708,580.9348,522.6837,423.263
607.0614,516.1696,488.226,403.4493,556.0929
443.4594,281.3041,429.4167,479.2686,429.7352
407.3105,235.0625,498.7857,616.7275,348.6869
456.1673,579.6686,380.2868,433.4648,534.7743
319.4055,340.0468,477.432,575.1462,692.3301
386.4377,478.0994,462.3745,518.5734,604.7694
414.6389,531.2619,574.4498,663.3241,502.7199
526.6732,493.5636,329.6879,594.558,451.0853
406.1192,510.7708,608.3341,784.0739,623.253
549.4234,543.2302,638.9249,578.5152,497.1595
471.9124,533.0297,375.6702,593.7321,662.5157
492.9646,519.7191,376.5601,520.7379,404.1152
456.663,503.0258,392.8182,370.6399,626.3983
453.8552,657.5458,449.857,765.1333,533.241
688.7044,371.8241,636.5079,724.1901,569.9433
451.8507,553.4511,491.2905,408.1282,443.245
409.7674,547.5543,670.0106,441.8352,457.4981
393.9253,729.3255,427.803,545.3019,766.4271
369.9486,480.8794,375.9459,642.1091,473.3529
477.3451,676.6292,522.4733,526.6854,632.0065
430.183,573.0155,523.8056,624.2686,524.2322
507.789,539.8564,514.6489,620.5173,516.5642
321.1161,562.173,378.1877,401.9604,542.1257
456.058,497.3166,305.2604,606.5495,721.7731
479.7868,664.8676,455.4919,537.9237,692.6376
605.2944,371.0523,652.5931,561.026,576.5322
470.2563,578.7201,488.9471,550.1899,504.3428
693.8557,461.2508,588.78,664.2802,508.7636
420.3487,578.8724,605.5904,818.6151,571.7738
484.6038,528.712,519.0113,410.061,576.6991
604.6974,543.5506,655.709,642.1162,554.9922
691.7868,521.4839,429.906,516.5654,453.3398
391.22,379.871,316.8907,709.1934,573.0193
570.1319,573.9128,568.5675,566.1426,470.879
369.4398,496.3827,322.7372,605.5842,515.3478
493.3152,489.8146,355.4385,550.2765,404.5411
611.8769,495.6947,535.3221,674.0918,580.934
446.5516,469.8616,474.1871,437.3931,496.066
433.9181,390.715,537.236,372.5413,470.9124
732.9146,456.4799,552.007,600.1567,682.563
276.2695,608.2045,599.3148,740.8597,474.0761
516.3146,445.6267,516.6427,710.7576,463.3217
560.6289,569.5742,430.4319,432.1875,446.8063
691.4025,587.1219,312.8809,435.1388,437.4985
533.3091,549.4218,611.4063,595.0495,626.6237
572.0131,535.6783,540.7447,594.4829,660.2817
561.959,450.9043,486.2472,592.7032,484.8548
485.3729,641.5218,572.1749,526.7178,366.0767
544.9695,374.8472,521.7781,366.0493,595.3001
611.2565,541.1249,565.0123,421.1355,738.0203
487.7063,366.0271,521.4999,721.3161,429.7081
306.1417,544.0181,572.6213,516.0091,482.7504
561.1491,538.5315,295.5286,377.2553,299.6949
417.733,386.4509,583.6363,541.496,432.6204
543.5989,553.8667,794.7077,535.3101,493.2498
450.0728,481.3959,521.0021,506.0298,548.0084
627.25,515.6509,411.2994,490.4147,250.6379
722.1515,633.4187,576.5257,375.2291,651.6055
422.1609,548.2413,515.5534,385.0426,470.0441
361.341,480.666,544.1539,430.0696,542.975
539.6979,551.0812,595.0574,543.8947,601.4148
682.9204,467.9786,554.8525,390.96,424.4274
344.7114,437.6026,670.58,524.5197,460.5409
507.8144,560.9135,455.1921,374.4816,551.2282
474.231,338.809,517.6167,532.5211,397.8799
525.0556,558.1676,689.0078,507.1304,674.6177
360.9629,595.081,529.2528,431.7071,767.027
671.3098,447.637,511.6622,559.1692,654.0488
604.1381,403.0418,526.5949,620.2823,506.5532
491.3833,503.8649,507.913,675.3048,524.8092
517.0458,434.4721,415.5986,613.4246,765.456
414.3465,324.0829,428.4266,632.9398,543.7108
585.4962,476.5707,502.2926,429.3769,835.2412
567.7171,493.6038,457.2253,414.6562,515.9654
417.5958,609.0329,555.9502,562.5774,406.7375
652.8637,492.8183,580.7606,468.8108,807.2119
410.2799,335.7297,555.4648,758.1462,403.4242
381.1985,572.5138,457.9153,473.6793,625.6184
493.8754,525.4276,512.8107,603.2385,531.2389
422.7015,552.3761,574.7977,674.7314,466.452
512.4785,599.5506,731.4623,414.2045,590.7869
560.6524,496.2305,485.412,551.031,584.7953
687.1686,726.1934,648.522,433.5449,553.7644
261.443,453.4578,731.6131,535.1633,568.188
625.2374,495.1569,629.6942,553.8967,454.0032
677.7483,484.682,376.7486,741.1409,520.3535
562.9942,453.8313,579.7508,425.4983,460.6704
469.6613,540.7317,720.497,583.4676,609.1889
434.1074,524.2103,639.7235,455.4036,692.5245
649.5111,624.1902,726.5191,499.2945,415.828
535.1925,308.2999,757.9984,578.2604,651.7589
477.4245,638.5932,562.6001,489.2062,459.9044
442.2766,672.8785,534.6375,522.9992,427.9012
498.9889,530.196,438.1357,540.7968,563.4429
515.9012,476.3538,314.9605,602.4264,493.0857
400.1867,557.0857,654.6261,622.1545,617.4599
412.6228,377.1917,533.5597,413.7082,717.1848
739.3763,508.6021,467.2284,552.8927,460.9973
554.3204,620.8265,631.2514,422.1789,609.5805
342.2769,491.0518,801.1494,661.4277,578.6987
486.4319,583.606,402.1904,408.7707,514.5232
568.4636,663.6201,500.3347,621.4152,514.5404
517.0571,439.7858,598.2591,721.4725,503.9901
374.5601,407.3463,412.1782,582.0445,441.8268
406.4801,343.1112,435.054,502.6391,730.3296
485.8324,419.3921,337.6302,612.3682,695.7311
473.4531,369.0464,325.4626,745.3684,372.9776
586.3954,589.8851,551.1115,484.9324,385.7666
547.9302,583.628,383.9102,433.2368,447.926
439.6947,464.0847,676.7114,531.7538,665.4361
516.893,454.1202,465.6682,562.8646,372.2701
539.9266,343.403,424.1043,528.8893,552.6578
600.0134,514.353,485.8247,383.7169,371.5855
574.5125,449.8646,475.0925,361.0818,664.9174
677.2801,535.9235,712.261,559.1303,725.7224
646.1561,672.8952,445.1686,569.9969,546.2886
401.8955,567.9818,546.759,473.6197,566.2238
498.8963,593.0213,690.8367,569.2002,634.4707
538.0377,418.4104,541.1097,421.482,635.2038
492.7651,555.3784,638.1802,545.5014,460.9321
397.5196,553.2332,627.7814,447.0026,711.3385
477.8227,441.8075,579.8076,348.4973,526.6871
509.8043,576.2156,563.9257,487.3915,538.4643
539.9843,336.9747,589.2659,676.0967,306.8906
431.7946,425.4886,551.0233,630.9379,418.8981
529.3777,527.6752,505.019,433.7086,553.3275
575.3238,639.6509,528.4334,544.148,628.5881
289.717,349.8026,557.4216,487.7763,394.0356
469.9194,648.1606,410.7726,295.7127,421.5286
507.9427,444.9927,455.5682,441.3441,584.2047
774.0797,470.6403,724.0744,554.9646,685.2164
395.3315,403.0859,471.5954,559.8778,504.6493
438.6187,485.8915,497.6132,410.2407,553.6233
558.1834,573.532,515.6181,366.1905,589.1947
487.3288,561.0041,642.6433,398.6382,539.4138
575.8125,397.7738,543.4129,675.963,545.4277
541.1816,566.8782,615.6142,422.5449,663.3959
273.0731,529.9721,605.2038,374.2708,530.8574
439.1254,445.1288,745.8503,330.7163,354.709
472.3652,506.3346,383.008,601.8238,438.5923
582.3149,561.3312,533.509,444.7765,750.4725
453.7332,550.0635,660.1988,521.3059,473.8761
467.1975,414.5325,668.77,784.9752,518.3059
613.2044,531.4193,516.0337,593.8941,369.0498
491.6236,474.7923,418.9362,473.536,549.9557
723.0426,329.1756,367.4379,478.4745,403.4512
533.1997,592.122,628.8097,551.6286,542.7876
386.6645,516.6157,678.8877,587.2487,474.2143
603.4668,405.9167,449.8597,497.5866,476.9638
534.8538,658.2252,486.9041,378.737,575.999
623.8948,524.155,577.4715,449.4173,464.7625
472.7055,508.9475,548.2668,475.9351,349.5549
483.738,621.2286,593.293,388.289,520.7604
438.7685,461.6064,374.9322,474.6245,598.0217
502.9193,537.2168,266.7743,640.8491,358.7545
422.6698,512.8416,518.4267,679.2632,522.0356
499.6535,361.3172,438.5386,420.8648,532.3988
415.4985,451.2368,555.2984,450.4472,378.3343
587.0668,442.1423,582.9174,619.2443,554.9485
432.4894,500.197,581.5081,546.7237,576.3633
449.7832,502.9867,491.5527,712.8999,719.717
549.0953,592.3509,615.4021,687.7419,419.6512
315.8839,746.5581,579.1076,470.7954,622.5856
337.6454,487.2967,517.4863,456.2134,582.857
391.3921,691.903,536.4408,661.612,637.0812
604.0087,542.3437,594.7253,652.2249,644.5524
415.1409,510.049,482.5347,490.7418,642.8973
458.146,286.4188,465.6632,640.7722,566.1194
643.2829,485.3623,540.6754,678.9505,511.8782
580.6528,342.2576,495.0379,592.7134,513.7693
408.1094,553.0068,658.8919,668.0065,475.437
563.2204,644.5936,331.2707,585.1532,445.0876
364.5465,634.7229,540.9982,387.2671,563.4184
446.9994,623.3916,558.3664,447.7747,271.2737
535.1585,621.6492,410.4981,425.0266,607.973
757.719,527.6557,557.7808,400.815,729.3248
512.1694,423.0499,299.8483,298.6307,410.8246
721.1375,586.5915,485.5228,593.9646,710.3518
528.0473,510.2707,564.708,688.1216,524.1688
490.1217,377.9674,625.2559,605.4073,501.8941
385.2164,522.4754,784.1175,556.5924,482.9389
554.0966,622.9018,494.9403,593.4812,540.1933
557.5084,577.0772,521.3656,606.8811,634.1291
411.0501,572.2117,296.1867,418.3365,472.5334
605.2903,408.3904,399.8396,517.3511,677.6164
559.5544,482.0463,469.3327,536.3794,554.8043
367.0867,666.2086,527.2505,490.0665,573.7281
531.91,468.0846,447.1829,533.2822,518.8943
614.148,536.6494,509.3438,429.3038,429.9244
394.779,299.2331,415.068,577.5913,680.778
517.1408,594.8063,562.4855,410.4607,667.1765
514.055,507.1749,528.4793,417.7356,524.9954
539.8376,346.6312,486.6909,566.2881,623.6874
475.0413,341.1604,316.5639,480.4511,529.9986
554.5648,583.0853,530.8597,424.0765,600.6009
598.8326,550.7368,596.0911,420.0508,534.0122
510.7785,638.9817,630.4542,536.5955,452.5041
577.3059,487.4943,554.5257,500.7322,646.6214
633.034,423.9073,224.9003,587.9059,608.3262
472.7184,563.023,497.3041,564.3891,670.8074
569.3471,436.7204,576.7276,674.9902,501.8633
438.1255,530.5936,522.6694,650.0375,687.6169
505.722,399.9554,322.0201,664.4437,638.9538
501.2338,457.1195,392.1688,517.0289,489.6428
554.9288,422.2491,456.1412,528.9422,324.9673
499.9732,477.9639,414.2607,517.3938,553.2542
488.5327,410.9305,655.2658,570.8331,489.9677
521.7097,343.1019,601.7219,840.3388,572.2203
589.1468,616.4124,397.6084,621.7772,406.4444
485.1866,557.8869,444.7128,671.9912,590.6365
557.2075,436.1835,526.7938,467.603,430.1372
436.9668,430.0623,446.5768,510.5219,459.7372
367.0692,609.0362,350.6475,733.7086,440.7039
480.0027,567.8933,612.924,757.3911,526.576
606.5681,595.2514,563.5869,498.1812,534.0109
470.5546,512.8297,626.7705,550.9519,537.7375
507.6377,447.1392,523.4536,499.1587,488.7383
461.2944,487.1241,435.9549,434.2329,660.981
562.7705,798.3422,606.58,522.7819,589.3397
448.8875,393.5423,475.7054,396.3469,664.8796
564.3334,415.4609,641.7869,549.3705,702.2618
423.4216,386.1187,461.7132,497.7287,589.0364
596.6658,666.285,470.4992,489.3838,630.949
319.762,469.3505,420.9882,423.1282,645.9809
504.903,369.1971,495.8828,550.1884,567.1313
332.0423,378.2395,371.6133,516.7989,407.9227
405.9254,507.7537,518.0087,536.4498,632.8455
500.1525,572.1533,769.106,387.4869,387.5465
424.1702,577.1788,483.2121,552.2628,431.5533
561.4394,402.5137,538.6406,543.915,535.7392
690.9388,619.8262,414.6731,468.0621,506.4935
613.2621,426.846,626.9084,495.2536,411.8646
447.7062,468.5399,517.0325,536.045,445.0061
502.0879,502.2625,474.5917,609.2044,484.0456
406.7206,695.0875,487.7578,577.4755,514.2536
443.0354,466.6548,683.6852,387.4507,726.8767
282.8228,549.2773,526.2756,558.5928,515.3458
596.4652,444.191,424.0852,708.3992,438.5337
614.4324,245.3661,594.0272,505.0957,653.4595
533.475,524.2897,559.7251,607.4807,524.7356
529.6128,590.1766,633.7912,507.6764,269.5557
612.8433,537.8501,349.7903,579.6136,255.3158
558.5824,715.4819,413.5026,528.8179,588.3608
685.8342,370.5977,666.9365,693.259,551.735
576.2857,408.1094,580.0524,701.8364,586.7312
657.2811,624.2212,650.3326,711.7812,620.9114
462.3391,577.3653,732.1816,508.7756,521.6557
416.87,499.5068,481.6921,656.2458,593.201
501.7929,577.2341,503.361,514.1148,608.338
354.1101,439.4283,440.2658,532.2599,448.2722
441.1505,409.1883,327.5258,530.0259,501.8647
339.8429,476.9698,551.1856,507.0984,438.968
366.3882,494.6413,625.303,395.7391,674.7681
497.2982,423.404,806.2613,468.9142,571.3781
612.3123,383.1047,498.6431,437.3653,493.1717
248.3232,514.2127,441.0476,449.4332,419.3777
504.677,322.4296,234.8869,613.8114,386.1927
537.2551,601.0457,423.1385,502.2251,494.9847
361.9116,440.3274,609.7081,518.7625,575.4945
671.5008,567.1234,581.966,850.1227,404.4553
502.2638,517.4407,526.9934,542.7456,640.2146
443.5964,514.1449,576.5773,624.7077,598.3242
547.5474,475.9239,294.3604,561.3396,454.3222
523.3103,479.3169,572.5435,478.524,392.2404
569.4436,527.3315,538.1773,486.584,455.0804
328.8444,522.3439,375.7367,566.5309,460.3893
372.4595,472.5754,292.0094,673.6709,484.5696
514.1493,692.3191,490.6875,712.7002,520.404
606.3774,628.401,386.3616,572.5009,747.3629
514.4514,530.4694,725.2796,425.3864,449.3974
609.5588,347.8799,454.2504,643.5634,593.5884
444.7085,427.3219,272.1469,516.5942,567.2113
333.7998,521.7865,444.3751,444.4046,546.4078
469.0155,531.6611,439.4898,506.9392,480.3598
576.0555,520.2387,455.2782,467.5487,528.2611
442.5804,434.8323,533.8551,505.6345,853.124
669.4952,506.9082,578.0961,559.7506,495.7826
387.7364,460.3728,469.4839,410.2916,484.1622
458.4476,499.9067,507.1581,491.7,545.8996
569.4074,568.3214,872.1446,744.4989,472.0738
387.6557,689.6445,620.5004,569.9753,515.4552
463.005,451.1848,601.6417,531.1489,442.842
404.7544,625.1693,357.4669,427.7902,656.0146
577.8206,642.7999,689.4372,602.3779,460.5426
475.2871,590.9543,461.0986,434.4887,400.7823
646.2937,313.7411,498.3397,556.3909,662.3535
564.3035,677.5929,405.7405,421.8676,683.166
605.5373,484.1431,424.0617,654.5408,594.8558
694.9875,453.9076,486.5325,531.6073,631.2448
505.2353,781.5139,497.6816,629.9143,585.7533
531.0632,752.5127,536.0562,641.0024,406.3333
618.3983,542.0911,572.9189,624.5558,619.1395
605.5288,361.7644,567.5957,591.5106,675.0913
624.6112,499.7892,398.9097,472.7857,546.5476
408.2416,595.7849,491.0312,751.342,359.465
456.5897,383.2732,521.4402,507.3191,566.546
479.7143,608.0858,537.0618,606.7784,357.755
477.5795,443.6935,682.381,608.3717,475.5883
626.5627,494.41,600.0225,428.6129,760.6349
415.7546,495.0143,443.1813,458.3701,411.97
541.0679,626.3223,373.1607,568.9615,635.2666
553.0138,520.9913,442.1046,548.1286,678.072
348.0039,675.7443,441.2272,544.7436,436.3654
453.931,381.0663,646.8894,545.441,581.8298
567.3197,573.4423,727.4673,429.4797,479.906
529.0056,603.8316,433.0171,631.7001,498.2626
496.5054,388.5142,357.4487,513.3221,684.4675
532.9119,215.7446,478.0418,469.1938,397.1834
565.5908,503.4538,473.3732,545.8577,466.5544
510.5364,666.9035,321.8403,492.6442,546.7925
494.4493,563.813,358.9597,568.1837,616.4158
610.4553,576.5249,539.233,524.5522,563.5272
661.8262,397.8393,504.7806,644.5239,564.7367
438.0055,400.8016,575.9595,693.8613,484.7825
181.0242,452.2893,468.4515,342.2606,379.0264
460.863,588.8114,648.707,514.7945,472.2255
394.3212,389.2116,439.5853,767.7888,420.8398
564.8422,425.1979,487.065,575.3425,568.5661
439.1308,345.0734,413.2907,629.4166,428.846
524.3854,455.3364,619.1723,456.4123,559.1286
366.23,581.3238,557.2774,419.104,614.6786
562.9214,709.0055,532.6812,513.6293,672.0361
676.024,405.848,686.0478,378.4767,450.5949
547.134,589.831,571.2372,454.3218,643.3918
538.6805,528.1009,530.7149,488.1324,524.4397
404.894,564.1745,515.8138,505.3888,705.4689
525.5861,452.9787,660.2317,411.3326,506.4598
475.0349,539.3371,411.4023,500.6006,282.7054
586.5812,440.9669,451.1512,587.4695,482.0455
494.7233,473.2297,548.4337,369.923,610.4175
689.8458,695.919,638.7363,524.3709,496.2441
388.8052,437.0581,370.0199,449.3477,457.3688
558.4103,508.9106,453.0784,369.7547,400.8656
614.7817,535.4946,444.9407,456.4087,329.9925
503.1863,483.947,519.3573,484.3662,514.4451
704.3073,462.9966,385.6383,565.5547,380.3866
401.0348,423.6613,247.0094,335.2516,397.6997
359.3169,639.8495,755.0053,486.4045,730.5294
371.3184,543.5876,478.3509,722.6819,598.6511
469.5011,325.3036,781.4631,565.8337,584.4749
448.8408,602.4307,492.9781,591.9957,545.0788
526.7603,671.7852,576.6186,694.5327,457.1085
547.9061,584.3859,380.8373,481.0204,502.4264
585.6252,602.2288,392.2642,379.5523,531.9897
476.7899,548.4317,556.1568,549.3076,514.5445
612.7828,351.3666,524.5943,305.5788,742.4051
581.5885,501.5852,440.4221,522.7396,465.6652
227.4588,413.4336,587.3426,580.648,489.1383
387.5111,253.8052,606.5246,468.503,688.0566
446.0909,781.907,514.6505,563.9478,728.2116
468.8694,456.4896,581.8336,446.5178,420.5478
616.8865,507.5631,722.9503,534.8477,410.6591
601.2768,547.9908,580.4486,654.4514,727.5075
394.1036,613.2239,353.0995,493.8452,668.8253
455.2384,518.8399,490.1477,588.845,325.0802
579.9675,521.4912,441.7879,571.351,556.4915
456.7268,544.6076,499.4033,561.4232,545.0037
535.838,577.1049,541.5457,455.0159,680.6364
546.8903,555.0572,533.3928,326.2994,515.662
504.9096,549.7784,322.5062,494.1308,510.0255
566.8253,459.9119,570.3513,659.3006,483.3142
577.4113,489.7392,583.0762,449.6921,455.3748
660.8567,582.6965,438.1796,522.1485,513.6343
443.4676,623.8435,379.4119,757.1927,607.8882
536.095,492.3913,542.2656,581.5988,621.4588
376.8339,576.185,570.5253,463.8973,499.8349
432.8744,499.3144,509.3892,533.6828,370.8278
420.7479,600.6589,629.2517,644.6281,431.0
520.5309,530.3619,428.3768,612.7813,584.3554
451.663,601.6283,582.6327,428.8659,627.9935
552.6427,505.9465,382.7998,567.5469,641.7462
670.0309,586.2997,437.6903,315.8263,384.317
515.2995,473.194,563.5655,595.7241,403.2583
513.4096,624.5838,510.0814,560.6764,705.6901
533.5817,548.9291,576.7225,668.2733,464.5063
441.2545,347.0061,622.4543,568.6082,438.5824
469.5682,350.8954,506.4403,546.679,585.2537
644.3331,388.9848,523.5652,682.0753,541.8273
658.769,655.1888,593.2882,521.1633,582.7505
420.3993,373.2982,411.5195,294.1253,594.0978
312.5643,369.1584,556.824,529.0155,449.4512
462.7272,504.8583,542.705,452.6285,674.0238
303.0844,426.4895,375.9511,639.7845,594.9262
428.3816,646.1109,301.9971,557.1952,442.8154
598.4483,455.7031,683.4348,647.9817,615.2268
514.7558,441.4324,456.9798,646.9514,539.2469
342.5727,563.8801,546.0222,474.1421,467.6085
585.6585,535.6671,517.9525,678.8357,546.0866
561.7417,478.5608,504.7313,525.0498,438.478
535.3477,512.797,488.1009,360.8769,387.8542
410.3305,662.7249,487.405,548.5066,484.657
369.799,402.0101,492.0899,479.6315,461.479
451.8236,432.4001,583.4303,607.0123,574.782
435.0767,514.4178,634.4351,416.999,532.4354
580.2077,431.049,425.63,604.8841,433.7683
610.4377,594.0668,434.2099,560.3895,506.687
484.9259,390.8232,560.2499,680.1161,519.9904
470.6924,427.5514,568.2733,576.1945,637.3927
537.4474,494.3067,526.1242,559.9828,565.9795
449.7378,522.42,340.4582,594.5984,522.6859
656.0506,522.4044,538.726,510.0383,535.8533
399.4762,602.7429,626.7558,510.833,445.6939
505.8833,299.7114,548.5122,597.5267,602.4305
462.5087,419.9543,428.3016,588.5324,356.3538
557.6549,554.6932,459.9981,605.5421,720.8283
608.2946,512.4496,543.1792,614.5927,622.0492
579.7173,473.1738,338.6042,640.0587,438.0836
384.7598,589.301,309.9887,353.7641,484.7026
466.1378,582.1346,461.77,736.6057,398.0555
443.731,496.3195,531.334,424.906,349.4722
455.7832,513.6597,512.5891,468.3594,419.2273
530.434,440.7532,593.5542,455.613,495.1815
321.7779,619.4293,560.246,572.9661,341.7437
308.6254,400.6594,456.9933,828.5287,657.6551
580.0268,501.4793,444.0774,494.2578,426.9643
589.6608,475.997,443.6776,565.6228,383.9952
438.3068,518.961,691.0705,582.6631,474.694
580.1441,374.1469,599.6282,626.798,606.9991
522.9224,424.0838,483.2138,636.9498,358.0671
472.4758,509.5363,484.1628,523.7927,627.1561
481.4022,549.9984,461.0202,454.2428,522.1506
486.9918,415.7069,678.9167,497.3792,505.1615
429.1882,533.9967,653.5339,570.3926,589.9642
642.1723,476.3594,447.5765,520.3466,655.846
617.1371,696.7111,503.9678,626.4489,365.9126
391.2566,657.1373,388.302,609.8403,606.4475
343.2973,463.9543,556.7911,488.9111,613.6964
406.7633,585.5528,590.2728,617.9309,400.3899
470.5048,771.3151,578.9832,323.3699,460.2678
