alpha,beta,gamma,delta,epsilon
32.6454,70.938,26.0667,73.0012,100.3472
72.8302,61.2121,89.0244,71.6209,72.8787
39.8841,85.9647,88.8902,90.2354,166.5962
49.5149,70.5459,75.8442,75.3404,143.2719
72.5991,36.2088,62.4029,88.9951,108.0132
29.7733,21.6555,33.779,78.5067,87.6263
55.1783,46.9155,46.7395,37.5161,97.5713
55.5508,76.8809,85.0251,75.995,121.033
47.9545,48.7658,60.109,67.719,40.1881
52.3449,64.2481,63.1169,65.0093,98.5515
75.7531,60.6503,60.355,67.5796,88.3956
31.0285,57.8706,71.1625,118.7383,111.6999
65.5104,47.8799,82.7285,56.073,97.1751
56.2811,46.971,107.9882,91.9148,46.2372
58.2929,53.074,70.0261,89.7811,98.9823
19.4127,40.3086,84.6799,107.3253,133.7725
77.0475,25.0559,84.6202,39.7579,127.1128
53.8002,40.6001,108.1881,93.5234,46.5036
54.402,47.5706,72.1146,70.2309,121.5904
28.6507,65.3959,104.4696,62.6338,94.8449
53.03,48.2751,82.31,82.0381,68.2933
76.4302,73.4575,66.825,66.6298,71.9597
68.4641,57.5099,78.7293,76.1264,104.1774
48.2603,72.9855,66.519,97.4213,105.4648
48.2509,45.3838,52.1377,64.4445,67.3568
62.9869,59.2078,99.8319,127.8659,90.5571
26.7797,53.5153,68.5684,48.7427,84.2387
54.3042,52.1897,55.3999,64.0661,131.0937
47.6053,45.8912,62.9149,100.0412,74.2522
57.2277,72.374,84.2332,109.3936,77.3389
66.991,46.5215,62.4657,105.1178,108.9146
50.0315,39.746,80.6715,66.7622,68.7506
40.278,64.1904,29.7004,87.576,93.9999
41.2321,77.6278,81.6174,67.268,74.5896
60.4273,34.2267,63.6802,66.748,91.6072
53.1669,60.6254,91.5621,84.7893,82.7552
31.8372,72.2714,80.0348,110.467,72.8085
50.3963,59.0022,68.3354,80.2182,50.5656
62.3748,71.1045,91.479,127.2411,82.6638
49.4579,60.1663,106.9015,43.6444,101.1727
27.9375,16.1133,31.6042,50.9829,114.5876
36.9746,56.1332,47.8933,92.83,64.6549
69.7648,43.1172,55.4683,82.5776,90.5684
71.3704,62.0469,47.0511,68.233,76.826
60.8756,66.5245,67.7316,98.2618,77.8446
47.9565,63.0729,99.0354,77.9308,81.9316
34.3124,71.6629,58.8347,87.2174,46.263
65.6478,37.3571,55.2305,102.2302,59.3072
48.8082,61.2624,51.0274,108.2016,124.4719
20.4257,35.3672,85.3564,52.6365,81.0613
51.9433,71.7615,65.7582,81.9996,72.1351
69.3854,51.5797,76.4549,69.2556,92.4454
47.4776,57.2381,50.7382,96.7247,122.523
53.6472,72.4497,85.9233,99.4877,96.9772
53.1839,74.6881,71.3078,59.5477,90.5485
21.6738,59.8997,77.8541,105.9556,93.4794
63.9221,59.9909,50.5539,50.361,67.6961
29.5078,70.773,66.0553,91.9766,91.6889
65.6607,78.0233,57.7386,74.2394,77.7449
25.6803,71.4787,92.5871,79.865,78.6566
66.3636,20.1356,73.372,83.009,76.8703
70.8736,76.5025,65.038,78.1794,81.0754
42.3182,37.7606,96.219,101.588,108.3578
33.585,95.3744,107.6231,83.9492,69.2029
37.0035,67.1153,52.6527,79.2816,115.0388
27.3976,94.0974,99.7675,54.0212,57.4863
45.7487,42.4706,64.9893,25.7951,84.7399
77.0428,41.0179,64.8117,48.7182,104.6795
46.6202,92.9925,73.9299,72.1842,102.6563
42.4066,37.2318,75.737,76.3278,93.8252
55.6319,51.3246,78.01,116.4916,64.5206
76.0614,55.8723,55.4341,130.9716,93.5655
70.556,73.8991,38.0687,82.5372,77.9176
29.8731,29.8809,71.9435,92.3953,98.9854
45.4126,46.4252,51.2496,68.3416,66.2397
46.9509,59.6109,52.9762,75.1269,72.5126
49.9329,68.6205,73.3844,89.9152,52.0037
44.3196,64.7046,82.1821,46.4419,93.6611
68.0963,56.9636,68.1996,89.4596,95.6837
60.1196,61.231,72.8974,63.5687,86.0799
68.7968,56.5291,66.7973,69.6784,108.1053
37.1798,75.4785,52.1975,57.7866,94.7366
51.9527,65.0585,90.1882,71.3376,100.1889
36.3527,81.4059,82.0167,91.2669,94.3212
38.216,54.4347,79.5338,79.5971,92.8461
29.6027,63.0786,56.8534,57.2499,86.4422
22.1524,71.8757,86.1882,78.8778,67.143
35.8195,57.4309,23.9491,83.79,105.2819
45.3216,51.5952,73.4574,87.3635,115.1655
50.276,48.2741,61.236,83.8209,125.7926
45.1959,42.107,53.468,35.977,97.5853
29.5801,39.0303,32.4557,56.5222,103.0735
30.3297,30.2561,73.387,72.8354,99.9404
61.1084,59.8555,45.3425,77.4002,101.506
41.2552,35.5632,90.9496,71.2798,80.5877
50.2394,77.518,75.0088,73.0023,105.6891
82.2054,83.5924,82.7846,56.4321,176.2974
32.0201,53.6794,56.7021,114.1647,99.6655
28.5931,64.549,80.3912,73.3119,61.9356
39.1245,52.5736,70.4319,69.0819,106.9101
35.7508,30.5664,55.9515,108.3267,76.8174
85.1121,68.3552,47.8759,62.48,95.5976
32.3353,100.3678,51.1731,94.2998,123.583
48.362,43.0704,64.8117,87.6065,110.1423
50.8508,36.1962,70.8042,65.8595,39.7856
39.5366,35.6483,81.1502,120.8275,132.7513
41.4019,52.0543,83.0869,102.287,80.369
47.8605,97.5178,67.9584,69.8082,92.758
58.6955,42.6321,65.2803,55.5064,83.5999
78.1539,72.6093,68.2417,60.4046,82.8376
65.761,50.4513,97.558,51.1536,83.3289
76.1415,25.8667,92.5798,41.1211,87.9282
47.412,74.013,10.0637,39.726,76.9816
50.5534,44.8153,65.8035,55.0904,80.7707
37.2985,64.1484,81.047,110.0915,74.9024
45.2301,60.8117,64.3965,78.9082,54.0699
55.5763,44.4417,51.8177,46.6493,116.703
47.8909,79.5414,75.1737,44.2294,65.075
61.369,46.9834,49.2835,76.233,85.9298
34.822,54.4555,60.9086,25.6102,101.5613
37.8294,82.1755,48.1476,46.8284,117.3154
26.2242,49.185,81.3494,73.0774,51.9241
52.8205,56.6965,94.3932,92.3616,159.8214
25.3116,59.6315,49.7336,104.2498,108.9023
61.3106,46.7854,55.8421,37.3767,129.3185
57.6233,55.5654,87.7368,95.7692,112.4311
25.6469,47.8648,73.7134,87.4638,112.0164
34.8705,62.1626,111.9017,94.5304,110.0229
49.7122,73.0497,104.2758,82.2395,118.1515
36.8729,70.0317,87.1801,64.2079,115.2569
39.8713,46.3109,69.9773,120.5718,97.1105
64.0368,47.5594,71.4725,55.2923,76.8646
62.5346,59.3472,97.5746,75.7493,85.4475
69.1502,48.9735,41.1245,107.3268,99.5263
17.5221,60.757,62.328,116.6416,73.2332
41.2885,44.5232,49.9729,65.2896,56.9737
34.532,32.6881,41.5517,47.2468,78.0133
39.7447,39.15,79.0871,78.9904,80.0646
43.0404,87.079,74.5565,89.9829,30.5211
40.194,23.0929,61.9021,87.8395,74.4912
57.7791,42.6133,80.9403,47.3742,83.9812
56.2971,69.1107,67.582,120.734,80.4683
43.2351,13.0884,103.6097,72.251,62.9516
69.8136,81.0036,72.0582,49.8666,99.6364
40.6791,40.0969,89.8241,35.2156,103.0448
56.8903,94.8672,76.1783,36.7729,70.7692
50.97,66.0446,88.6355,38.8468,82.4112
64.5479,86.2475,105.3595,71.8054,115.2449
75.6757,80.3672,83.75,97.3837,71.8327
28.2913,76.7084,63.4057,79.4092,76.6894
44.1064,63.9567,50.5847,81.4385,95.6593
48.8397,47.3583,84.9458,119.3254,76.1714
68.5169,75.1175,19.5882,64.0149,75.3757
61.7266,63.2043,79.0136,93.3619,69.3249
38.8018,39.2109,66.7649,77.4988,93.9377
39.0904,75.4109,87.4251,112.4769,106.3601
52.7827,71.4312,81.5853,66.3119,119.6559
75.7778,93.6082,70.6693,86.8097,99.5763
49.9618,70.5279,67.6976,75.9305,130.4566
52.4707,61.1392,86.7584,83.157,96.7073
49.0465,39.2529,69.4115,56.1254,94.8335
32.2784,75.5841,84.2355,85.889,87.6969
56.2445,26.595,49.1604,76.8766,97.941
48.8091,42.9216,72.5355,70.4723,65.4223
54.9425,56.4304,92.7332,93.9762,106.8974
54.825,45.632,52.2231,49.1057,156.2173
33.8083,56.4329,63.1526,74.0969,76.5668
21.9748,43.0307,43.5773,77.3376,74.2634
39.6923,63.6699,58.9271,99.574,81.1179
53.3774,37.47,82.4806,71.4911,99.4014
54.9501,57.0515,74.1313,71.9088,120.9605
64.0143,68.2024,47.5773,56.9146,74.7312
46.325,67.6163,52.9658,104.7186,90.0827
19.8083,51.9196,20.8815,64.2137,77.3701
40.8438,54.4707,62.5121,67.5316,124.5574
68.2235,40.5887,93.8241,45.9513,71.2639
72.8779,21.9276,80.9209,53.6766,86.688
47.297,88.8525,54.5985,78.5507,104.4215
46.2233,46.0249,68.8752,81.9637,110.3333
35.8542,52.3648,76.1359,76.4895,85.7386
49.745,48.1707,54.8059,89.2553,64.8127
67.4808,63.6942,45.7457,85.9436,93.8474
61.4324,79.7004,63.038,65.137,76.0624
35.2837,47.3105,75.4055,80.3206,78.6988
38.9262,65.9141,60.4696,58.1567,86.5115
46.0326,41.8093,85.7164,97.7663,90.9406
51.9656,68.9642,69.4125,98.7171,128.0882
51.2074,67.4843,86.5956,72.9011,64.049
63.59,33.331,103.9879,98.2791,94.3169
50.7664,89.7731,52.0217,55.6359,76.2429
46.073,42.89,72.9234,82.8548,71.2813
74.0458,36.3347,45.7423,87.8985,85.2279
56.2659,49.4775,50.3665,66.4436,74.2773
57.8749,51.8407,84.4672,92.3496,113.9337
63.5108,73.334,84.6272,69.1495,83.9767
22.5481,64.9598,57.1984,88.4325,102.1321
29.7186,42.7647,63.3624,69.1304,93.8415
32.6686,60.802,37.9188,34.7427,106.4833
30.4203,50.4814,43.0701,50.4137,80.8263
43.8481,76.704,78.5407,74.5165,107.4267
66.7483,66.9921,62.28,101.3907,130.676
59.908,90.1015,87.6054,97.826,64.9257
33.2968,59.1588,38.2803,67.548,109.9488
40.0227,69.0642,44.3262,69.6335,113.5391
53.1277,64.9348,102.3898,107.2329,69.8323
69.7685,49.5408,69.6658,80.3195,114.6799
33.061,67.6816,79.9563,97.0418,85.1611
65.0512,47.9038,91.7941,87.397,57.7981
56.1188,63.0482,63.2425,64.5387,84.4756
28.3676,88.7422,48.5627,66.1131,116.3327
58.7755,72.2442,98.8175,73.445,65.9306
62.664,73.5367,63.7891,53.4228,118.5005
58.6377,36.6509,84.8191,49.7395,78.8995
33.1504,49.1569,54.1671,67.1205,106.6581
54.4189,70.6884,90.7545,72.1732,91.8376
58.0723,89.0146,87.0825,109.0126,113.4362
65.859,29.6606,86.7363,84.4714,91.2469
42.0912,52.7703,77.9074,97.6395,55.5509
53.2716,50.4683,51.9347,88.2451,82.4395
40.1144,46.9242,75.3447,79.7892,64.8923
37.385,56.8974,77.6978,57.956,101.2265
37.64,106.3717,52.1209,63.4074,94.4621
36.4643,74.0697,104.2269,71.86,93.9737
42.2336,59.9995,97.203,98.7792,69.2028
73.1886,79.755,79.241,66.1564,91.5113
38.068,67.9493,63.987,33.0658,111.3027
52.8718,78.3342,67.4126,83.9578,115.6525
55.817,64.896,131.0734,76.451,93.8913
76.0104,46.3149,50.2211,49.9266,102.2742
59.3845,72.6053,44.2824,101.123,117.5371
48.5403,60.5536,82.8363,87.71,104.7653
33.7087,57.0314,46.963,93.2568,102.195
48.5178,65.0456,40.4262,98.0164,79.2528
51.9358,78.9613,55.6265,105.1419,92.8537
50.4229,69.4528,46.3065,92.4762,91.4147
65.5442,56.3143,63.097,87.7624,88.6345
32.3905,56.7027,94.085,78.0448,69.9794
60.7391,28.4915,29.7149,79.9128,94.1613
53.306,44.8227,67.1405,50.6266,95.0499
25.7702,57.4629,74.97,43.1109,77.9824
61.8222,86.3325,41.4248,87.1383,61.5732
29.8211,87.1333,82.6955,63.1119,95.0376
59.6292,63.082,112.6983,92.7214,21.1614
45.647,47.4782,66.1212,80.2828,75.0237
33.7262,83.1779,81.3495,65.9145,105.6319
60.1277,81.5442,49.949,96.3775,76.0209
67.3257,56.7284,26.8362,80.7424,48.9643
46.7428,59.0107,62.3752,48.7747,64.3382
37.3311,55.7822,94.4815,94.8908,79.1395
69.1082,36.7429,83.0154,76.3201,95.4355
59.5769,48.4472,85.222,79.8045,145.4714
45.4361,81.576,82.2947,55.3433,121.2943
34.0938,22.0561,86.213,102.448,91.1966
46.0847,86.9226,83.5255,66.2268,106.8253
31.3506,50.4975,50.0285,33.7996,62.9223
68.3349,41.337,59.5494,55.6196,109.909
50.018,68.3427,67.992,55.4084,67.5993
62.559,59.0241,84.7136,13.5855,115.5325
42.5905,96.9386,60.2957,80.5936,105.1887
36.8631,74.8365,57.7409,107.0712,108.2437
57.4345,47.6887,65.9991,86.2981,43.2331
41.7238,75.9472,45.9046,106.8585,75.5488
54.8489,40.4897,79.2032,89.7173,116.1366
70.3111,81.3099,73.9695,54.2506,120.4466
30.438,52.5419,84.0051,89.3147,126.6405
49.9392,31.2688,64.7701,83.6553,81.936
71.1868,55.7906,42.7189,89.8026,63.6032
75.4984,64.5916,43.3376,102.6672,144.4927
19.9392,75.3522,79.1965,83.6893,97.8966
57.3783,48.2189,96.8088,51.66,135.047
72.9153,39.8357,69.8974,109.817,78.7071
47.5639,53.1596,92.182,67.2387,89.774
58.1032,56.4708,53.5378,51.8275,55.0801
32.3029,30.7507,56.1893,86.3045,91.2442
37.6005,42.6937,51.1256,50.8541,61.5748
60.7154,36.1216,70.329,67.0209,145.8427
23.0461,63.2861,63.6587,63.8063,97.2499
52.3338,41.8286,78.0993,88.1725,120.1178
40.8504,84.9976,66.2605,38.5037,102.0312
48.7761,45.0,87.7316,70.0958,113.3884
48.7595,72.7555,82.9101,89.9365,66.263
63.7957,60.3699,108.043,90.0521,107.2759
38.5266,53.0956,71.8376,55.42,63.0836
48.3713,58.6762,73.8394,103.4592,80.7922
60.2131,57.5412,66.3138,85.3984,42.4422
50.9954,49.1496,52.3331,40.3732,79.8135
21.8385,74.7921,65.4532,44.6765,74.5089
61.3243,49.887,64.6569,72.2472,87.0496
24.5035,59.2272,59.3962,142.0294,85.1008
43.1656,76.8041,67.0354,85.3202,69.8953
73.3284,49.3295,77.1317,103.7795,82.9964
49.9978,69.9707,82.971,57.1079,94.1741
35.8195,47.3287,57.6806,105.5355,126.7213
89.0818,59.0386,54.0133,59.6409,126.9721
26.9243,54.6115,59.2448,116.7499,66.6931
66.525,82.327,66.8314,89.7754,54.6096
48.6769,56.3445,20.9879,88.7229,98.1688
24.5994,35.9913,55.7635,68.8872,82.9536
35.6281,42.8664,75.8238,70.0198,87.5436
46.5548,67.7724,67.0688,98.0923,92.369
63.3355,81.2004,42.251,99.3619,131.0049
35.4121,59.4582,63.2131,89.2575,101.9598
39.9606,82.3135,53.7231,77.0953,113.5426
79.3016,51.2849,84.8636,84.6209,53.6038
35.6722,39.5189,60.437,71.2474,90.6428
69.1654,67.1821,120.4082,74.888,108.1528
56.2162,85.6116,62.8044,97.7504,127.4687
39.1878,58.7272,79.5818,70.8696,69.8694
77.491,56.0959,102.9478,69.3231,85.237
61.9571,56.4977,52.9215,64.8819,96.2715
40.0083,61.4972,27.1116,68.2794,85.8528
42.3104,43.109,53.2134,81.4809,124.2024
29.0236,55.3036,88.5639,87.0236,87.8436
43.2393,60.2255,68.0798,34.0843,73.537
20.7562,81.948,85.6303,63.4471,108.5122
86.7297,49.4077,94.6862,87.6126,84.5559
33.4113,50.5493,62.4967,31.3687,102.2006
45.174,67.8072,62.0347,142.9637,51.8825
36.0041,71.9885,114.8109,59.1592,132.0719
36.2446,81.9872,71.4325,126.83,130.9857
40.2842,109.9069,48.641,73.414,131.5818
38.9783,49.097,72.482,89.5022,98.9052
38.8145,63.3472,82.1111,111.5838,97.5477
31.2053,60.4831,58.2087,107.6996,51.4653
58.396,41.8883,94.1691,96.1944,95.0446
57.5741,54.273,82.8398,78.9578,106.8177
50.8786,17.8197,60.2405,111.8673,123.4084
51.5682,57.8574,63.6303,93.2418,103.3179
35.3136,71.2481,93.425,59.9478,85.7026
56.9535,72.2868,62.0098,68.8978,79.3306
55.7785,67.295,69.6311,51.3513,64.9303
59.5524,39.2415,74.3008,72.4232,76.1487
50.4005,88.498,75.4875,73.791,56.1125
57.6836,79.324,81.5401,104.485,100.9618
30.4509,59.2359,79.9725,95.1412,78.6592
49.0495,66.2198,94.1546,101.11,104.8653
55.9433,42.5702,49.0818,78.0711,113.9564
55.9303,69.5386,41.4704,49.3053,115.7573
49.4804,37.6673,86.7612,85.4188,157.8837
68.75,65.8939,67.1289,84.8782,87.639
28.418,75.7679,75.2223,22.1512,75.383
37.5689,76.6751,69.163,111.2355,53.395
33.8632,78.1406,57.5508,57.7687,77.8866
38.6026,69.1686,91.2452,46.6747,83.3121
50.2137,61.3973,85.8319,82.5168,76.6645
33.3216,28.9799,62.9489,80.3026,111.1997
44.3335,99.503,68.5469,69.8498,98.7537
35.4416,63.5514,30.7822,94.198,91.5336
53.1586,62.6317,45.7986,61.129,126.0278
57.419,49.8465,78.0005,88.5619,134.9531
66.6553,66.9899,61.4655,117.4575,87.6644
36.9423,39.2558,53.6145,72.3542,107.6042
63.6978,79.5682,72.9066,97.4613,141.9643
63.6543,87.249,41.2979,64.4222,72.7244
9.8445,61.2525,96.4565,68.7583,94.4952
37.1892,51.6406,75.4209,54.8887,117.0028
21.2186,65.478,60.6618,111.272,107.5224
18.7376,18.8193,50.9742,69.4532,85.6528
50.4537,71.4511,44.0462,42.1885,95.8066
44.5853,58.2427,57.8052,76.3626,124.1897
25.6509,39.166,82.1904,112.9156,85.2701
31.0593,25.981,74.9503,53.7636,140.0383
85.1241,63.8471,79.2238,77.5238,116.2613
49.9539,61.0771,95.8477,93.1498,139.0126
25.4476,50.5551,52.8258,97.6774,78.6474
59.035,40.1272,68.2075,128.2369,127.6825
21.822,66.198,85.7007,69.6384,64.6453
59.9298,61.714,80.4983,76.6809,143.6168
36.2924,51.568,79.7828,95.3666,58.2896
69.4597,35.212,70.1216,73.5524,73.7246
66.9988,20.1001,56.1151,61.042,110.1226
73.2563,73.183,96.5104,33.2844,93.7628
29.2545,53.6256,74.6488,81.9871,121.6423
20.3205,45.7925,41.868,45.5854,113.1329
52.7363,86.4624,92.5189,81.4312,67.6988
64.8769,48.2427,47.2109,55.8414,92.8027
68.9829,60.8943,93.2641,81.9182,80.1917
90.8176,90.9578,73.7412,62.5239,52.9923
56.0204,55.6563,78.873,86.7839,100.0344
67.1334,65.3417,56.2546,63.8185,103.4119
33.9226,72.2118,83.5697,79.0784,72.0273
23.3549,40.8926,39.1073,80.5601,79.8274
36.1901,74.8343,72.4572,80.9993,102.8367
65.5468,32.752,83.4269,42.0123,71.7292
65.1822,71.7508,82.6301,83.8238,122.4985
26.888,54.8124,70.8996,122.741,113.6106
65.5764,47.0571,112.7436,89.908,66.8637
85.1804,35.7426,53.4947,75.086,67.4503
57.9082,64.705,72.1567,119.7699,52.4187
70.4958,45.9809,97.7811,120.0095,142.9357
47.1423,40.2246,76.2306,78.8793,49.4545
61.0332,44.3145,97.3982,100.2684,83.5292
50.5425,55.8764,61.3095,145.0645,68.4675
50.8301,76.855,62.6976,66.8006,59.4307
67.8805,72.1041,78.9287,48.3153,101.5824
54.2796,54.2529,43.8419,78.8097,69.9706
51.2005,61.0768,63.575,98.5225,88.4808
57.9363,67.1128,89.1553,59.7547,82.058
63.8299,62.6101,91.3903,95.6501,79.7724
63.2077,55.6227,88.1755,118.9291,115.1067
84.3425,33.6231,59.5809,74.4068,80.7933
55.5867,53.7422,91.016,100.68,99.5099
34.8168,69.3054,82.8115,87.4316,90.6902
71.005,50.6775,63.0327,94.0082,102.2082
62.789,55.1718,45.0206,54.0108,80.0485
61.8864,73.4685,35.4977,91.2118,87.9938
34.3684,97.2432,75.0152,97.3757,149.0531
41.2832,53.2546,98.2913,52.5389,91.7012
50.6932,76.4931,77.7024,60.8232,112.3617
62.6772,42.1329,56.9317,68.958,63.5652
65.97,54.4947,64.7212,58.2071,80.9256
72.2743,72.7209,39.2695,59.2161,104.6188
42.5282,50.5949,53.6506,52.0475,92.1917
44.2959,79.3864,68.7325,59.7314,105.9575
70.1922,47.4925,37.6511,69.9417,58.9521
74.6243,36.4083,63.7738,110.944,110.0379
42.2951,46.6879,66.5516,74.9567,124.4172
47.68,37.0505,88.7297,101.7672,84.7837
61.5819,60.8712,47.0708,78.2974,63.6724
40.4877,44.0387,76.3241,83.9162,59.6474
36.2022,59.9542,78.823,81.5171,39.2437
69.3036,90.1293,100.0921,91.4262,105.4557
40.1871,63.2058,48.518,82.557,57.1171
58.778,53.9725,84.5743,83.834,79.4301
62.6499,40.0521,64.9678,68.7116,107.1114
48.8673,64.5903,79.9839,30.7316,68.6947
51.7389,77.2121,80.8792,107.5261,84.9027
51.5102,51.5034,61.7222,62.5608,77.5045
47.143,48.9236,70.5049,41.8087,99.8425
52.6619,67.5859,61.1936,69.3274,112.5943
47.6824,93.7713,43.2838,74.8053,64.0704
38.1988,46.5701,60.8661,96.4397,63.6904
59.1502,35.5049,62.295,107.716,100.627
54.0842,70.7118,80.9435,93.1881,122.2842
34.4232,58.7974,82.1081,95.7425,102.8353
69.598,51.4831,44.3553,106.7201,89.9815
41.7697,60.6079,61.7868,101.1304,110.4738
54.676,69.1948,70.6195,101.5567,35.6436
32.4771,59.3212,62.1439,60.0392,104.2593
35.3242,63.6951,72.3615,81.2116,70.9287
47.1025,80.8579,80.3269,100.2196,88.1581
24.4658,52.07,67.1371,107.3317,116.1269
56.3727,45.439,72.4405,74.5036,84.3993
31.4972,67.8864,69.433,96.892,56.3826
33.0953,121.9866,53.279,86.0392,100.0684
35.2672,89.3693,68.7532,83.1391,131.8229
38.1347,51.7101,63.4353,51.1744,96.3443
57.0958,63.1164,82.4608,98.1787,97.7902
46.3784,80.7471,56.7634,109.3235,85.562
61.472,91.0514,26.9688,75.9625,80.7092
75.6108,53.084,121.8514,47.914,98.0386
44.2055,68.5865,59.2623,70.5283,48.075
51.6226,34.5353,45.1163,81.8243,87.209
65.4063,36.9968,77.9992,86.7725,83.0455
37.9455,58.6554,86.7957,72.1511,109.4878
45.8929,89.3215,70.5093,76.3136,52.951
28.5927,66.4819,65.6785,85.9068,74.2532
47.7434,49.3972,75.6088,75.4186,132.887
39.6788,79.0198,49.9646,70.228,70.6445
68.8946,67.4288,72.6063,84.9236,65.0595
71.0437,83.622,69.3483,80.2785,104.9301
47.3712,56.597,60.6367,72.7363,79.0506
60.9478,54.419,61.8611,66.8367,55.5116
73.4027,68.6461,86.4635,68.8722,123.5156
52.178,84.6948,69.7459,79.062,77.857
51.1623,63.8247,98.3612,112.334,92.0688
68.2856,13.7999,61.0644,85.2439,110.4038
56.3465,59.0471,61.2315,63.2049,133.7451
66.8334,82.2322,70.2015,68.7761,102.758
49.6307,57.8227,69.5277,66.708,69.9574
46.3639,36.4478,81.3667,97.6096,72.3006
22.5886,66.6909,74.5302,80.4306,59.3082
21.2339,89.0965,65.8882,90.5924,88.3728
56.2031,38.2695,61.5315,51.5374,64.9955
39.3647,29.2887,61.2372,65.0713,62.7171
48.0074,59.8072,54.0975,122.2514,106.5188
66.8248,54.4175,86.9784,96.0771,66.5743
39.7669,109.5588,62.1869,90.2241,85.0642
62.471,43.092,50.8994,103.8212,94.5662
12.8357,60.398,66.5426,94.924,97.3842
55.133,61.4869,75.5189,55.7949,71.2573
37.2153,37.2003,84.9768,102.6293,104.1219
40.9815,50.8688,61.6424,103.3709,102.1124
76.0837,43.5172,65.7129,53.5257,57.4034
47.6711,54.293,60.2565,47.7708,94.5257
45.742,75.5527,80.4595,52.4534,99.1009
41.017,86.0526,69.4378,69.4262,80.6496
27.4865,81.6658,110.2677,43.6743,84.2088
48.3439,49.8973,93.1332,106.1962,84.3571
81.0692,60.5571,65.4038,85.8759,72.8412
71.797,70.4828,63.256,76.1041,69.1212
53.9376,38.0082,70.0602,69.1387,103.0423
65.6385,73.3779,67.6712,65.0979,83.1078
49.7505,68.2946,59.2047,59.6871,93.9888
70.382,91.8295,85.0708,59.2045,122.3976
37.3151,46.9003,78.1246,51.0132,108.4386
49.1956,66.7851,54.3548,97.775,101.8018
44.5501,76.0698,19.4546,87.6085,87.5266
38.075,63.0126,79.4962,64.5238,87.2509
49.3787,66.6792,93.3087,70.2571,120.2891
30.4367,65.1132,37.3274,81.5073,106.6118
80.3445,60.8391,55.782,101.5564,90.9466
51.4751,75.5893,90.7623,43.6253,91.1856
49.7541,41.8173,39.1459,78.5962,79.3342
39.1295,57.6647,63.3305,80.3695,126.2662
49.5481,91.9663,93.6379,100.3192,73.2444
45.5985,44.3647,77.9016,78.5917,100.1591
54.5379,62.8534,63.2187,59.5672,79.8412
60.7492,57.214,68.8595,98.224,101.2143
27.8779,58.633,53.4454,78.8622,98.9762
57.6412,88.2843,60.4845,73.8062,103.2026
64.4298,42.4658,83.0476,93.9751,86.5418
45.7835,72.455,78.1162,88.4148,73.1688
24.1655,58.4019,64.8491,89.6211,72.4162
59.5205,66.9634,55.9375,99.8456,82.1129
39.553,64.2647,69.7205,60.9939,104.2632
49.8627,47.1104,36.6746,88.9548,92.2775
51.7907,83.406,22.6783,106.6534,121.3674
35.2989,77.2495,54.5728,58.1074,87.6679
77.4148,66.1483,70.9472,98.5992,75.6826
72.4627,86.7006,78.155,63.4464,114.6564
54.4204,70.9423,91.5948,89.1651,69.2416
