alpha,beta,gamma,delta,epsilon
176.902,171.1788,78.2418,192.9263,201.8872
203.0252,191.1372,123.8129,152.53,286.1447
199.8956,209.2654,165.3036,116.5452,286.9055
180.9714,218.9616,157.505,204.2696,232.0798
154.7532,181.2039,230.39,247.7141,327.3164
196.303,194.8401,87.6919,256.6215,229.8765
223.2905,173.3678,167.721,162.3486,253.7204
154.0876,159.965,271.9522,229.3655,331.0251
213.6493,199.552,119.6743,263.4834,181.9264
190.7082,182.5131,216.2515,137.9004,351.8388
229.8338,308.4181,160.912,272.8838,240.9607
351.4802,153.7268,227.1988,301.162,177.9685
221.7237,235.3174,245.245,159.858,278.8764
143.1873,203.0027,182.046,233.5735,245.7347
171.9162,212.401,236.9513,212.1283,327.6511
233.4225,253.2908,146.7262,280.8491,198.1183
207.6446,212.9545,279.3474,227.8329,105.0865
250.2322,222.0974,214.5229,280.1996,188.7648
162.1563,323.2759,217.1649,77.0026,232.6553
170.2779,216.5867,258.6962,192.9967,313.4028
319.1144,230.094,193.7854,121.369,230.8275
202.321,235.4016,159.5194,323.3775,232.2207
189.545,197.7508,127.4778,163.1071,248.0639
135.2976,176.0095,197.5857,278.501,221.5443
147.961,217.8564,209.3071,201.3725,145.151
175.8454,245.7633,193.928,273.0514,258.013
179.3587,271.0946,275.3732,248.3464,280.94
200.2636,232.4763,309.2554,293.0182,180.6612
366.1639,285.4495,210.4927,309.0045,233.751
206.1782,257.3247,203.0371,188.4223,190.9991
148.5362,201.7516,235.4518,246.1603,194.2735
169.5246,172.4571,217.9274,133.5317,313.1934
186.3973,222.8914,163.1302,265.3191,202.9855
169.883,92.7635,268.1367,167.7257,285.5532
152.8208,164.4749,230.1708,313.139,132.0928
180.4494,196.9257,186.1608,177.2822,240.9981
171.5761,151.7093,247.9691,217.0841,179.6004
203.1295,166.782,198.8431,175.702,272.4017
249.5302,153.9059,241.2972,282.6913,283.4512
130.2254,238.6411,289.3018,164.672,183.5912
126.7175,260.4846,128.0388,263.8273,210.7967
128.0499,205.9212,308.8055,140.0529,192.3229
257.5278,303.5502,213.9231,292.8833,335.9579
230.73,152.9443,222.6665,219.2313,253.1448
158.6461,203.6024,217.2486,259.4952,341.3984
187.038,228.5454,211.6327,234.4902,202.9174
125.9838,240.1273,294.4698,199.4481,263.9726
175.9049,220.6553,237.7032,267.18,273.8502
190.4559,247.6014,184.846,339.3529,229.5532
211.8888,153.3674,198.7197,223.0775,305.1206
208.218,249.8251,336.3567,240.9219,190.4747
274.5473,129.0476,315.4698,158.9451,228.3737
130.2799,186.1066,234.4572,145.247,160.2707
118.7724,189.3203,129.099,205.9826,367.4302
261.2881,123.5803,248.3517,167.3371,317.8768
268.9761,163.539,233.0055,131.7389,288.0698
204.5525,156.2012,225.9761,333.28,170.4283
181.879,212.041,241.1605,164.6971,286.5614
172.6813,192.4419,200.9859,306.8761,240.4089
232.382,217.2783,134.6838,150.8479,149.5651
233.6944,257.9802,275.2874,176.3308,251.4963
255.8908,241.7726,144.9399,237.096,202.024
222.4804,178.6675,220.9278,231.1227,243.305
240.3316,143.812,278.1898,148.6384,273.6168
217.1823,201.265,200.1682,213.9124,263.8315
96.506,240.2605,179.7078,215.5981,160.8567
298.6839,180.5336,282.1892,275.0846,251.1622
224.5823,128.3763,184.4132,278.5056,252.7276
142.6662,157.1162,217.9759,260.6133,184.4063
187.8941,204.9821,259.8716,256.7547,223.3238
180.4954,78.0254,233.9637,135.3671,265.3749
234.6846,215.2622,194.9779,342.012,190.5447
210.5795,164.491,243.2574,199.4494,124.6414
76.3983,157.8232,239.33,253.42,215.0674
248.9586,141.9038,194.5169,166.8041,228.4602
222.5753,179.8543,246.0379,178.5013,206.9471
269.7892,185.6913,153.0112,197.9097,256.3994
206.5962,169.5704,222.2299,145.068,244.4455
213.2542,240.3101,234.5455,158.2179,283.7124
237.3039,238.0311,249.8519,258.5345,218.134
254.2067,154.5842,256.0142,246.4298,182.1127
251.5163,238.9536,280.7356,274.4242,289.3188
213.2842,109.8025,220.3712,291.4469,211.2903
216.6825,206.349,221.378,278.0458,176.8762
223.2491,207.1178,275.7934,214.4959,332.3917
268.6883,146.7995,123.1099,174.9149,254.9512
168.0886,196.8364,320.0096,116.5596,220.8482
186.1645,77.0004,171.1948,192.9631,226.1736
238.965,242.3693,274.1245,164.4077,170.0531
141.5597,183.0007,176.1936,297.102,252.8566
352.4314,204.0506,263.5008,153.8,213.9056
139.0728,206.5174,249.498,321.8256,288.7657
262.5785,206.0077,238.246,291.1331,242.2943
164.2981,175.4069,246.5521,234.3701,239.8803
143.285,208.0635,297.3646,285.9473,277.2256
164.0196,221.5487,162.9838,172.8035,292.8124
178.8301,228.3507,247.3848,301.6861,232.8554
152.4743,173.2672,213.6019,169.9725,246.2376
259.3148,223.7852,276.5942,238.6918,230.4232
125.1919,171.4471,265.5507,170.1328,315.5888
173.3115,257.5731,280.9497,194.751,151.6565
287.5104,150.8843,301.8161,245.7235,273.0495
242.1972,235.43,150.9696,231.85,240.3285
173.7135,198.493,265.2302,170.3949,289.5813
209.3039,193.0031,146.7842,270.6892,292.6023
153.4774,132.8791,180.9364,261.4361,251.4097
159.3451,300.5079,238.4028,184.3749,203.9647
223.2354,261.9331,167.1064,258.3188,266.0424
171.605,231.2523,218.7559,261.6239,190.7422
93.0898,229.4617,156.9694,262.2815,176.5503
107.5858,258.4142,259.8901,128.2088,325.2405
187.8656,229.1069,239.1171,289.8135,263.7658
279.8116,243.778,210.8161,225.688,325.2179
246.9554,161.4317,173.7661,200.4989,198.2957
103.064,241.0559,150.0072,175.1798,212.8977
162.0437,138.9629,275.7806,267.7431,194.8151
218.3184,223.6481,187.1216,225.481,183.4113
188.5335,174.1646,221.4657,185.6408,269.5984
173.4113,159.9339,229.509,121.9796,255.9793
191.9559,259.3318,221.72,279.4929,368.5976
192.613,89.7653,178.8963,230.1997,285.1206
190.4617,274.4964,222.134,302.4576,244.4866
153.6857,191.4763,205.7886,302.2515,211.3498
214.5716,329.1223,172.7921,197.2678,219.902
92.6672,247.0679,231.368,279.1523,217.3497
179.1526,215.8973,252.0508,207.0013,255.0173
211.2972,188.5453,265.0071,185.1468,191.5324
193.1337,97.1438,283.4801,254.4643,235.0291
212.958,189.1269,271.5079,160.4566,223.8444
219.0512,159.8417,128.0613,244.4192,260.9977
152.6195,238.2289,258.0178,135.7148,195.8395
136.9603,129.7819,240.8767,163.3928,140.3412
191.963,297.02,168.1363,277.2098,218.8954
276.2898,284.4044,185.0322,231.4263,200.7883
240.2199,221.5216,208.693,160.1302,281.561
254.6303,254.4342,190.9899,181.9541,198.2269
227.3344,145.3485,157.5784,194.8057,196.442
197.5578,207.5814,186.295,151.4849,252.0405
223.3565,271.9675,206.7665,210.6648,200.9286
210.1485,113.3037,166.9258,111.3701,182.0887
155.3132,162.4027,235.8956,240.9389,239.7369
256.8832,173.9113,126.6619,279.3822,163.3362
145.9746,185.3124,260.4367,296.3951,295.786
180.2971,225.1458,251.5773,274.5213,229.2153
126.0236,265.317,254.2289,228.2458,246.3706
138.966,201.9922,134.6537,241.4895,251.961
222.1086,300.9942,123.202,264.398,204.5326
236.8648,194.4154,182.5494,147.759,306.2619
201.1371,245.2229,298.49,254.6367,322.8877
162.4135,284.7347,91.5864,261.4963,258.8959
246.5967,160.2691,185.4694,90.0976,224.2738
232.0747,180.6332,235.3321,355.3687,309.3297
160.016,175.0241,115.508,203.2051,209.3585
167.7574,160.0728,144.4144,143.9329,268.0794
161.7526,206.6678,226.7226,243.8328,278.3854
241.2683,242.8386,285.4279,226.5556,221.8909
182.6638,144.1491,213.8356,129.2839,118.2468
301.6948,205.8389,194.8691,175.3022,273.7438
161.3372,171.8582,205.7086,192.8529,237.2445
191.706,218.4087,171.4201,211.4642,248.7646
139.0585,155.0317,210.9608,178.2733,231.2501
166.249,271.3645,161.3987,371.5544,239.1453
254.2934,218.9485,185.5384,279.8368,321.1683
178.7577,197.9364,270.9606,216.5445,280.5208
118.3493,156.5741,181.5918,246.008,223.1835
200.7759,171.0594,191.8037,173.3885,311.7833
231.3158,232.9065,199.7414,267.5261,245.2163
235.9319,209.3417,249.1606,210.8882,314.6512
189.5768,250.0223,220.8825,253.3025,248.9639
204.2578,226.4581,250.145,180.7973,317.1068
223.6091,92.771,215.5837,190.4828,231.2364
183.1809,159.7236,159.3851,275.6724,183.2523
223.1888,192.9218,315.4362,185.1046,342.0748
211.0055,257.5709,240.9446,219.2797,184.2807
244.4881,190.5117,201.2262,245.4041,361.6041
168.1632,268.3712,237.204,193.9219,274.2941
126.7209,166.6042,124.0563,253.1561,218.3378
181.6867,289.5211,210.93,179.9407,209.8429
226.3576,146.8565,141.6143,290.6678,278.4406
176.6557,257.265,236.9367,251.277,336.6755
169.8422,204.238,193.5188,225.2227,216.0248
281.7671,223.5626,221.4028,244.3597,264.3803
155.2526,258.0402,356.0122,343.4152,129.0924
156.6328,187.2651,243.615,230.6876,260.1865
167.9312,209.191,197.2875,270.1557,151.2989
222.2775,140.808,62.7439,138.83,186.6043
257.4938,253.2739,162.4843,204.0317,185.4259
242.0812,166.5578,175.927,264.7102,205.4992
145.1719,283.0151,153.5223,237.626,221.0638
164.1212,222.1136,302.7008,256.0858,336.7949
182.5596,213.9219,243.814,148.1004,263.5631
171.3416,178.4974,286.3102,323.9235,192.9469
174.7137,175.9042,209.7995,316.0207,241.732
168.1328,208.9656,246.4798,211.4944,307.6909
198.3486,140.3846,268.2252,293.2272,172.4759
184.6249,170.3516,282.4238,289.8479,246.2149
223.3207,203.1472,184.5408,327.5452,178.1101
263.5414,197.8201,242.5834,346.444,205.3585
185.7416,187.5235,208.5885,243.7562,182.6916
198.0804,137.6215,190.8991,233.6628,278.8892
159.5881,126.7242,237.3606,343.0943,217.8852
140.8521,221.8183,349.3393,235.4455,181.3154
290.0115,182.0836,254.7138,253.1508,227.1701
208.497,116.0116,164.807,181.4831,206.632
140.0963,269.9,173.8253,175.0433,302.7171
200.8836,178.6416,199.0029,218.577,216.4326
184.9221,227.652,198.7666,163.6953,225.1913
226.5505,183.2194,191.3473,188.2882,240.7823
123.7499,225.0554,229.2808,287.5201,184.9023
202.3865,250.7346,252.499,172.1827,144.8414
160.1883,176.8145,290.9984,258.0825,90.3703
143.5047,211.999,304.1911,246.8836,267.9946
148.3477,167.2437,180.4131,197.8166,202.1212
193.2488,188.1015,121.2829,218.4456,246.7194
147.9421,224.5006,290.3516,315.5123,250.1489
231.0694,244.1972,227.3122,150.9541,298.7115
206.6768,227.7601,108.1213,291.6302,366.68
228.6785,189.6857,209.9483,244.1151,262.459
293.9959,156.0027,297.4869,122.4763,175.1241
109.7865,254.8987,205.1422,150.2416,233.8763
206.9243,226.673,242.5878,273.8111,308.4904
174.8571,212.333,198.784,239.8301,322.5914
107.5084,241.9393,191.8446,172.0672,174.8116
236.2522,221.3873,149.8454,329.1785,192.8226
274.2581,217.0248,243.2982,278.6009,223.0073
269.0533,240.3657,205.1527,166.8899,337.0419
183.1619,189.834,251.9154,336.354,250.9487
148.8768,194.4897,154.9421,235.7636,211.3396
259.2012,212.3508,167.611,246.6462,244.0362
163.5835,210.88,140.2154,150.6986,191.5734
159.2186,211.2357,257.6173,208.7353,317.6775
304.2008,180.6585,214.4291,341.7413,212.2101
92.458,165.4544,284.2469,261.7173,235.9921
238.6253,229.8191,136.8227,249.5868,286.1726
199.2177,263.6182,265.7973,123.6895,288.5334
168.2473,116.8643,252.5805,297.6784,190.8811
185.1093,221.9178,148.561,252.4408,223.9273
108.6764,264.2592,194.3529,323.0053,275.1621
163.4921,278.7587,162.8722,147.0307,251.607
153.544,200.1633,207.5567,336.7739,247.651
191.9504,219.727,240.4468,276.3639,158.5753
212.2104,245.2505,312.0033,245.2229,320.221
213.7651,188.1741,241.0685,202.3552,193.4557
246.4342,216.8865,225.2507,287.1899,302.6711
177.8332,202.0624,242.6909,317.0423,316.5818
134.5682,201.5309,360.3606,101.6914,201.0775
270.8872,217.3766,228.7418,305.5254,289.3738
58.1173,274.001,214.5846,224.5878,288.558
187.2869,205.5046,137.777,246.3062,254.3278
248.4611,255.5221,299.0042,344.1725,244.7115
153.3559,188.4778,226.0351,241.8609,247.7384
72.7353,88.0098,196.8786,151.4942,240.0586
195.6731,238.072,276.7324,181.6998,279.1268
131.2449,160.7737,169.9494,212.2004,151.3058
266.5488,214.4434,304.2913,206.2555,231.0436
156.0953,171.9155,241.7519,180.0744,262.6543
199.3525,199.8577,238.6599,264.0651,188.2428
277.9107,197.2215,195.1862,249.7911,236.4616
148.0729,194.4404,266.9483,249.6909,265.3606
175.4247,252.1964,264.229,205.7326,278.9913
248.5624,280.7663,193.6573,230.1537,251.5196
212.6503,166.326,225.8964,193.0466,318.9269
234.0415,243.376,156.3442,336.4448,295.1671
126.0932,287.7281,275.0395,258.4404,313.8875
266.3991,209.8783,194.8963,256.1561,224.5163
152.5047,168.6775,192.4315,219.0611,191.6917
130.916,202.4082,236.3878,324.933,310.3752
157.226,149.2372,232.539,246.4312,219.4564
239.3146,284.4922,260.9311,226.6585,312.4126
158.7356,232.5295,252.1975,98.9062,252.691
247.481,262.4579,188.6017,217.1666,185.518
272.2761,231.579,253.938,197.8611,242.4846
232.845,160.2815,246.5982,211.324,193.6435
226.4171,204.978,184.8812,185.476,332.6776
80.313,366.8232,174.0707,266.2798,148.3463
154.4613,228.0852,170.6564,223.118,230.2655
198.9717,234.2851,200.6495,209.0646,172.0659
